date,eps_ttm
"Dec. 31, 2019",7.77
"Sept. 30, 2019",6.66
"June 30, 2019",6.95
"March 31, 2019",6.00
"Dec. 31, 2018",13.91
"Sept. 30, 2018",17.58
"June 30, 2018",17.27
"March 31, 2018",17.34
"Dec. 31, 2017",11.39
"Sept. 30, 2017",8.90
"June 30, 2017",8.73
"March 31, 2017",8.21
"Dec. 31, 2016",6.25
"Sept. 30, 2016",5.290
"June 30, 2016",5.600
"March 31, 2016",6.030
"Dec. 31, 2015",6.070
"Sept. 30, 2015",6.97
"June 30, 2015",6.54
"March 31, 2015",6.07
"Dec. 31, 2014",5.60
"Sept. 30, 2014",4.35
"June 30, 2014",4.49
"March 31, 2014",4.81
"Dec. 31, 2013",4.47
"Sept. 30, 2013",4.732
"June 30, 2013",4.072
"March 31, 2013",4.082
"Dec. 31, 2012",4.552
"Sept. 30, 2012",4.47
"June 30, 2012",4.46
"March 31, 2012",4.39
"Dec. 31, 2011",3.92
"Sept. 30, 2011",3.62
"June 30, 2011",4.39
"March 31, 2011",4.02
"Dec. 31, 2010",4.74
"Sept. 30, 2010",4.96
"June 30, 2010",4.53
"March 31, 2010",4.43
"Dec. 31, 2009",3.97
"Sept. 30, 2009",4.13
"June 30, 2009",4.74
"March 31, 2009",4.35
"Dec. 31, 2008",4.07
"Sept. 30, 2008",3.61
"June 30, 2008",3.02
"March 31, 2008",3.51
"Dec. 31, 2007",3.27
"Sept. 30, 2007",3.39
"June 30, 2007",3.38
"March 31, 2007",2.97
"Dec. 31, 2006",3.23
"Sept. 30, 2006",3.13
"June 30, 2006",2.68
"March 31, 2006",2.60
"Dec. 31, 2005",2.32
"Sept. 30, 2005",1.005
"June 30, 2005",1.015
"March 31, 2005",1.21
"Dec. 31, 2004",1.045
"Sept. 30, 2004",0.96
"June 30, 2004",1.01
"March 31, 2004",0.965
"Dec. 31, 2003",1.265
"Sept. 30, 2003",1.785
"June 30, 2003",1.28
"March 31, 2003",0.975
"Dec. 31, 2002",0.3146
"Sept. 30, 2002",-0.1854
"June 30, 2002",0.3796
"March 31, 2002",0.6625
"Dec. 31, 2001",0.9904
"Sept. 30, 2001",1.995
"June 30, 2001",1.925
"March 31, 2001",1.878
"Dec. 31, 2000",1.892
"Sept. 30, 2000",2.032
"June 30, 2000",1.537
"March 31, 2000",1.050
"Dec. 31, 1999",1.177
"Sept. 30, 1999",1.100
"June 30, 1999",1.090
"March 31, 1999",1.232
"Dec. 31, 1998",1.085
"Sept. 30, 1998",1.075
"June 30, 1998",1.040
"March 31, 1998",1.023
"Dec. 31, 1997",1.010
"Sept. 30, 1997",0.9952
"June 30, 1997",0.9752
"March 31, 1997",0.9527
"Dec. 31, 1996",0.9427
"Sept. 30, 1996",0.9116
"June 30, 1996",0.8941
"March 31, 1996",0.8766
"Dec. 31, 1995",0.8841
"Sept. 30, 1995",0.8869
"June 30, 1995",0.8569
"March 31, 1995",0.8344
"Dec. 31, 1994",0.8244
"Sept. 30, 1994",0.8126
"June 30, 1994",0.6876
"March 31, 1994",0.6626
"Dec. 31, 1993",0.6551
"Sept. 30, 1993",0.709
"June 30, 1993",0.784
"March 31, 1993",0.784
"Dec. 31, 1992",0.7665
"Sept. 30, 1992",0.6137
"June 30, 1992",0.6387
"March 31, 1992",0.6037
"Dec. 31, 1991",0.3962
"Sept. 30, 1991",0.2957
"June 30, 1991",-1.039
"March 31, 1991",-0.9743
"Dec. 31, 1990",-0.8018
"Sept. 30, 1990",-0.5658
"June 30, 1990",0.7817
"March 31, 1990",0.8142
"Dec. 31, 1989",0.8767
