date,net_income_ttm
"Dec. 31, 2019",3.768B
"Sept. 30, 2019",3.215B
"June 30, 2019",3.341B
"March 31, 2019",2.888B
"Dec. 31, 2018",6.639B
"Sept. 30, 2018",8.374B
"June 30, 2018",8.216B
"March 31, 2018",8.228B
"Dec. 31, 2017",5.38B
"Sept. 30, 2017",4.183B
"June 30, 2017",4.089B
"March 31, 2017",3.836B
"Dec. 31, 2016",2.906B
"Sept. 30, 2016",2.453B
"June 30, 2016",2.579B
"March 31, 2016",2.755B
"Dec. 31, 2015",2.752B
"Sept. 30, 2015",3.129B
"June 30, 2015",2.91B
"March 31, 2015",2.686B
"Dec. 31, 2014",2.466B
"Sept. 30, 2014",1.909B
"June 30, 2014",1.947B
"March 31, 2014",2.065B
"Dec. 31, 2013",1.907B
"Sept. 30, 2013",2.009B
"June 30, 2013",1.726B
"March 31, 2013",1.723B
"Dec. 31, 2012",1.912B
"Sept. 30, 2012",2.15B
"June 30, 2012",2.142B
"March 31, 2012",2.115B
"Dec. 31, 2011",1.922B
"Sept. 30, 2011",1.518B
"June 30, 2011",1.831B
"March 31, 2011",1.668B
"Dec. 31, 2010",1.956B
"Sept. 30, 2010",2.041B
"June 30, 2010",1.854B
"March 31, 2010",1.807B
"Dec. 31, 2009",1.615B
"Sept. 30, 2009",1.674B
"June 30, 2009",1.915B
"March 31, 2009",1.754B
"Dec. 31, 2008",1.639B
"Sept. 30, 2008",1.456B
"June 30, 2008",1.215B
"March 31, 2008",1.411B
"Dec. 31, 2007",1.312B
"Sept. 30, 2007",1.356B
"June 30, 2007",1.35B
"March 31, 2007",1.181B
"Dec. 31, 2006",1.282B
"Sept. 30, 2006",1.236B
"June 30, 2006",1.048B
"March 31, 2006",1.015B
"Dec. 31, 2005",901.00M
"Sept. 30, 2005",860.00M
"June 30, 2005",841.00M
"March 31, 2005",895.00M
"Dec. 31, 2004",896.00M
"Sept. 30, 2004",860.00M
"June 30, 2004",871.00M
"March 31, 2004",853.00M
"Dec. 31, 2003",890.00M
"Sept. 30, 2003",874.00M
"June 30, 2003",693.00M
"March 31, 2003",704.00M
"Dec. 31, 2002",473.00M
"Sept. 30, 2002",462.00M
"June 30, 2002",646.00M
"March 31, 2002",615.00M
"Dec. 31, 2001",781.00M
"Sept. 30, 2001",728.00M
"June 30, 2001",708.00M
"March 31, 2001",693.00M
"Dec. 31, 2000",704.00M
"Sept. 30, 2000",759.00M
"June 30, 2000",736.00M
"March 31, 2000",609.00M
"Dec. 31, 1999",697.00M
"Sept. 30, 1999",670.00M
"June 30, 1999",666.00M
"March 31, 1999",765.00M
"Dec. 31, 1998",664.00M
"Sept. 30, 1998",661.00M
"June 30, 1998",636.00M
"March 31, 1998",624.00M
"Dec. 31, 1997",617.00M
"Sept. 30, 1997",611.90M
"June 30, 1997",600.00M
"March 31, 1997",586.30M
"Dec. 31, 1996",579.00M
"Sept. 30, 1996",568.50M
"June 30, 1996",558.80M
"March 31, 1996",546.80M
"Dec. 31, 1995",552.90M
"Sept. 30, 1995",554.70M
"June 30, 1995",536.50M
"March 31, 1995",524.00M
"Dec. 31, 1994",518.60M
"Sept. 30, 1994",528.10M
"June 30, 1994",446.40M
"March 31, 1994",431.10M
"Dec. 31, 1993",428.70M
"Sept. 30, 1993",444.20M
"June 30, 1993",491.50M
"March 31, 1993",484.50M
"Dec. 31, 1992",466.90M
"Sept. 30, 1992",408.00M
"June 30, 1992",407.90M
"March 31, 1992",379.10M
"Dec. 31, 1991",240.50M
"Sept. 30, 1991",239.60M
"June 30, 1991",-516.60M
"March 31, 1991",-494.60M
"Dec. 31, 1990",-391.00M
"Sept. 30, 1990",-362.20M
"June 30, 1990",364.90M
"March 31, 1990",379.30M
"Dec. 31, 1989",410.50M
"Sept. 30, 1989",431.90M
"June 30, 1989",448.20M
"March 31, 1989",427.70M
"Dec. 31, 1988",447.80M
"Sept. 30, 1988",427.70M
"June 30, 1988",404.20M
"March 31, 1988",403.10M
"Dec. 31, 1987",402.90M
"Sept. 30, 1987",392.70M
"June 30, 1987",393.70M
"March 31, 1987",380.00M
"Dec. 31, 1986",365.40M
"Sept. 30, 1986",353.00M
"June 30, 1986",338.20M
"March 31, 1986",355.90M
"Dec. 31, 1985",372.30M
"Sept. 30, 1985",390.40M
"June 30, 1985",379.80M
"March 31, 1985",341.90M
"Dec. 31, 1984",302.70M
