date,ohlson_score
"Dec. 31, 2019",1.076
"Sept. 30, 2019",1.244
"June 30, 2019",1.003
"March 31, 2019",1.282
"Dec. 31, 2018",2.544
"Sept. 30, 2018",0.5773
"June 30, 2018",3.294
"March 31, 2018",0.5609
"Dec. 31, 2017",0.9089
"Sept. 30, 2017",1.420
"June 30, 2017",1.818
"March 31, 2017",1.244
"Dec. 31, 2016",1.250
"Sept. 30, 2016",1.285
"June 30, 2016",1.737
"March 31, 2016",1.306
"Dec. 31, 2015",1.803
"Sept. 30, 2015",1.360
"June 30, 2015",1.397
"March 31, 2015",1.697
"Dec. 31, 2014",1.316
"Sept. 30, 2014",1.628
"June 30, 2014",1.655
"March 31, 2014",1.675
"Dec. 31, 2013",2.294
"Sept. 30, 2013",1.749
"June 30, 2013",1.726
"March 31, 2013",2.569
"Dec. 31, 2012",1.886
"Sept. 30, 2012",2.174
"June 30, 2012",1.623
"March 31, 2012",2.018
"Dec. 31, 2011",1.408
"Sept. 30, 2011",1.673
"June 30, 2011",1.239
"March 31, 2011",1.663
"Dec. 31, 2010",2.433
"Sept. 30, 2010",1.278
"June 30, 2010",1.801
"March 31, 2010",1.504
"Dec. 31, 2009",2.033
"Sept. 30, 2009",1.666
"June 30, 2009",1.680
"March 31, 2009",1.690
"Dec. 31, 2008",2.260
"Sept. 30, 2008",1.385
"June 30, 2008",2.113
"March 31, 2008",1.730
"Dec. 31, 2007",2.596
"Sept. 30, 2007",1.804
"June 30, 2007",1.376
"March 31, 2007",2.284
"Dec. 31, 2006",2.204
"Sept. 30, 2006",1.411
"June 30, 2006",2.059
"March 31, 2006",2.001
"Dec. 31, 2005",2.301
"Sept. 30, 2005",1.739
"June 30, 2005",1.680
"March 31, 2005",1.928
"Dec. 31, 2004",2.604
"Sept. 30, 2004",1.758
"June 30, 2004",1.700
"March 31, 2004",2.073
"Dec. 31, 2003",2.656
"Sept. 30, 2003",1.630
"June 30, 2003",1.978
"March 31, 2003",2.271
"Dec. 31, 2002",2.602
"Sept. 30, 2002",2.126
"June 30, 2002",1.180
"March 31, 2002",0.7578
"Dec. 31, 2001",3.326
"Sept. 30, 2001",1.772
"June 30, 2001",1.702
"March 31, 2001",1.588
"Dec. 31, 2000",3.670
"Sept. 30, 2000",1.436
"June 30, 2000",1.295
"March 31, 2000",1.479
"Dec. 31, 1999",2.077
"Sept. 30, 1999",1.038
"June 30, 1999",2.725
"March 31, 1999",0.9365
"Dec. 31, 1998",2.247
"Sept. 30, 1998",0.8607
"June 30, 1998",1.073
"March 31, 1998",1.360
"Dec. 31, 1997",2.426
"Sept. 30, 1997",1.164
"June 30, 1997",1.283
"March 31, 1997",1.335
"Dec. 31, 1996",2.244
"Sept. 30, 1996",0.9785
"June 30, 1996",1.294
"March 31, 1996",1.480
"Dec. 31, 1995",2.917
"Sept. 30, 1995",1.317
"June 30, 1995",1.629
"March 31, 1995",1.596
"Dec. 31, 1994",2.519
