date,long_term_debt
"Dec. 31, 2019",1.846B
"Sept. 30, 2019",2.398B
"June 30, 2019",2.449B
"March 31, 2019",2.602B
"Dec. 31, 2018",2.771B
"Sept. 30, 2018",3.10B
"June 30, 2018",3.155B
"March 31, 2018",3.227B
"Dec. 31, 2017",3.32B
"Sept. 30, 2017",2.763B
"June 30, 2017",2.788B
"March 31, 2017",2.781B
"Dec. 31, 2016",2.821B
"Sept. 30, 2016",2.323B
"June 30, 2016",2.391B
"March 31, 2016",2.355B
"Dec. 31, 2015",2.541B
"Sept. 30, 2015",2.381B
"June 30, 2015",2.411B
"March 31, 2015",2.416B
"Dec. 31, 2014",2.434B
"Sept. 30, 2014",2.125B
"June 30, 2014",2.153B
"March 31, 2014",2.172B
"Dec. 31, 2013",2.191B
"Sept. 30, 2013",2.616B
"June 30, 2013",2.671B
"March 31, 2013",2.708B
"Dec. 31, 2012",2.883B
"Sept. 30, 2012",2.961B
"June 30, 2012",3.019B
"March 31, 2012",3.048B
"Dec. 31, 2011",3.107B
"Sept. 30, 2011",3.22B
"June 30, 2011",3.242B
"March 31, 2011",2.428B
"Dec. 31, 2010",2.875B
"Sept. 30, 2010",3.35B
"June 30, 2010",3.324B
"March 31, 2010",3.305B
"Dec. 31, 2009",3.325B
"Sept. 30, 2009",3.378B
"June 30, 2009",3.278B
"March 31, 2009",3.447B
"Dec. 31, 2008",3.498B
"Sept. 30, 2008",2.58B
"June 30, 2008",2.59B
"March 31, 2008",2.079B
"Dec. 31, 2007",2.05B
"Sept. 30, 2007",1.555B
"June 30, 2007",1.518B
"March 31, 2007",1.556B
"Dec. 31, 2006",1.567B
"Sept. 30, 2006",1.275B
"June 30, 2006",1.35B
"March 31, 2006",1.368B
"Dec. 31, 2005",1.394B
"Sept. 30, 2005",1.861B
"June 30, 2005",1.863B
"March 31, 2005",1.926B
"Dec. 31, 2004",1.70B
"Sept. 30, 2004",1.606B
"June 30, 2004",1.239B
"March 31, 2004",1.27B
"Dec. 31, 2003",1.332B
"Sept. 30, 2003",1.525B
"June 30, 2003",1.539B
"March 31, 2003",1.547B
"Dec. 31, 2002",1.553B
"Sept. 30, 2002",1.661B
"June 30, 2002",1.661B
"March 31, 2002",1.702B
"Dec. 31, 2001",1.327B
"Sept. 30, 2001",751.62M
"June 30, 2001",752.60M
"March 31, 2001",754.69M
"Dec. 31, 2000",761.00M
"Sept. 30, 2000",762.61M
"June 30, 2000",868.12M
"March 31, 2000",868.02M
"Dec. 31, 1999",872.00M
"Sept. 30, 1999",617.40M
"June 30, 1999",617.20M
"March 31, 1999",619.10M
"Dec. 31, 1998",623.31M
"Sept. 30, 1998",622.00M
"June 30, 1998",622.60M
"March 31, 1998",624.80M
"Dec. 31, 1997",628.11M
"Sept. 30, 1997",632.10M
"June 30, 1997",636.90M
"March 31, 1997",739.20M
"Dec. 31, 1996",650.23M
"Sept. 30, 1996",652.20M
"June 30, 1996",655.70M
"March 31, 1996",657.30M
"Dec. 31, 1995",661.00M
"Sept. 30, 1995",671.10M
"June 30, 1995",674.00M
"March 31, 1995",675.90M
"Dec. 31, 1994",583.10M
"Sept. 30, 1994",584.20M
"June 30, 1994",587.10M
"March 31, 1994",588.60M
"Dec. 31, 1993",639.10M
"Sept. 30, 1993",592.60M
"June 30, 1993",595.00M
"March 31, 1993",596.30M
"Dec. 31, 1992",699.10M
"Sept. 30, 1992",701.60M
"June 30, 1992",608.00M
"March 31, 1992",611.80M
"Dec. 31, 1991",617.00M
"Sept. 30, 1991",519.80M
"June 30, 1991",422.30M
"March 31, 1991",424.00M
"Dec. 31, 1990",327.00M
"Sept. 30, 1990",334.50M
"June 30, 1990",342.00M
"March 31, 1990",350.10M
"Dec. 31, 1989",354.10M
"Sept. 30, 1989",357.10M
"June 30, 1989",364.50M
"March 31, 1989",365.00M
"Dec. 31, 1988",369.50M
"Dec. 31, 1987",251.10M
"Dec. 31, 1986",339.10M
"Dec. 31, 1985",381.30M
"Dec. 31, 1984",153.30M
