date,ebitda_ttm
"Dec. 31, 2019",4.26B
"Sept. 30, 2019",4.433B
"June 30, 2019",4.397B
"March 31, 2019",4.38B
"Dec. 31, 2018",4.458B
"Sept. 30, 2018",4.32B
"June 30, 2018",4.356B
"March 31, 2018",4.579B
"Dec. 31, 2017",4.546B
"Sept. 30, 2017",4.559B
"June 30, 2017",4.364B
"March 31, 2017",4.49B
"Dec. 31, 2016",4.747B
"Sept. 30, 2016",4.833B
"June 30, 2016",5.094B
"March 31, 2016",4.719B
"Dec. 31, 2015",4.587B
"Sept. 30, 2015",4.035B
"June 30, 2015",3.61B
"March 31, 2015",3.363B
"Dec. 31, 2014",2.861B
"Sept. 30, 2014",2.865B
"June 30, 2014",2.748B
"March 31, 2014",2.347B
"Dec. 31, 2013",2.184B
"Sept. 30, 2013",1.979B
"June 30, 2013",1.588B
"March 31, 2013",1.589B
"Dec. 31, 2012",1.656B
"Sept. 30, 2012",1.771B
"June 30, 2012",1.503B
"March 31, 2012",1.401B
"Dec. 31, 2011",1.219B
"Sept. 30, 2011",1.135B
"June 30, 2011",1.654B
"March 31, 2011",1.529B
"Dec. 31, 2010",1.523B
"Sept. 30, 2010",1.492B
"June 30, 2010",1.146B
"March 31, 2010",1.075B
"Dec. 31, 2009",949.00M
"Sept. 30, 2009",671.00M
"June 30, 2009",462.00M
"March 31, 2009",861.00M
"Dec. 31, 2008",990.00M
"Sept. 30, 2008",1.25B
"June 30, 2008",1.719B
"March 31, 2008",1.629B
"Dec. 31, 2007",1.638B
"Sept. 30, 2007",1.585B
"June 30, 2007",1.532B
"March 31, 2007",1.448B
"Dec. 31, 2006",1.451B
"Sept. 30, 2006",4.943B
"June 30, 2006",4.92B
"March 31, 2006",4.763B
"Dec. 31, 2005",4.734B
"Sept. 30, 2005",-3.108B
"June 30, 2005",-3.177B
"March 31, 2005",-3.245B
"Dec. 31, 2004",-4.331B
"Sept. 30, 2004",2.713B
"June 30, 2004",1.707B
"March 31, 2004",684.00M
"Dec. 31, 2003",1.716B
"Sept. 30, 2003",-3.394B
"June 30, 2003",-3.022B
"March 31, 2003",-2.555B
"Dec. 31, 2002",-3.073B
"Sept. 30, 2002",626.36M
"June 30, 2002",629.51M
"March 31, 2002",318.93M
"Dec. 31, 2001",86.81M
"Sept. 30, 2001",1.362B
"June 30, 2001",1.197B
"March 31, 2001",1.301B
"Dec. 31, 2000",1.303B
"Sept. 30, 2000",-3.048B
"June 30, 2000",-2.701B
"March 31, 2000",-2.349B
"Dec. 31, 1999",-1.919B
"Sept. 30, 1999",-1.707B
"June 30, 1999",-1.682B
"March 31, 1999",-1.701B
"Dec. 31, 1998",-1.729B
"Sept. 30, 1998",-1.799B
"June 30, 1998",-1.846B
"March 31, 1998",-1.876B
"Dec. 31, 1997",-1.890B
"Sept. 30, 1997",-1.925B
"June 30, 1997",-1.955B
"March 31, 1997",-1.948B
"Dec. 31, 1996",-1.951B
"Sept. 30, 1996",-776.20M
"June 30, 1996",-716.10M
"March 31, 1996",-715.70M
"Dec. 31, 1995",-701.40M
"Sept. 30, 1995",-708.60M
"June 30, 1995",-686.30M
"March 31, 1995",-655.50M
"Dec. 31, 1994",-336.50M
"Sept. 30, 1994",-4.80M
"June 30, 1994",231.20M
"March 31, 1994",449.10M
"Dec. 31, 1993",411.40M
"Sept. 30, 1993",368.90M
"June 30, 1993",333.60M
"March 31, 1993",301.30M
"Dec. 31, 1992",284.00M
"Sept. 30, 1992",249.80M
"June 30, 1992",221.60M
"March 31, 1992",193.00M
"Dec. 31, 1991",149.30M
"Sept. 30, 1991",120.20M
"June 30, 1991",124.10M
"March 31, 1991",143.90M
"Dec. 31, 1990",161.40M
"Sept. 30, 1990",178.70M
"June 30, 1990",173.20M
"March 31, 1990",158.50M
"Dec. 31, 1989",170.00M
"Sept. 30, 1989",-412.10M
"June 30, 1989",-224.30M
"March 31, 1989",-53.90M
"Dec. 31, 1988",85.90M
"Sept. 30, 1988",67.40M
"June 30, 1988",29.00M
"March 31, 1988",17.40M
"Dec. 31, 1987",17.20M
"Sept. 30, 1987",85.70M
"June 30, 1987",92.60M
"March 31, 1987",81.20M
"Dec. 31, 1986",76.10M
"Sept. 30, 1986",152.40M
"June 30, 1986",144.30M
"March 31, 1986",120.20M
"Dec. 31, 1985",82.60M
"Sept. 30, 1985",171.10M
"June 30, 1985",111.40M
"March 31, 1985",79.20M
"Dec. 31, 1984",68.60M
