date,days_inventory_outstanding
"Dec. 31, 2019",11.22
"Sept. 30, 2019",11.67
"June 30, 2019",10.87
"March 31, 2019",11.02
"Dec. 31, 2018",10.43
"Sept. 30, 2018",10.64
"June 30, 2018",10.04
"March 31, 2018",10.47
"Dec. 31, 2017",10.23
"Sept. 30, 2017",9.857
"June 30, 2017",8.682
"March 31, 2017",8.882
"Dec. 31, 2016",8.750
"Sept. 30, 2016",7.942
"June 30, 2016",8.068
"March 31, 2016",8.285
"Dec. 31, 2015",8.471
"Sept. 30, 2015",8.229
"June 30, 2015",8.307
"March 31, 2015",9.465
"Dec. 31, 2014",10.40
"Sept. 30, 2014",10.97
"June 30, 2014",10.87
"March 31, 2014",12.12
"Dec. 31, 2013",13.06
"Sept. 30, 2013",12.46
"June 30, 2013",11.71
"March 31, 2013",12.37
"Dec. 31, 2012",13.08
"Sept. 30, 2012",12.53
"June 30, 2012",11.00
"March 31, 2012",10.97
"Dec. 31, 2011",5.476
"Sept. 30, 2011",17.65
"June 30, 2011",15.52
"March 31, 2011",17.31
"Dec. 31, 2010",3.786
"Sept. 30, 2010",15.16
"June 30, 2010",15.00
"March 31, 2010",16.70
"Dec. 31, 2009",7.499
"Sept. 30, 2009",23.43
"June 30, 2009",24.53
"March 31, 2009",25.43
"Dec. 31, 2008",24.46
"Sept. 30, 2008",25.85
"June 30, 2008",27.50
"March 31, 2008",32.57
"Dec. 31, 2007",24.94
"Sept. 30, 2007",27.65
"June 30, 2007",27.96
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",9.858
"June 30, 2003",10.16
"March 31, 2003",
"Dec. 31, 2002",9.171
"Sept. 30, 2002",8.306
"June 30, 2002",7.989
"March 31, 2002",8.419
"Dec. 31, 2001",
"Sept. 30, 2001",9.002
"June 30, 2001",8.959
"March 31, 2001",
"Dec. 31, 2000",
"Sept. 30, 2000",9.283
"June 30, 2000",8.564
"March 31, 2000",8.389
"Dec. 31, 1999",8.040
"Sept. 30, 1999",7.881
"June 30, 1999",8.467
"March 31, 1999",8.078
"Dec. 31, 1998",8.099
"Sept. 30, 1998",7.795
"June 30, 1998",7.765
"March 31, 1998",8.419
"Dec. 31, 1997",8.542
"Sept. 30, 1997",8.251
"June 30, 1997",8.588
"March 31, 1997",8.434
"Dec. 31, 1996",8.592
"Sept. 30, 1996",8.520
"June 30, 1996",8.621
"March 31, 1996",8.239
"Dec. 31, 1995",7.698
"Sept. 30, 1995",8.039
"June 30, 1995",8.146
"March 31, 1995",8.37
"Dec. 31, 1994",8.233
"Sept. 30, 1994",7.493
"June 30, 1994",6.995
"March 31, 1994",9.128
"Dec. 31, 1993",7.015
"Sept. 30, 1993",11.29
"June 30, 1993",12.04
"March 31, 1993",13.13
"Dec. 31, 1992",13.90
"Sept. 30, 1992",13.24
"June 30, 1992",12.00
"March 31, 1992",11.97
"Dec. 31, 1991",11.23
"Sept. 30, 1991",10.00
"June 30, 1991",9.390
"March 31, 1991",9.125
"Dec. 31, 1990",7.748
"Sept. 30, 1990",8.680
"June 30, 1990",8.666
"March 31, 1990",8.585
"Dec. 31, 1989",8.052
"Sept. 30, 1989",7.866
"June 30, 1989",7.053
"March 31, 1989",7.772
