date,shareholders_equity
"Dec. 31, 2019",9.832B
"Sept. 30, 2019",9.931B
"June 30, 2019",9.94B
"March 31, 2019",9.791B
"Dec. 31, 2018",9.853B
"Sept. 30, 2018",10.15B
"June 30, 2018",9.997B
"March 31, 2018",9.619B
"Dec. 31, 2017",9.641B
"Sept. 30, 2017",8.80B
"June 30, 2017",8.53B
"March 31, 2017",8.204B
"Dec. 31, 2016",8.441B
"Sept. 30, 2016",8.047B
"June 30, 2016",7.821B
"March 31, 2016",7.496B
"Dec. 31, 2015",7.358B
"Sept. 30, 2015",6.968B
"June 30, 2015",7.158B
"March 31, 2015",6.902B
"Dec. 31, 2014",6.775B
"Sept. 30, 2014",7.429B
"June 30, 2014",7.516B
"March 31, 2014",7.19B
"Dec. 31, 2013",7.336B
"Sept. 30, 2013",7.013B
"June 30, 2013",6.781B
"March 31, 2013",6.961B
"Dec. 31, 2012",6.992B
"Sept. 30, 2012",7.002B
"June 30, 2012",6.84B
"March 31, 2012",7.097B
"Dec. 31, 2011",6.877B
"Sept. 30, 2011",6.485B
"June 30, 2011",7.202B
"March 31, 2011",6.587B
"Dec. 31, 2010",6.237B
"Sept. 30, 2010",5.95B
"June 30, 2010",5.548B
"March 31, 2010",5.537B
"Dec. 31, 2009",5.466B
"Sept. 30, 2009",5.217B
"June 30, 2009",5.146B
"March 31, 2009",4.928B
"Dec. 31, 2008",4.953B
"Sept. 30, 2008",7.064B
"June 30, 2008",8.73B
"March 31, 2008",7.185B
"Dec. 31, 2007",6.941B
"Sept. 30, 2007",6.269B
"June 30, 2007",6.427B
"March 31, 2007",6.554B
"Dec. 31, 2006",6.449B
"Sept. 30, 2006",6.624B
"June 30, 2006",6.953B
"March 31, 2006",6.765B
"Dec. 31, 2005",6.675B
"Sept. 30, 2005",6.755B
"June 30, 2005",6.317B
"March 31, 2005",6.115B
"Dec. 31, 2004",5.524B
"Sept. 30, 2004",5.504B
"June 30, 2004",5.254B
"March 31, 2004",5.025B
"Dec. 31, 2003",5.029B
"Sept. 30, 2003",4.868B
"June 30, 2003",4.737B
"March 31, 2003",4.459B
"Dec. 31, 2002",4.374B
"Sept. 30, 2002",4.323B
"June 30, 2002",4.224B
"March 31, 2002",4.111B
"Dec. 31, 2001",4.014B
"Sept. 30, 2001",3.950B
"June 30, 2001",3.822B
"March 31, 2001",3.642B
"Dec. 31, 2000",3.451B
"Sept. 30, 2000",3.211B
"June 30, 2000",3.010B
"March 31, 2000",2.813B
"Dec. 31, 1999",2.836B
"Sept. 30, 1999",2.801B
"June 30, 1999",2.673B
"March 31, 1999",2.51B
"Dec. 31, 1998",2.398B
"Sept. 30, 1998",2.271B
"June 30, 1998",2.234B
"March 31, 1998",2.096B
"Dec. 31, 1997",2.009B
"Sept. 30, 1997",1.908B
"June 30, 1997",1.797B
"March 31, 1997",1.700B
"Dec. 31, 1996",1.648B
"Sept. 30, 1996",1.615B
"June 30, 1996",1.554B
"March 31, 1996",1.466B
"Dec. 31, 1995",1.427B
"Sept. 30, 1995",1.382B
"June 30, 1995",1.313B
"March 31, 1995",1.252B
"Dec. 31, 1994",1.239B
"Sept. 30, 1994",1.215B
"June 30, 1994",1.156B
"March 31, 1994",1.097B
"Dec. 31, 1993",1.054B
"Sept. 30, 1993",979.10M
"June 30, 1993",934.50M
"March 31, 1993",892.60M
"Dec. 31, 1992",854.30M
"Sept. 30, 1992",826.80M
"June 30, 1992",800.70M
"March 31, 1992",777.50M
"Dec. 31, 1991",628.50M
"Sept. 30, 1991",620.20M
"June 30, 1991",605.10M
"March 31, 1991",595.60M
"Dec. 31, 1990",604.90M
"Sept. 30, 1990",610.40M
"June 30, 1990",591.90M
"March 31, 1990",580.60M
"Dec. 31, 1989",587.30M
"Sept. 30, 1989",597.90M
"June 30, 1989",574.40M
"March 31, 1989",556.20M
"Dec. 31, 1988",567.40M
"Dec. 31, 1987",514.30M
"Dec. 31, 1986",511.90M
"Dec. 31, 1985",466.00M
"Dec. 31, 1984",361.80M
