date,revenues_ttm
"Dec. 31, 2019",22.43B
"Sept. 30, 2019",22.40B
"June 30, 2019",22.34B
"March 31, 2019",22.17B
"Dec. 31, 2018",21.96B
"Sept. 30, 2018",21.52B
"June 30, 2018",21.25B
"March 31, 2018",21.24B
"Dec. 31, 2017",21.15B
"Sept. 30, 2017",20.83B
"June 30, 2017",20.66B
"March 31, 2017",20.32B
"Dec. 31, 2016",20.29B
"Sept. 30, 2016",20.33B
"June 30, 2016",20.50B
"March 31, 2016",20.23B
"Dec. 31, 2015",19.82B
"Sept. 30, 2015",19.47B
"June 30, 2015",18.95B
"March 31, 2015",18.85B
"Dec. 31, 2014",18.60B
"Sept. 30, 2014",18.40B
"June 30, 2014",18.15B
"March 31, 2014",17.78B
"Dec. 31, 2013",17.70B
"Sept. 30, 2013",17.44B
"June 30, 2013",17.21B
"March 31, 2013",17.18B
"Dec. 31, 2012",17.09B
"Sept. 30, 2012",17.02B
"June 30, 2012",17.03B
"March 31, 2012",16.55B
"Dec. 31, 2011",15.66B
"Sept. 30, 2011",14.66B
"June 30, 2011",13.54B
"March 31, 2011",12.58B
"Dec. 31, 2010",12.10B
"Sept. 30, 2010",11.70B
"June 30, 2010",11.18B
"March 31, 2010",10.62B
"Dec. 31, 2009",10.35B
"Sept. 30, 2009",10.37B
"June 30, 2009",10.60B
"March 31, 2009",10.85B
"Dec. 31, 2008",11.02B
"Sept. 30, 2008",10.78B
"June 30, 2008",10.48B
"March 31, 2008",10.19B
"Dec. 31, 2007",9.861B
"Sept. 30, 2007",9.645B
"June 30, 2007",9.399B
"March 31, 2007",9.265B
"Dec. 31, 2006",9.086B
"Sept. 30, 2006",8.798B
"June 30, 2006",8.445B
"March 31, 2006",7.94B
"Dec. 31, 2005",7.584B
"Sept. 30, 2005",7.251B
"June 30, 2005",6.936B
"March 31, 2005",6.708B
"Dec. 31, 2004",6.529B
"Sept. 30, 2004",6.391B
"June 30, 2004",6.27B
"March 31, 2004",6.069B
"Dec. 31, 2003",5.936B
"Sept. 30, 2003",5.82B
"June 30, 2003",5.658B
"March 31, 2003",5.616B
"Dec. 31, 2002",5.522B
"Sept. 30, 2002",5.359B
"June 30, 2002",5.303B
"March 31, 2002",5.384B
"Dec. 31, 2001",5.555B
"Sept. 30, 2001",5.785B
"June 30, 2001",5.929B
"March 31, 2001",5.836B
"Dec. 31, 2000",5.65B
"Sept. 30, 2000",5.387B
"June 30, 2000",5.143B
"March 31, 2000",4.903B
"Dec. 31, 1999",4.736B
"Sept. 30, 1999",4.579B
"June 30, 1999",4.439B
"March 31, 1999",4.297B
"Dec. 31, 1998",4.164B
"Sept. 30, 1998",4.092B
"June 30, 1998",3.994B
"March 31, 1998",3.872B
"Dec. 31, 1997",3.817B
"Sept. 30, 1997",3.673B
"June 30, 1997",3.567B
"March 31, 1997",3.521B
"Dec. 31, 1996",3.406B
"Sept. 30, 1996",3.323B
"June 30, 1996",3.196B
"March 31, 1996",3.024B
"Dec. 31, 1995",2.873B
"Sept. 30, 1995",2.750B
"June 30, 1995",2.671B
"March 31, 1995",2.594B
"Dec. 31, 1994",2.592B
"Sept. 30, 1994",2.734B
"June 30, 1994",2.603B
"March 31, 1994",2.462B
"Dec. 31, 1993",2.297B
"Sept. 30, 1993",1.976B
"June 30, 1993",1.869B
"March 31, 1993",1.765B
"Dec. 31, 1992",1.685B
"Sept. 30, 1992",1.589B
"June 30, 1992",1.497B
"March 31, 1992",1.405B
"Dec. 31, 1991",1.314B
"Sept. 30, 1991",1.264B
"June 30, 1991",1.226B
"March 31, 1991",1.209B
"Dec. 31, 1990",1.187B
"Sept. 30, 1990",1.141B
"June 30, 1990",1.091B
"March 31, 1990",1.046B
"Dec. 31, 1989",1.015B
"Sept. 30, 1989",985.20M
"June 30, 1989",957.90M
"March 31, 1989",911.20M
"Dec. 31, 1988",860.40M
"Sept. 30, 1988",815.30M
"June 30, 1988",776.90M
"March 31, 1988",765.30M
"Dec. 31, 1987",765.10M
"Sept. 30, 1987",765.50M
"June 30, 1987",772.40M
"March 31, 1987",761.00M
"Dec. 31, 1986",755.90M
"Sept. 30, 1986",753.50M
"June 30, 1986",745.40M
"March 31, 1986",721.30M
"Dec. 31, 1985",683.70M
"Sept. 30, 1985",638.50M
"June 30, 1985",578.80M
"March 31, 1985",546.60M
"Dec. 31, 1984",536.00M
