date,net_income_ttm
"Dec. 31, 2019",2.30B
"Sept. 30, 2019",2.441B
"June 30, 2019",2.397B
"March 31, 2019",2.389B
"Dec. 31, 2018",2.465B
"Sept. 30, 2018",3.558B
"June 30, 2018",3.471B
"March 31, 2018",3.481B
"Dec. 31, 2017",3.357B
"Sept. 30, 2017",2.071B
"June 30, 2017",1.931B
"March 31, 2017",2.008B
"Dec. 31, 2016",2.182B
"Sept. 30, 2016",2.257B
"June 30, 2016",2.453B
"March 31, 2016",2.241B
"Dec. 31, 2015",2.181B
"Sept. 30, 2015",1.835B
"June 30, 2015",1.58B
"March 31, 2015",1.437B
"Dec. 31, 2014",1.136B
"Sept. 30, 2014",1.158B
"June 30, 2014",1.088B
"March 31, 2014",847.00M
"Dec. 31, 2013",754.00M
"Sept. 30, 2013",620.00M
"June 30, 2013",377.00M
"March 31, 2013",381.00M
"Dec. 31, 2012",420.00M
"Sept. 30, 2012",494.00M
"June 30, 2012",338.00M
"March 31, 2012",271.00M
"Dec. 31, 2011",178.00M
"Sept. 30, 2011",157.00M
"June 30, 2011",502.00M
"March 31, 2011",453.00M
"Dec. 31, 2010",459.00M
"Sept. 30, 2010",443.00M
"June 30, 2010",222.00M
"March 31, 2010",201.00M
"Dec. 31, 2009",99.00M
"Sept. 30, 2009",-72.00M
"June 30, 2009",-176.00M
"March 31, 2009",54.00M
"Dec. 31, 2008",179.00M
"Sept. 30, 2008",347.00M
"June 30, 2008",629.00M
"March 31, 2008",586.00M
"Dec. 31, 2007",645.00M
"Sept. 30, 2007",590.00M
"June 30, 2007",476.00M
"March 31, 2007",531.00M
"Dec. 31, 2006",499.00M
"Sept. 30, 2006",512.00M
"June 30, 2006",674.00M
"March 31, 2006",485.00M
"Dec. 31, 2005",483.00M
"Sept. 30, 2005",468.00M
"June 30, 2005",377.00M
"March 31, 2005",346.00M
"Dec. 31, 2004",313.00M
"Sept. 30, 2004",254.00M
"June 30, 2004",241.00M
"March 31, 2004",374.00M
"Dec. 31, 2003",372.00M
"Sept. 30, 2003",418.00M
"June 30, 2003",387.00M
"March 31, 2003",243.00M
"Dec. 31, 2002",240.00M
"Sept. 30, 2002",261.50M
"June 30, 2002",337.47M
"March 31, 2002",411.10M
"Dec. 31, 2001",511.15M
"Sept. 30, 2001",625.21M
"June 30, 2001",658.54M
"March 31, 2001",673.53M
"Dec. 31, 2000",626.00M
"Sept. 30, 2000",542.83M
"June 30, 2000",485.53M
"March 31, 2000",452.71M
"Dec. 31, 1999",475.00M
"Sept. 30, 1999",481.03M
"June 30, 1999",483.63M
"March 31, 1999",459.23M
"Dec. 31, 1998",433.43M
"Sept. 30, 1998",413.57M
"June 30, 1998",376.47M
"March 31, 1998",336.87M
"Dec. 31, 1997",317.77M
"Sept. 30, 1997",265.34M
"June 30, 1997",233.74M
"March 31, 1997",225.24M
"Dec. 31, 1996",207.34M
"Sept. 30, 1996",222.50M
"June 30, 1996",229.30M
"March 31, 1996",203.70M
"Dec. 31, 1995",182.50M
"Sept. 30, 1995",159.50M
"June 30, 1995",150.40M
"March 31, 1995",149.20M
"Dec. 31, 1994",179.20M
"Sept. 30, 1994",204.70M
"June 30, 1994",190.00M
"March 31, 1994",173.40M
"Dec. 31, 1993",169.60M
"Sept. 30, 1993",150.90M
"June 30, 1993",133.90M
"March 31, 1993",115.50M
"Dec. 31, 1992",103.50M
"Sept. 30, 1992",85.20M
"June 30, 1992",74.00M
"March 31, 1992",61.10M
"Dec. 31, 1991",26.90M
"Sept. 30, 1991",13.50M
"June 30, 1991",20.80M
"March 31, 1991",33.70M
"Dec. 31, 1990",47.00M
"Sept. 30, 1990",59.80M
"June 30, 1990",61.40M
"March 31, 1990",57.10M
"Dec. 31, 1989",71.60M
"Sept. 30, 1989",79.50M
"June 30, 1989",81.50M
"March 31, 1989",77.40M
"Dec. 31, 1988",58.00M
"Sept. 30, 1988",50.90M
"June 30, 1988",44.70M
"March 31, 1988",30.20M
"Dec. 31, 1987",20.20M
"Sept. 30, 1987",20.20M
"June 30, 1987",21.00M
"March 31, 1987",37.50M
"Dec. 31, 1986",50.00M
"Sept. 30, 1986",47.00M
"June 30, 1986",42.60M
"March 31, 1986",44.70M
"Dec. 31, 1985",47.30M
"Sept. 30, 1985",52.70M
"June 30, 1985",50.10M
"March 31, 1985",44.80M
"Dec. 31, 1984",49.70M
