date,free_cash_flow
"Dec. 31, 2019",563.00M
"Sept. 30, 2019",716.00M
"June 30, 2019",736.00M
"March 31, 2019",945.00M
"Dec. 31, 2018",446.00M
"Sept. 30, 2018",809.00M
"June 30, 2018",1.093B
"March 31, 2018",569.00M
"Dec. 31, 2017",30.00M
"Sept. 30, 2017",342.00M
"June 30, 2017",146.00M
"March 31, 2017",1.162B
"Dec. 31, 2016",-4.00M
"Sept. 30, 2016",359.00M
"June 30, 2016",624.00M
"March 31, 2016",1.167B
"Dec. 31, 2015",-512.00M
"Sept. 30, 2015",573.00M
"June 30, 2015",177.00M
"March 31, 2015",857.00M
"Dec. 31, 2014",-284.00M
"Sept. 30, 2014",-193.00M
"June 30, 2014",839.00M
"March 31, 2014",712.00M
"Dec. 31, 2013",-163.00M
"Sept. 30, 2013",160.00M
"June 30, 2013",584.00M
"March 31, 2013",449.00M
"Dec. 31, 2012",-168.00M
"Sept. 30, 2012",57.00M
"June 30, 2012",-271.00M
"March 31, 2012",1.098B
"Dec. 31, 2011",-49.00M
"Sept. 30, 2011",-493.00M
"June 30, 2011",22.00M
"March 31, 2011",908.00M
"Dec. 31, 2010",174.00M
"Sept. 30, 2010",279.00M
"June 30, 2010",381.00M
"March 31, 2010",234.00M
"Dec. 31, 2009",378.00M
"Sept. 30, 2009",-126.00M
"June 30, 2009",-53.00M
"March 31, 2009",201.00M
"Dec. 31, 2008",-2.703B
"Sept. 30, 2008",-2.454B
"June 30, 2008",2.113B
"March 31, 2008",600.00M
"Dec. 31, 2007",744.00M
"Sept. 30, 2007",-164.00M
"June 30, 2007",642.00M
"March 31, 2007",292.00M
"Dec. 31, 2006",-210.00M
"Sept. 30, 2006",-701.00M
"June 30, 2006",429.00M
"March 31, 2006",489.00M
"Dec. 31, 2005",-173.00M
"Sept. 30, 2005",322.00M
"June 30, 2005",366.00M
"March 31, 2005",457.00M
"Dec. 31, 2004",-458.00M
"Sept. 30, 2004",-137.00M
"June 30, 2004",-80.00M
"March 31, 2004",57.00M
"Dec. 31, 2003",-93.00M
"Sept. 30, 2003",-196.00M
"June 30, 2003",313.00M
"March 31, 2003",74.00M
"Dec. 31, 2002",-117.00M
"Sept. 30, 2002",-99.00M
"June 30, 2002",149.00M
"March 31, 2002",-16.00M
"Dec. 31, 2001",-96.60M
"Sept. 30, 2001",139.31M
"June 30, 2001",277.79M
"March 31, 2001",166.27M
"Dec. 31, 2000",-79.98M
"Sept. 30, 2000",-71.89M
"June 30, 2000",91.76M
"March 31, 2000",223.76M
"Dec. 31, 1999",-46.20M
"Sept. 30, 1999",-224.20M
"June 30, 1999",82.70M
"March 31, 1999",21.60M
"Dec. 31, 1998",-80.26M
"Sept. 30, 1998",-17.30M
"June 30, 1998",57.30M
"March 31, 1998",-20.70M
"Dec. 31, 1997",58.26M
"Sept. 30, 1997",-38.20M
"June 30, 1997",-76.00M
"March 31, 1997",-22.40M
"Dec. 31, 1996",-12.80M
"Sept. 30, 1996",-79.60M
"June 30, 1996",20.90M
"March 31, 1996",9.30M
"Dec. 31, 1995",-48.00M
"Sept. 30, 1995",-164.10M
"June 30, 1995",36.80M
"March 31, 1995",-96.90M
"Dec. 31, 1994",-96.30M
"Sept. 30, 1994",-158.30M
"June 30, 1994",-122.60M
"March 31, 1994",1.30M
"Dec. 31, 1993",13.50M
"Sept. 30, 1993",-135.30M
"June 30, 1993",42.00M
"March 31, 1993",-51.70M
"Dec. 31, 1992",32.50M
"Sept. 30, 1992",-29.20M
"June 30, 1992",-105.30M
"March 31, 1992",-42.70M
"Dec. 31, 1991",-46.70M
"Sept. 30, 1991",-114.00M
"June 30, 1991",-31.00M
"March 31, 1991",-46.20M
"Dec. 31, 1990",-108.50M
"Sept. 30, 1990",-33.80M
"June 30, 1990",-19.10M
"March 31, 1990",-44.40M
"Dec. 31, 1989",-9.00M
"Sept. 30, 1989",-21.20M
"June 30, 1989",-29.40M
"March 31, 1989",-34.30M
