date,springate_score
"June 30, 2019",0.8412
"March 31, 2019",0.8455
"Dec. 31, 2018",0.8972
"Sept. 30, 2018",0.9185
"June 30, 2018",0.9406
"March 31, 2018",0.9958
"Dec. 31, 2017",1.006
"Sept. 30, 2017",0.9707
"June 30, 2017",0.9231
"March 31, 2017",0.9499
"Dec. 31, 2016",1.048
"Sept. 30, 2016",1.066
"June 30, 2016",1.146
"March 31, 2016",1.070
"Dec. 31, 2015",1.094
"Sept. 30, 2015",1.012
"June 30, 2015",0.9159
"March 31, 2015",0.8868
"Dec. 31, 2014",0.7716
"Sept. 30, 2014",0.8116
"June 30, 2014",0.7824
"March 31, 2014",0.6931
"Dec. 31, 2013",0.6877
"Sept. 30, 2013",0.6557
"June 30, 2013",0.5383
"March 31, 2013",0.5486
"Dec. 31, 2012",0.6056
"Sept. 30, 2012",0.657
"June 30, 2012",0.5805
"March 31, 2012",0.589
"Dec. 31, 2011",0.5375
"Sept. 30, 2011",0.4858
"June 30, 2011",0.726
"March 31, 2011",0.7709
"Dec. 31, 2010",0.7958
"Sept. 30, 2010",0.7814
"June 30, 2010",0.6122
"March 31, 2010",0.582
"Dec. 31, 2009",0.5235
"Sept. 30, 2009",0.3327
"June 30, 2009",0.2245
"March 31, 2009",0.3289
"Dec. 31, 2008",0.3559
"Sept. 30, 2008",0.418
"June 30, 2008",0.6114
"March 31, 2008",0.5904
"Dec. 31, 2007",0.6577
"Sept. 30, 2007",0.6164
"June 30, 2007",0.5912
