date,revenues_per_share
"Dec. 31, 2019",10.87
"Sept. 30, 2019",10.56
"June 30, 2019",10.90
"March 31, 2019",9.328
"Dec. 31, 2018",10.20
"Sept. 30, 2018",9.798
"June 30, 2018",9.917
"March 31, 2018",8.408
"Dec. 31, 2017",8.852
"Sept. 30, 2017",8.868
"June 30, 2017",9.473
"March 31, 2017",7.906
"Dec. 31, 2016",7.992
"Sept. 30, 2016",8.222
"June 30, 2016",8.426
"March 31, 2016",7.448
"Dec. 31, 2015",7.575
"Sept. 30, 2015",8.021
"June 30, 2015",7.594
"March 31, 2015",6.472
"Dec. 31, 2014",6.736
"Sept. 30, 2014",6.946
"June 30, 2014",7.179
"March 31, 2014",5.892
"Dec. 31, 2013",6.272
"Sept. 30, 2013",6.392
"June 30, 2013",6.431
"March 31, 2013",5.618
"Dec. 31, 2012",5.624
"Sept. 30, 2012",5.823
"June 30, 2012",6.042
"March 31, 2012",5.170
"Dec. 31, 2011",5.280
"Sept. 30, 2011",5.443
"June 30, 2011",5.255
"March 31, 2011",4.143
"Dec. 31, 2010",4.152
"Sept. 30, 2010",4.273
"June 30, 2010",4.247
"March 31, 2010",3.535
"Dec. 31, 2009",3.660
"Sept. 30, 2009",3.593
"June 30, 2009",3.530
"March 31, 2009",3.185
"Dec. 31, 2008",3.700
"Sept. 30, 2008",3.928
"June 30, 2008",3.893
"March 31, 2008",3.447
"Dec. 31, 2007",3.366
"Sept. 30, 2007",3.442
"June 30, 2007",3.312
"March 31, 2007",2.748
"Dec. 31, 2006",2.877
"Sept. 30, 2006",2.853
"June 30, 2006",2.968
"March 31, 2006",2.415
"Dec. 31, 2005",2.422
"Sept. 30, 2005",2.48
"June 30, 2005",2.424
"March 31, 2005",2.074
"Dec. 31, 2004",1.948
"Sept. 30, 2004",2.062
"June 30, 2004",2.100
"March 31, 2004",1.816
"Dec. 31, 2003",1.943
"Sept. 30, 2003",1.878
"June 30, 2003",1.848
"March 31, 2003",1.672
"Dec. 31, 2002",1.733
"Sept. 30, 2002",1.729
"June 30, 2002",1.820
"March 31, 2002",1.550
"Dec. 31, 2001",1.502
"Sept. 30, 2001",1.655
"June 30, 2001",1.926
"March 31, 2001",1.769
"Dec. 31, 2000",1.857
"Sept. 30, 2000",1.857
"June 30, 2000",1.842
"March 31, 2000",1.574
"Dec. 31, 1999",1.523
"Sept. 30, 1999",1.556
"June 30, 1999",1.470
"March 31, 1999",1.347
"Dec. 31, 1998",1.321
"Sept. 30, 1998",1.436
"June 30, 1998",1.375
"March 31, 1998",1.212
"Dec. 31, 1997",1.269
"Sept. 30, 1997",1.294
"June 30, 1997",1.224
"March 31, 1997",1.22
"Dec. 31, 1996",1.068
"Sept. 30, 1996",1.171
"June 30, 1996",1.174
"March 31, 1996",1.170
"Dec. 31, 1995",1.037
"Sept. 30, 1995",1.017
"June 30, 1995",0.9892
"March 31, 1995",0.8371
"Dec. 31, 1994",0.8733
"Sept. 30, 1994",0.9356
"June 30, 1994",0.9041
"March 31, 1994",0.8891
"Dec. 31, 1993",1.004
"Sept. 30, 1993",0.7577
"June 30, 1993",0.7453
"March 31, 1993",0.5971
"Dec. 31, 1992",0.6612
"Sept. 30, 1992",0.6651
"June 30, 1992",0.5321
"March 31, 1992",0.5752
"Dec. 31, 1991",0.3988
"Sept. 30, 1991",0.6789
"June 30, 1991",0.6126
"March 31, 1991",0.3449
"Dec. 31, 1990",0.4007
"Sept. 30, 1990",0.4127
"June 30, 1990",0.5246
"March 31, 1990",0.511
"Dec. 31, 1989",0.3406
"Sept. 30, 1989",0.3249
"June 30, 1989",0.4119
"March 31, 1989",0.3511
"Dec. 31, 1988",0.2805
"Sept. 30, 1988",0.3595
"June 30, 1988",0.2873
"March 31, 1988",0.2438
"Dec. 31, 1987",0.2541
"Sept. 30, 1987",0.2951
"June 30, 1987",0.2802
"March 31, 1987",0.2435
"Dec. 31, 1986",0.2244
"Sept. 30, 1986",0.2938
"June 30, 1986",0.2268
"March 31, 1986",0.2366
"Dec. 31, 1985",0.2802
"Sept. 30, 1985",0.2375
"June 30, 1985",0.2653
"March 31, 1985",0.256
"Dec. 31, 1984",0.1443
"Sept. 30, 1984",0.1969
"June 30, 1984",0.198
"March 31, 1984",0.187
