date,ca_score
"Dec. 31, 2019",-0.1807
"Sept. 30, 2019",-0.1628
"June 30, 2019",-0.1664
"March 31, 2019",-0.1641
"Dec. 31, 2018",-0.1286
"Sept. 30, 2018",-0.1474
"June 30, 2018",-0.143
"March 31, 2018",-0.1166
"Dec. 31, 2017",-0.1281
"Sept. 30, 2017",-0.1543
"June 30, 2017",-0.1956
"March 31, 2017",-0.1767
"Dec. 31, 2016",-0.0981
"Sept. 30, 2016",-0.0788
"June 30, 2016",0.0018
"March 31, 2016",-0.0782
"Dec. 31, 2015",-0.0715
"Sept. 30, 2015",-0.1721
"June 30, 2015",-0.2392
"March 31, 2015",-0.2622
"Dec. 31, 2014",-0.3095
"Sept. 30, 2014",-0.2867
"June 30, 2014",-0.3157
"March 31, 2014",-0.3962
"Dec. 31, 2013",-0.409
"Sept. 30, 2013",-0.4657
"June 30, 2013",-0.5507
"March 31, 2013",-0.5199
"Dec. 31, 2012",-0.4803
"Sept. 30, 2012",-0.4534
"June 30, 2012",-0.5058
"March 31, 2012",-0.4956
"Dec. 31, 2011",-0.5087
"Sept. 30, 2011",-0.5179
"June 30, 2011",-0.3651
"March 31, 2011",-0.382
"Dec. 31, 2010",-0.3966
"Sept. 30, 2010",-0.4354
"June 30, 2010",-0.5738
"March 31, 2010",-0.6255
"Dec. 31, 2009",-0.696
"Sept. 30, 2009",-0.7893
"June 30, 2009",-0.8608
"March 31, 2009",-0.7321
"Dec. 31, 2008",-0.6508
"Sept. 30, 2008",-0.533
"June 30, 2008",-0.3647
"March 31, 2008",-0.2461
"Dec. 31, 2007",-0.1392
"Sept. 30, 2007",-0.0803
"June 30, 2007",-0.0877
"March 31, 2007",-0.0882
"Dec. 31, 2006",-0.0722
"Sept. 30, 2006",0.9756
"June 30, 2006",0.9584
"March 31, 2006",0.9533
"Dec. 31, 2005",1.040
"Sept. 30, 2005",-1.643
"June 30, 2005",-1.715
"March 31, 2005",-1.786
"Dec. 31, 2004",-2.271
"Sept. 30, 2004",0.7286
"June 30, 2004",0.3522
"March 31, 2004",-0.0922
"Dec. 31, 2003",0.4122
"Sept. 30, 2003",-2.094
"June 30, 2003",-1.970
"March 31, 2003",-1.786
"Dec. 31, 2002",-2.089
"Sept. 30, 2002",-0.223
"June 30, 2002",-0.1838
"March 31, 2002",-0.2882
"Dec. 31, 2001",-0.3425
"Sept. 30, 2001",0.5493
"June 30, 2001",0.4973
"March 31, 2001",0.5813
"Dec. 31, 2000",0.6124
"Sept. 30, 2000",-2.669
"June 30, 2000",-2.488
"March 31, 2000",-2.277
"Dec. 31, 1999",-1.958
"Sept. 30, 1999",-1.828
"June 30, 1999",-1.891
"March 31, 1999",-1.995
"Dec. 31, 1998",-2.108
"Sept. 30, 1998",-2.262
"June 30, 1998",-2.400
"March 31, 1998",-2.543
"Dec. 31, 1997",-2.656
"Sept. 30, 1997",-2.799
"June 30, 1997",-2.929
"March 31, 1997",-3.013
"Dec. 31, 1996",-3.104
"Sept. 30, 1996",-1.627
"June 30, 1996",-1.605
"March 31, 1996",-1.661
"Dec. 31, 1995",-1.678
"Sept. 30, 1995",-1.716
"June 30, 1995",-1.721
"March 31, 1995",-1.704
"Dec. 31, 1994",-1.199
"Sept. 30, 1994",-0.6746
"June 30, 1994",-0.2862
"March 31, 1994",0.0953
"Dec. 31, 1993",-0.0047
"Sept. 30, 1993",-0.1308
"June 30, 1993",-0.2208
"March 31, 1993",-0.2943
"Dec. 31, 1992",-0.3514
"Sept. 30, 1992",-0.4128
"June 30, 1992",-0.4383
"March 31, 1992",-0.4852
"Dec. 31, 1991",-0.5606
"Sept. 30, 1991",-0.5602
"June 30, 1991",-0.4868
"March 31, 1991",-0.3884
"Dec. 31, 1990",-0.2966
"Sept. 30, 1990",-0.2374
"June 30, 1990",-0.2465
"March 31, 1990",-0.2836
"Dec. 31, 1989",-0.2167
"Sept. 30, 1989",-2.081
"June 30, 1989",-1.411
