date,beneish_m_score
"Dec. 31, 2009",-2.950
"Dec. 31, 2008",-2.366
"Dec. 31, 2007",
"Dec. 31, 2006",
"Dec. 31, 2005",
"Dec. 31, 2004",
"Dec. 31, 2003",
"Dec. 31, 2002",
"Dec. 31, 2001",
"Dec. 31, 2000",
"Dec. 31, 1999",-3.083
"Dec. 31, 1998",-2.824
"Dec. 31, 1997",-2.726
"Dec. 31, 1996",-3.825
"Dec. 31, 1995",-3.679
"Dec. 31, 1994",-3.492
"Dec. 31, 1993",-3.513
"Dec. 31, 1992",-3.653
"Dec. 31, 1991",-3.632
"Dec. 31, 1990",-3.666
