date,price_target_upside
"March 19, 2020",61.83%
"March 18, 2020",42.07%
"March 17, 2020",30.56%
"March 16, 2020",36.76%
"March 13, 2020",26.68%
"March 12, 2020",50.36%
"March 11, 2020",27.64%
"March 10, 2020",19.21%
"March 9, 2020",24.51%
"March 6, 2020",20.53%
"March 5, 2020",23.50%
"March 4, 2020",22.46%
"March 3, 2020",27.12%
"March 2, 2020",20.70%
"Feb. 28, 2020",23.28%
"Feb. 27, 2020",22.95%
"Feb. 26, 2020",19.97%
"Feb. 25, 2020",18.14%
"Feb. 24, 2020",9.23%
"Feb. 21, 2020",4.56%
"Feb. 20, 2020",3.80%
"Feb. 19, 2020",3.49%
"Feb. 18, 2020",2.61%
"Feb. 14, 2020",1.96%
"Feb. 13, 2020",0.97%
"Feb. 12, 2020",0.71%
"Feb. 11, 2020",1.67%
"Feb. 10, 2020",2.57%
"Feb. 7, 2020",2.85%
"Feb. 6, 2020",2.04%
"Feb. 5, 2020",3.41%
"Feb. 4, 2020",5.77%
"Feb. 3, 2020",6.65%
"Jan. 31, 2020",7.12%
"Jan. 30, 2020",5.49%
"Jan. 29, 2020",3.52%
"Jan. 28, 2020",2.07%
"Jan. 27, 2020",4.51%
"Jan. 24, 2020",3.68%
"Jan. 23, 2020",4.69%
"Jan. 22, 2020",9.34%
"Jan. 21, 2020",9.21%
"Jan. 17, 2020",6.97%
"Jan. 16, 2020",6.79%
"Jan. 15, 2020",7.31%
"Jan. 14, 2020",8.37%
"Jan. 13, 2020",9.38%
"Jan. 10, 2020",9.67%
"Jan. 9, 2020",8.95%
"Jan. 8, 2020",8.81%
"Jan. 7, 2020",9.45%
"Jan. 6, 2020",9.77%
"Jan. 3, 2020",9.43%
"Jan. 2, 2020",8.74%
"Dec. 31, 2019",10.47%
"Dec. 30, 2019",10.27%
"Dec. 27, 2019",9.78%
"Dec. 26, 2019",8.62%
"Dec. 24, 2019",8.54%
"Dec. 23, 2019",7.93%
"Dec. 20, 2019",9.16%
"Dec. 19, 2019",10.27%
"Dec. 18, 2019",11.25%
"Dec. 17, 2019",10.35%
"Dec. 16, 2019",10.01%
"Dec. 13, 2019",10.41%
"Dec. 12, 2019",9.73%
"Dec. 11, 2019",10.72%
"Dec. 10, 2019",8.89%
"Dec. 9, 2019",7.79%
"Dec. 6, 2019",6.88%
"Dec. 5, 2019",7.67%
"Dec. 4, 2019",7.19%
"Dec. 3, 2019",6.90%
"Dec. 2, 2019",5.41%
"Nov. 29, 2019",3.73%
"Nov. 27, 2019",3.53%
"Nov. 26, 2019",3.82%
"Nov. 25, 2019",3.87%
"Nov. 22, 2019",4.88%
"Nov. 21, 2019",5.94%
"Nov. 20, 2019",5.49%
"Nov. 19, 2019",4.17%
"Nov. 18, 2019",3.76%
"Nov. 15, 2019",3.74%
"Nov. 14, 2019",4.03%
"Nov. 13, 2019",4.10%
"Nov. 12, 2019",3.63%
"Nov. 11, 2019",2.90%
"Nov. 8, 2019",3.04%
"Nov. 7, 2019",2.93%
"Nov. 6, 2019",3.61%
"Nov. 5, 2019",4.18%
"Nov. 4, 2019",5.83%
"Nov. 1, 2019",7.18%
"Oct. 31, 2019",7.55%
"Oct. 30, 2019",5.56%
"Oct. 29, 2019",4.88%
"Oct. 28, 2019",4.09%
"Oct. 25, 2019",6.12%
"Oct. 24, 2019",4.62%
"Oct. 23, 2019",11.71%
"Oct. 22, 2019",12.38%
"Oct. 21, 2019",11.73%
"Oct. 18, 2019",12.68%
"Oct. 17, 2019",12.08%
"Oct. 16, 2019",12.48%
"Oct. 15, 2019",11.46%
"Oct. 14, 2019",11.73%
"Oct. 11, 2019",11.96%
"Oct. 10, 2019",12.48%
"Oct. 9, 2019",12.86%
"Oct. 8, 2019",13.24%
"Oct. 7, 2019",13.22%
"Oct. 4, 2019",13.76%
"Oct. 3, 2019",14.91%
"Oct. 2, 2019",15.40%
"Oct. 1, 2019",11.93%
"Sept. 30, 2019",10.88%
"Sept. 27, 2019",10.21%
"Sept. 26, 2019",9.73%
"Sept. 25, 2019",9.25%
"Sept. 24, 2019",9.43%
"Sept. 23, 2019",9.84%
"Sept. 20, 2019",8.66%
"Sept. 19, 2019",7.50%
"Sept. 18, 2019",5.30%
"Sept. 17, 2019",6.25%
"Sept. 16, 2019",6.09%
"Sept. 13, 2019",5.75%
"Sept. 12, 2019",5.88%
"Sept. 11, 2019",6.40%
"Sept. 10, 2019",9.05%
"Sept. 9, 2019",9.67%
"Sept. 6, 2019",11.64%
"Sept. 5, 2019",10.96%
"Sept. 4, 2019",11.86%
"Sept. 3, 2019",13.42%
"Aug. 30, 2019",11.17%
"Aug. 29, 2019",11.22%
"Aug. 28, 2019",13.70%
"Aug. 27, 2019",15.20%
"Aug. 26, 2019",14.75%
"Aug. 23, 2019",15.04%
"Aug. 22, 2019",13.63%
"Aug. 21, 2019",14.98%
"Aug. 20, 2019",16.29%
"Aug. 19, 2019",14.86%
"Aug. 16, 2019",16.49%
"Aug. 15, 2019",20.42%
"Aug. 14, 2019",19.06%
"Aug. 13, 2019",16.85%
"Aug. 12, 2019",17.44%
"Aug. 9, 2019",16.51%
"Aug. 8, 2019",16.41%
"Aug. 7, 2019",17.72%
"Aug. 6, 2019",18.24%
"Aug. 5, 2019",20.05%
"Aug. 2, 2019",16.12%
"Aug. 1, 2019",16.43%
"July 31, 2019",15.14%
"July 30, 2019",12.91%
"July 29, 2019",12.10%
"July 26, 2019",10.80%
"July 25, 2019",7.02%
"July 24, 2019",7.82%
"July 23, 2019",8.73%
"July 22, 2019",11.70%
"July 19, 2019",13.11%
"July 18, 2019",12.21%
"July 17, 2019",12.51%
"July 16, 2019",10.34%
"July 15, 2019",12.49%
"July 12, 2019",11.96%
"July 11, 2019",13.41%
"July 10, 2019",13.36%
"July 9, 2019",13.63%
"July 8, 2019",12.98%
"July 5, 2019",13.62%
"July 3, 2019",13.60%
"July 2, 2019",14.62%
"July 1, 2019",14.37%
"June 28, 2019",16.08%
"June 27, 2019",16.18%
"June 26, 2019",16.27%
"June 25, 2019",15.58%
"June 24, 2019",15.09%
"June 21, 2019",15.02%
"June 20, 2019",14.42%
"June 19, 2019",14.44%
"June 18, 2019",14.02%
"June 17, 2019",15.18%
"June 14, 2019",13.75%
"June 13, 2019",12.54%
"June 12, 2019",16.02%
"June 11, 2019",16.54%
"June 10, 2019",17.19%
"June 7, 2019",17.03%
"June 6, 2019",17.94%
"June 5, 2019",17.38%
"June 4, 2019",20.42%
"June 3, 2019",23.35%
"May 31, 2019",23.84%
"May 30, 2019",19.35%
"May 29, 2019",18.94%
"May 28, 2019",17.82%
"May 24, 2019",15.24%
"May 23, 2019",15.67%
"May 22, 2019",12.13%
"May 21, 2019",10.45%
"May 20, 2019",13.34%
"May 17, 2019",13.24%
"May 16, 2019",12.49%
"May 15, 2019",13.74%
"May 14, 2019",14.54%
"May 13, 2019",15.90%
"May 10, 2019",12.17%
"May 9, 2019",12.77%
"May 8, 2019",12.88%
"May 7, 2019",13.31%
"May 6, 2019",10.62%
"May 3, 2019",10.33%
"May 2, 2019",10.84%
"May 1, 2019",9.75%
"April 30, 2019",9.09%
"April 29, 2019",10.00%
"April 26, 2019",10.52%
