date,days_payables_outstanding
"Dec. 31, 2019",27.81
"Sept. 30, 2019",26.14
"June 30, 2019",23.71
"March 31, 2019",26.85
"Dec. 31, 2018",24.71
"Sept. 30, 2018",23.46
"June 30, 2018",22.68
"March 31, 2018",25.53
"Dec. 31, 2017",24.70
"Sept. 30, 2017",22.81
"June 30, 2017",22.64
"March 31, 2017",24.58
"Dec. 31, 2016",24.19
"Sept. 30, 2016",22.45
"June 30, 2016",24.77
"March 31, 2016",26.64
"Dec. 31, 2015",28.53
"Sept. 30, 2015",25.81
"June 30, 2015",23.80
"March 31, 2015",29.01
"Dec. 31, 2014",28.83
"Sept. 30, 2014",26.96
"June 30, 2014",26.90
"March 31, 2014",29.47
"Dec. 31, 2013",30.01
"Sept. 30, 2013",29.53
"June 30, 2013",31.06
"March 31, 2013",28.97
"Dec. 31, 2012",27.96
"Sept. 30, 2012",28.26
"June 30, 2012",29.46
"March 31, 2012",29.55
"Dec. 31, 2011",13.74
"Sept. 30, 2011",42.85
"June 30, 2011",41.26
"March 31, 2011",48.37
"Dec. 31, 2010",11.53
"Sept. 30, 2010",49.39
"June 30, 2010",48.94
"March 31, 2010",53.27
"Dec. 31, 2009",25.64
"Sept. 30, 2009",84.83
"June 30, 2009",90.43
"March 31, 2009",97.18
"Dec. 31, 2008",75.34
"Sept. 30, 2008",71.68
"June 30, 2008",79.08
"March 31, 2008",95.32
"Dec. 31, 2007",75.57
"Sept. 30, 2007",102.54
"June 30, 2007",107.59
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",35.39
"June 30, 2003",39.93
"March 31, 2003",
"Dec. 31, 2002",40.37
"Sept. 30, 2002",41.59
"June 30, 2002",44.53
"March 31, 2002",53.43
"Dec. 31, 2001",
"Sept. 30, 2001",41.83
"June 30, 2001",36.85
"March 31, 2001",
"Dec. 31, 2000",
"Sept. 30, 2000",24.77
"June 30, 2000",25.48
"March 31, 2000",30.25
"Dec. 31, 1999",29.08
"Sept. 30, 1999",24.15
"June 30, 1999",24.97
"March 31, 1999",25.09
"Dec. 31, 1998",29.01
"Sept. 30, 1998",29.38
"June 30, 1998",25.77
"March 31, 1998",26.29
"Dec. 31, 1997",26.55
"Sept. 30, 1997",24.67
"June 30, 1997",24.55
"March 31, 1997",29.85
"Dec. 31, 1996",28.90
"Sept. 30, 1996",19.95
"June 30, 1996",20.49
"March 31, 1996",22.15
"Dec. 31, 1995",25.57
"Sept. 30, 1995",29.99
"June 30, 1995",29.50
"March 31, 1995",28.74
"Dec. 31, 1994",28.08
"Sept. 30, 1994",29.59
"June 30, 1994",28.71
"March 31, 1994",31.32
"Dec. 31, 1993",20.77
"Sept. 30, 1993",32.89
"June 30, 1993",33.14
"March 31, 1993",34.02
"Dec. 31, 1992",33.66
"Sept. 30, 1992",31.04
"June 30, 1992",30.63
"March 31, 1992",30.36
"Dec. 31, 1991",26.20
"Sept. 30, 1991",25.79
"June 30, 1991",27.07
"March 31, 1991",27.70
"Dec. 31, 1990",23.43
"Sept. 30, 1990",26.53
"June 30, 1990",34.07
"March 31, 1990",35.44
"Dec. 31, 1989",28.79
"Sept. 30, 1989",28.46
"June 30, 1989",26.39
"March 31, 1989",0.00
