date,eps_est_0q
"March 16, 2020",0.5177
"March 13, 2020",0.5528
"March 11, 2020",0.6058
"March 9, 2020",0.609
"March 6, 2020",0.6182
"March 5, 2020",0.6395
"March 3, 2020",0.6704
"March 2, 2020",0.6723
"Feb. 28, 2020",0.6792
"Feb. 25, 2020",0.6822
"Feb. 21, 2020",0.6748
"Feb. 11, 2020",0.6726
"Feb. 4, 2020",0.6698
"Feb. 3, 2020",0.6655
"Jan. 29, 2020",0.6578
"Jan. 28, 2020",0.6577
"Jan. 27, 2020",0.6576
"Jan. 25, 2020",0.665
"Jan. 24, 2020",0.6667
"Jan. 23, 2020",0.6005
"Jan. 22, 2020",0.6171
"Jan. 21, 2020",0.6174
"Jan. 13, 2020",0.6472
"Jan. 8, 2020",0.6545
"Jan. 6, 2020",0.6672
"Jan. 2, 2020",0.6781
"Dec. 31, 2019",1.085
"Dec. 20, 2019",1.105
"Dec. 19, 2019",1.116
"Dec. 18, 2019",1.128
"Dec. 17, 2019",1.130
"Nov. 22, 2019",1.138
"Nov. 13, 2019",1.138
"Nov. 11, 2019",1.138
"Nov. 6, 2019",1.137
"Nov. 1, 2019",1.134
"Oct. 31, 2019",1.133
"Oct. 28, 2019",1.134
"Oct. 25, 2019",1.128
"Oct. 24, 2019",1.049
"Oct. 14, 2019",1.100
"Oct. 9, 2019",1.099
"Oct. 7, 2019",1.092
"Oct. 3, 2019",1.084
"Oct. 2, 2019",1.084
"Oct. 1, 2019",1.084
"Sept. 30, 2019",1.082
"Sept. 29, 2019",1.080
"Sept. 24, 2019",1.076
"Sept. 23, 2019",1.076
"Sept. 19, 2019",1.071
"Sept. 18, 2019",1.070
"Sept. 13, 2019",1.062
"Sept. 6, 2019",1.066
"Aug. 19, 2019",1.071
"Aug. 16, 2019",1.070
"Aug. 14, 2019",1.070
"Aug. 13, 2019",1.071
"Aug. 2, 2019",1.068
"July 30, 2019",1.066
"July 29, 2019",1.07
"July 26, 2019",1.067
"July 25, 2019",1.058
"July 17, 2019",1.202
"July 16, 2019",1.210
"July 10, 2019",1.205
"July 9, 2019",1.210
"July 8, 2019",1.215
"June 30, 2019",1.349
"June 27, 2019",1.343
"June 24, 2019",1.343
"June 21, 2019",1.342
"June 20, 2019",1.346
"June 19, 2019",1.347
"June 17, 2019",1.347
"May 20, 2019",1.346
"May 6, 2019",1.343
"April 30, 2019",1.343
"April 29, 2019",1.334
"April 26, 2019",1.334
"April 25, 2019",1.332
"April 17, 2019",1.426
"April 16, 2019",1.426
"April 9, 2019",1.436
"April 8, 2019",1.446
"April 5, 2019",1.451
"April 4, 2019",1.456
"April 3, 2019",1.476
"April 1, 2019",1.493
"March 31, 2019",0.6187
"March 29, 2019",0.6382
"March 28, 2019",0.6602
"March 27, 2019",0.7323
"March 24, 2019",0.8124
"March 22, 2019",0.8174
"March 20, 2019",0.8249
"March 18, 2019",0.8259
"March 15, 2019",0.8314
"March 10, 2019",0.8367
"March 8, 2019",0.8382
"March 7, 2019",0.8412
"March 4, 2019",0.8481
"March 1, 2019",0.8511
"Feb. 27, 2019",0.8547
"Feb. 25, 2019",0.8602
"Feb. 22, 2019",0.8657
"Feb. 21, 2019",0.8743
"Feb. 20, 2019",0.8808
"Feb. 13, 2019",0.8913
"Jan. 28, 2019",0.894
"Jan. 25, 2019",0.8708
"Jan. 24, 2019",0.8413
"Jan. 23, 2019",0.8206
"Jan. 15, 2019",0.8236
"Jan. 14, 2019",0.8206
"Jan. 11, 2019",0.8094
"Jan. 10, 2019",0.8206
"Jan. 9, 2019",0.8159
"Jan. 8, 2019",0.8176
"Dec. 31, 2018",1.079
"Dec. 21, 2018",1.074
"Dec. 19, 2018",1.072
"Dec. 17, 2018",1.070
"Dec. 14, 2018",1.071
"Dec. 12, 2018",1.075
