date,enterprise_value
"March 19, 2020",14.56B
"March 18, 2020",16.78B
"March 17, 2020",18.38B
"March 16, 2020",18.00B
"March 13, 2020",19.95B
"March 12, 2020",17.25B
"March 11, 2020",20.57B
"March 10, 2020",22.16B
"March 9, 2020",21.16B
"March 6, 2020",22.25B
"March 5, 2020",22.00B
"March 4, 2020",22.87B
"March 3, 2020",21.98B
"March 2, 2020",22.88B
"Feb. 28, 2020",22.49B
"Feb. 27, 2020",22.71B
"Feb. 26, 2020",23.89B
"Feb. 25, 2020",24.28B
"Feb. 24, 2020",26.58B
"Feb. 21, 2020",27.84B
"Feb. 20, 2020",28.05B
"Feb. 19, 2020",28.14B
"Feb. 18, 2020",28.39B
"Feb. 14, 2020",28.58B
"Feb. 13, 2020",28.88B
"Feb. 12, 2020",28.84B
"Feb. 11, 2020",28.56B
"Feb. 10, 2020",28.30B
"Feb. 7, 2020",28.21B
"Feb. 6, 2020",28.45B
"Feb. 5, 2020",28.05B
"Feb. 4, 2020",27.40B
"Feb. 3, 2020",27.16B
"Jan. 31, 2020",27.03B
"Jan. 30, 2020",27.47B
"Jan. 29, 2020",28.12B
"Jan. 28, 2020",28.49B
"Jan. 27, 2020",27.79B
"Jan. 24, 2020",27.95B
"Jan. 23, 2020",27.35B
"Jan. 22, 2020",26.35B
"Jan. 21, 2020",26.38B
"Jan. 17, 2020",27.15B
"Jan. 16, 2020",27.30B
"Jan. 15, 2020",27.16B
"Jan. 14, 2020",26.88B
"Jan. 13, 2020",26.62B
"Jan. 10, 2020",26.59B
"Jan. 9, 2020",26.78B
"Jan. 8, 2020",26.81B
"Jan. 7, 2020",26.77B
"Jan. 6, 2020",26.69B
"Jan. 3, 2020",26.80B
"Jan. 2, 2020",27.06B
"Dec. 31, 2019",26.61B
"Dec. 30, 2019",27.09B
"Dec. 27, 2019",27.21B
"Dec. 26, 2019",27.51B
"Dec. 24, 2019",27.53B
"Dec. 23, 2019",27.69B
"Dec. 20, 2019",27.37B
"Dec. 19, 2019",27.09B
"Dec. 18, 2019",26.84B
"Dec. 17, 2019",27.14B
"Dec. 16, 2019",27.62B
"Dec. 13, 2019",27.52B
"Dec. 12, 2019",27.70B
"Dec. 11, 2019",27.44B
"Dec. 10, 2019",27.92B
"Dec. 9, 2019",28.21B
"Dec. 6, 2019",28.46B
"Dec. 5, 2019",28.24B
"Dec. 4, 2019",28.37B
"Dec. 3, 2019",28.45B
"Dec. 2, 2019",28.87B
"Nov. 29, 2019",29.35B
"Nov. 27, 2019",29.41B
"Nov. 26, 2019",29.33B
"Nov. 25, 2019",29.31B
"Nov. 22, 2019",29.02B
"Nov. 21, 2019",28.80B
"Nov. 20, 2019",28.93B
"Nov. 19, 2019",29.31B
"Nov. 18, 2019",29.43B
"Nov. 15, 2019",29.43B
"Nov. 14, 2019",29.35B
"Nov. 13, 2019",29.33B
"Nov. 12, 2019",29.46B
"Nov. 11, 2019",29.68B
"Nov. 8, 2019",29.64B
