date,sales_est_0y
"March 19, 2020",21.45B
"March 17, 2020",21.83B
"March 16, 2020",21.83B
"March 13, 2020",22.49B
"March 11, 2020",22.69B
"March 9, 2020",22.72B
"March 6, 2020",22.97B
"March 5, 2020",23.03B
"March 3, 2020",23.26B
"March 2, 2020",23.29B
"Feb. 25, 2020",23.25B
"Feb. 11, 2020",23.29B
"Feb. 4, 2020",23.29B
"Feb. 3, 2020",23.30B
"Jan. 29, 2020",23.31B
"Jan. 28, 2020",23.38B
"Jan. 27, 2020",23.41B
"Jan. 24, 2020",23.43B
"Jan. 23, 2020",23.41B
"Jan. 22, 2020",23.59B
"Jan. 21, 2020",23.59B
"Jan. 17, 2020",23.67B
"Jan. 13, 2020",23.75B
"Jan. 12, 2020",23.75B
"Jan. 10, 2020",23.75B
"Jan. 8, 2020",23.77B
"Jan. 6, 2020",23.80B
"Jan. 2, 2020",23.81B
"Dec. 31, 2019",22.44B
"Dec. 20, 2019",22.44B
"Dec. 19, 2019",22.44B
"Dec. 17, 2019",22.44B
"Nov. 22, 2019",22.44B
"Nov. 13, 2019",22.44B
"Nov. 11, 2019",22.44B
"Oct. 31, 2019",22.44B
"Oct. 28, 2019",22.45B
"Oct. 25, 2019",22.45B
"Oct. 24, 2019",22.42B
"Oct. 9, 2019",22.48B
"Oct. 7, 2019",22.48B
"Oct. 3, 2019",22.48B
"Oct. 2, 2019",22.48B
"Oct. 1, 2019",22.48B
"Sept. 29, 2019",22.49B
"Sept. 24, 2019",22.50B
"Sept. 23, 2019",22.49B
"Sept. 19, 2019",22.50B
"Sept. 18, 2019",22.51B
"Sept. 13, 2019",22.51B
"Sept. 6, 2019",22.52B
"Aug. 19, 2019",22.51B
"Aug. 14, 2019",22.51B
"Aug. 13, 2019",22.52B
"July 30, 2019",22.49B
"July 29, 2019",22.50B
"July 26, 2019",22.51B
"July 25, 2019",22.50B
"July 24, 2019",22.83B
"July 17, 2019",22.85B
"July 16, 2019",22.86B
"July 10, 2019",22.87B
"July 9, 2019",22.90B
"July 8, 2019",22.94B
"June 27, 2019",22.99B
"June 24, 2019",23.01B
"June 21, 2019",23.01B
"June 20, 2019",23.03B
"June 19, 2019",23.07B
"June 17, 2019",23.10B
"May 20, 2019",23.11B
"May 6, 2019",23.11B
"April 30, 2019",23.11B
"April 29, 2019",23.14B
"April 26, 2019",23.16B
"April 25, 2019",23.10B
"April 17, 2019",23.22B
"April 16, 2019",23.22B
"April 12, 2019",23.26B
"April 9, 2019",23.26B
"April 8, 2019",23.26B
"April 5, 2019",23.27B
"April 4, 2019",23.28B
"April 3, 2019",23.29B
"April 1, 2019",23.32B
"March 29, 2019",23.33B
"March 28, 2019",23.35B
"March 27, 2019",23.46B
"March 25, 2019",23.54B
"March 22, 2019",23.54B
"March 20, 2019",23.55B
"March 18, 2019",23.56B
"March 17, 2019",23.58B
"March 10, 2019",23.59B
"March 7, 2019",23.59B
"March 1, 2019",23.60B
"Feb. 27, 2019",23.60B
"Feb. 25, 2019",23.60B
"Feb. 22, 2019",23.61B
"Feb. 21, 2019",23.61B
"Feb. 20, 2019",23.62B
"Feb. 13, 2019",23.63B
"Jan. 29, 2019",23.61B
"Jan. 28, 2019",23.65B
"Jan. 25, 2019",23.61B
"Jan. 24, 2019",23.45B
"Jan. 23, 2019",23.45B
"Jan. 14, 2019",23.47B
"Jan. 11, 2019",23.48B
"Jan. 10, 2019",23.50B
"Jan. 9, 2019",23.52B
"Jan. 8, 2019",23.53B
"Jan. 7, 2019",23.57B
"Dec. 31, 2018",21.94B
"Dec. 14, 2018",21.94B
"Dec. 12, 2018",21.95B
"Dec. 6, 2018",21.95B
"Dec. 4, 2018",21.95B
"Dec. 3, 2018",21.95B
"Nov. 28, 2018",21.94B
"Nov. 27, 2018",21.94B
"Nov. 19, 2018",21.95B
"Nov. 14, 2018",21.95B
"Nov. 12, 2018",21.95B
"Nov. 2, 2018",21.95B
"Oct. 30, 2018",21.95B
"Oct. 26, 2018",21.96B
"Oct. 25, 2018",21.95B
"Oct. 16, 2018",21.98B
"Oct. 10, 2018",21.99B
"Oct. 8, 2018",21.98B
"Oct. 5, 2018",21.98B
"Oct. 4, 2018",21.98B
"Oct. 1, 2018",21.98B
"Sept. 27, 2018",21.98B
"Sept. 26, 2018",21.99B
"Sept. 17, 2018",22.02B
"Sept. 12, 2018",22.01B
"Sept. 7, 2018",22.01B
"Sept. 6, 2018",22.00B
"Sept. 4, 2018",22.00B
"Aug. 22, 2018",21.99B
"Aug. 7, 2018",21.99B
"Aug. 1, 2018",21.98B
"July 31, 2018",21.98B
"July 30, 2018",22.00B
"July 27, 2018",22.00B
"July 26, 2018",22.00B
"July 25, 2018",22.04B
"July 13, 2018",22.06B
"July 11, 2018",22.06B
"July 6, 2018",22.05B
"July 3, 2018",22.05B
"June 28, 2018",22.05B
"June 27, 2018",22.05B
"June 20, 2018",22.05B
"June 15, 2018",22.07B
"June 13, 2018",22.08B
"June 8, 2018",22.08B
"June 7, 2018",22.12B
"June 5, 2018",22.14B
"June 4, 2018",22.17B
"May 21, 2018",22.24B
"May 14, 2018",22.24B
"May 11, 2018",22.25B
"May 9, 2018",22.25B
"May 8, 2018",22.24B
"May 3, 2018",22.24B
"May 2, 2018",22.26B
"April 30, 2018",22.25B
"April 28, 2018",22.26B
"April 27, 2018",22.27B
"April 26, 2018",22.32B
"April 24, 2018",22.34B
"April 16, 2018",22.34B
"April 11, 2018",22.34B
"April 10, 2018",22.35B
"April 6, 2018",22.37B
"April 3, 2018",22.38B
"March 29, 2018",22.37B
"March 28, 2018",22.39B
"March 26, 2018",22.39B
"March 23, 2018",22.42B
"March 22, 2018",22.45B
"March 21, 2018",22.50B
"March 19, 2018",22.54B
"March 12, 2018",22.55B
"March 9, 2018",22.55B
"Feb. 23, 2018",22.54B
"Feb. 20, 2018",22.55B
"Feb. 16, 2018",22.55B
"Feb. 15, 2018",22.55B
"Feb. 14, 2018",22.53B
"Jan. 31, 2018",22.57B
"Jan. 30, 2018",22.56B
"Jan. 26, 2018",22.56B
"Jan. 25, 2018",22.48B
"Jan. 22, 2018",22.49B
"Jan. 11, 2018",22.48B
"Jan. 10, 2018",22.48B
"Jan. 9, 2018",22.49B
"Jan. 8, 2018",22.47B
"Jan. 4, 2018",22.47B
"Jan. 3, 2018",22.47B
"Jan. 2, 2018",22.47B
