Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
03/03/2020,03/04/2020,03/25/2020,01/29/2020,Normal,0.18
12/10/2019,12/11/2019,01/08/2020,11/20/2019,Normal,0.18
08/20/2019,08/21/2019,09/11/2019,07/31/2019,Normal,0.18
06/04/2019,06/05/2019,06/26/2019,05/14/2019,Normal,0.18
03/05/2019,03/06/2019,03/27/2019,01/30/2019,Normal,0.16
12/04/2018,12/05/2018,01/02/2019,11/14/2018,Normal,0.16
08/21/2018,08/22/2018,09/12/2018,08/03/2018,Normal,0.16
06/05/2018,06/06/2018,06/27/2018,05/17/2018,Normal,0.16
03/06/2018,03/07/2018,03/28/2018,02/01/2018,Normal,0.125
12/06/2017,12/07/2017,01/04/2018,11/16/2017,Normal,0.125
08/22/2017,08/24/2017,09/14/2017,08/01/2017,Normal,0.125
06/05/2017,06/07/2017,06/28/2017,05/17/2017,Normal,0.10
03/07/2017,03/09/2017,03/30/2017,02/02/2017,Normal,0.10
12/06/2016,12/08/2016,01/05/2017,11/17/2016,Normal,0.10
08/16/2016,08/18/2016,09/08/2016,07/28/2016,Normal,0.10
06/06/2016,06/08/2016,06/29/2016,05/18/2016,Normal,0.10
03/01/2016,03/03/2016,03/24/2016,01/28/2016,Normal,0.075
12/08/2015,12/10/2015,01/07/2016,11/20/2015,Normal,0.075
08/18/2015,08/20/2015,09/10/2015,07/30/2015,Normal,0.075
06/01/2015,06/03/2015,06/24/2015,05/13/2015,Normal,0.075
03/03/2015,03/05/2015,03/26/2015,01/29/2015,Normal,0.06
12/09/2014,12/11/2014,01/02/2015,11/20/2014,Normal,0.06
08/19/2014,08/21/2014,09/12/2014,07/30/2014,Normal,0.06
06/02/2014,06/04/2014,06/25/2014,05/14/2014,Normal,0.06
03/04/2014,03/06/2014,03/27/2014,01/30/2014,Normal,0.04
12/10/2013,12/12/2013,01/02/2014,12/11/2013,Normal,0.04
08/06/2013,08/08/2013,08/29/2013,07/17/2013,Normal,0.04
06/03/2013,06/05/2013,06/26/2013,05/15/2013,Normal,0.04
03/05/2013,03/07/2013,03/28/2013,01/31/2013,Normal,0.01
12/04/2012,12/06/2012,01/03/2013,11/15/2012,Normal,0.01
08/14/2012,08/16/2012,09/06/2012,07/27/2012,Normal,0.01
06/04/2012,06/06/2012,06/20/2012,05/17/2012,Normal,0.01
02/28/2012,03/01/2012,03/22/2012,01/27/2012,Normal,0.0045
12/06/2011,12/08/2011,01/05/2012,11/18/2011,Normal,0.0045
08/23/2011,08/25/2011,09/15/2011,07/29/2011,Normal,0.0045
06/06/2011,06/08/2011,06/22/2011,05/19/2011,Normal,0.0045
03/01/2011,03/03/2011,03/24/2011,01/28/2011,Normal,0.0045
12/07/2010,12/09/2010,01/06/2011,11/19/2010,Normal,0.0045
08/24/2010,08/26/2010,09/16/2010,07/16/2010,Normal,0.0045
06/07/2010,06/09/2010,06/23/2010,05/20/2010,Normal,0.0045
03/02/2010,03/04/2010,03/25/2010,01/29/2010,Normal,0.0045
12/08/2009,12/10/2009,01/07/2010,11/20/2009,Normal,0.0045
09/01/2009,09/03/2009,09/24/2009,07/24/2009,Normal,0.0045
06/08/2009,06/10/2009,06/24/2009,05/21/2009,Normal,0.0045
02/24/2009,02/26/2009,03/19/2009,01/16/2009,Normal,0.0045
12/09/2008,12/11/2008,01/08/2009,11/21/2008,Normal,0.0045
08/26/2008,08/28/2008,09/18/2008,07/18/2008,Normal,0.0045
06/10/2008,06/12/2008,06/26/2008,05/21/2008,Normal,0.0045
02/26/2008,02/28/2008,03/20/2008,01/17/2008,Normal,0.0045
12/04/2007,12/06/2007,01/03/2008,11/15/2007,Normal,0.0045
08/28/2007,08/30/2007,09/20/2007,07/19/2007,Normal,0.0045
06/05/2007,06/07/2007,06/28/2007,05/16/2007,Normal,0.0045
02/27/2007,03/01/2007,03/22/2007,01/18/2007,Normal,0.0045
12/05/2006,12/07/2006,01/04/2007,11/16/2006,Normal,0.0045
08/29/2006,08/31/2006,09/21/2006,07/20/2006,Normal,0.0045
06/06/2006,06/08/2006,06/29/2006,05/17/2006,Normal,0.0045
02/28/2006,03/02/2006,03/23/2006,01/19/2006,Normal,0.0045
12/06/2005,12/08/2005,01/05/2006,11/18/2005,Normal,0.0045
08/30/2005,09/01/2005,09/22/2005,07/25/2005,Normal,0.0045
06/07/2005,06/09/2005,06/30/2005,05/20/2005,Normal,0.0045
03/01/2005,03/03/2005,03/24/2005,01/20/2005,Normal,0.0045
12/07/2004,12/09/2004,01/06/2005,11/18/2004,Normal,0.0045
08/31/2004,09/02/2004,09/23/2004,07/15/2004,Normal,0.0045
