date,assets
"Dec. 31, 2019",25.90B
"Sept. 30, 2019",26.47B
"June 30, 2019",26.37B
"March 31, 2019",26.46B
"Dec. 31, 2018",26.24B
"Sept. 30, 2018",26.88B
"June 30, 2018",26.46B
"March 31, 2018",25.50B
"Dec. 31, 2017",25.11B
"Sept. 30, 2017",24.25B
"June 30, 2017",23.92B
"March 31, 2017",23.76B
"Dec. 31, 2016",23.29B
"Sept. 30, 2016",23.04B
"June 30, 2016",22.45B
"March 31, 2016",22.24B
"Dec. 31, 2015",21.31B
"Sept. 30, 2015",21.16B
"June 30, 2015",21.08B
"March 31, 2015",21.16B
"Dec. 31, 2014",19.72B
"Sept. 30, 2014",20.54B
"June 30, 2014",20.89B
"March 31, 2014",19.98B
"Dec. 31, 2013",19.34B
"Sept. 30, 2013",19.36B
"June 30, 2013",19.38B
"March 31, 2013",19.20B
"Dec. 31, 2012",18.60B
"Sept. 30, 2012",18.81B
"June 30, 2012",18.52B
"March 31, 2012",18.83B
"Dec. 31, 2011",18.07B
"Sept. 30, 2011",17.88B
"June 30, 2011",18.94B
"March 31, 2011",16.41B
"Dec. 31, 2010",15.46B
"Sept. 30, 2010",15.14B
"June 30, 2010",14.99B
"March 31, 2010",14.53B
"Dec. 31, 2009",14.27B
"Sept. 30, 2009",14.10B
"June 30, 2009",14.03B
"March 31, 2009",14.18B
"Dec. 31, 2008",14.07B
"Sept. 30, 2008",18.18B
"June 30, 2008",23.26B
"March 31, 2008",18.03B
"Dec. 31, 2007",16.77B
"Sept. 30, 2007",14.52B
"June 30, 2007",14.85B
"March 31, 2007",14.24B
"Dec. 31, 2006",13.46B
"Sept. 30, 2006",14.09B
"June 30, 2006",15.34B
"March 31, 2006",14.72B
"Dec. 31, 2005",14.00B
"Sept. 30, 2005",14.75B
"June 30, 2005",13.78B
"March 31, 2005",13.25B
"Dec. 31, 2004",11.34B
"Sept. 30, 2004",11.73B
"June 30, 2004",10.81B
"March 31, 2004",10.27B
"Dec. 31, 2003",9.693B
"Sept. 30, 2003",9.699B
"June 30, 2003",9.638B
"March 31, 2003",9.104B
"Dec. 31, 2002",8.954B
"Sept. 30, 2002",8.954B
"June 30, 2002",9.048B
"March 31, 2002",8.969B
"Dec. 31, 2001",8.997B
"Sept. 30, 2001",7.995B
"June 30, 2001",7.469B
"March 31, 2001",7.066B
"Dec. 31, 2000",6.67B
"Sept. 30, 2000",6.448B
"June 30, 2000",6.259B
"March 31, 2000",5.940B
"Dec. 31, 1999",5.654B
"Sept. 30, 1999",5.318B
"June 30, 1999",5.282B
"March 31, 1999",4.969B
"Dec. 31, 1998",4.716B
"Sept. 30, 1998",4.586B
"June 30, 1998",4.569B
"March 31, 1998",4.339B
"Dec. 31, 1997",4.246B
"Sept. 30, 1997",4.142B
"June 30, 1997",4.036B
"March 31, 1997",3.857B
"Dec. 31, 1996",3.723B
"Sept. 30, 1996",3.620B
"June 30, 1996",3.572B
"March 31, 1996",3.369B
"Dec. 31, 1995",3.256B
"Sept. 30, 1995",3.248B
"June 30, 1995",3.192B
"March 31, 1995",3.008B
"Dec. 31, 1994",2.823B
"Sept. 30, 1994",2.824B
"June 30, 1994",2.714B
"March 31, 1994",2.629B
"Dec. 31, 1993",2.576B
"Sept. 30, 1993",2.389B
"June 30, 1993",2.348B
"March 31, 1993",2.272B
"Dec. 31, 1992",2.293B
"Sept. 30, 1992",2.222B
"June 30, 1992",2.100B
"March 31, 1992",2.040B
"Dec. 31, 1991",1.837B
"Sept. 30, 1991",1.736B
"June 30, 1991",1.595B
"March 31, 1991",1.552B
"Dec. 31, 1990",1.471B
"Sept. 30, 1990",1.488B
"June 30, 1990",1.447B
"March 31, 1990",1.418B
"Dec. 31, 1989",1.415B
"Sept. 30, 1989",1.419B
"June 30, 1989",1.372B
"March 31, 1989",1.336B
"Dec. 31, 1988",1.308B
"Dec. 31, 1987",1.043B
"Dec. 31, 1986",1.078B
"Dec. 31, 1985",1.022B
"Dec. 31, 1984",646.20M
