date,asset_utilization
"Dec. 31, 2019",0.8531
"Sept. 30, 2019",0.8458
"June 30, 2019",0.8434
"March 31, 2019",0.8426
"Dec. 31, 2018",0.8435
"Sept. 30, 2018",0.8392
"June 30, 2018",0.8482
"March 31, 2018",0.8664
"Dec. 31, 2017",0.8787
"Sept. 30, 2017",0.8805
"June 30, 2017",0.8871
"March 31, 2017",0.885
"Dec. 31, 2016",0.903
"Sept. 30, 2016",0.9222
"June 30, 2016",0.9473
"March 31, 2016",0.9459
"Dec. 31, 2015",0.9489
"Sept. 30, 2015",0.9392
"June 30, 2015",0.9166
"March 31, 2015",0.9215
"Dec. 31, 2014",0.9259
"Sept. 30, 2014",0.9192
"June 30, 2014",0.9171
"March 31, 2014",0.9141
"Dec. 31, 2013",0.923
"Sept. 30, 2013",0.9148
"June 30, 2013",0.9105
"March 31, 2013",0.9144
"Dec. 31, 2012",0.9206
"Sept. 30, 2012",0.9241
"June 30, 2012",0.9229
"March 31, 2012",0.9178
"Dec. 31, 2011",0.9022
"Sept. 30, 2011",0.8744
"June 30, 2011",0.8366
"March 31, 2011",0.8216
"Dec. 31, 2010",0.8135
"Sept. 30, 2010",0.8012
"June 30, 2010",0.777
"March 31, 2010",0.7471
"Dec. 31, 2009",0.7326
"Sept. 30, 2009",0.6957
"June 30, 2009",0.633
"March 31, 2009",0.6185
"Dec. 31, 2008",0.6104
"Sept. 30, 2008",0.594
"June 30, 2008",0.5992
"March 31, 2008",0.6499
"Dec. 31, 2007",0.6677
"Sept. 30, 2007",0.6777
"June 30, 2007",0.6529
"March 31, 2007",0.6447
"Dec. 31, 2006",0.6343
"Sept. 30, 2006",0.6034
"June 30, 2006",0.5817
"March 31, 2006",0.5631
"Dec. 31, 2005",0.565
"Sept. 30, 2005",0.5591
"June 30, 2005",0.5693
"March 31, 2005",0.5843
"Dec. 31, 2004",0.6063
"Sept. 30, 2004",0.6121
"June 30, 2004",0.6256
"March 31, 2004",0.6269
"Dec. 31, 2003",0.6303
"Sept. 30, 2003",0.6278
"June 30, 2003",0.6191
"March 31, 2003",0.6236
"Dec. 31, 2002",0.6146
"Sept. 30, 2002",0.6094
"June 30, 2002",0.6242
"March 31, 2002",0.6647
"Dec. 31, 2001",0.7272
"Sept. 30, 2001",0.8115
"June 30, 2001",0.8742
"March 31, 2001",0.9011
"Dec. 31, 2000",0.9121
"Sept. 30, 2000",0.9094
"June 30, 2000",0.9038
"March 31, 2000",0.9025
"Dec. 31, 1999",0.9129
"Sept. 30, 1999",0.9205
"June 30, 1999",0.92
"March 31, 1999",0.9269
"Dec. 31, 1998",0.9271
"Sept. 30, 1998",0.935
"June 30, 1998",0.9362
"March 31, 1998",0.9389
"Dec. 31, 1997",0.9539
"Sept. 30, 1997",0.9477
"June 30, 1997",0.9484
"March 31, 1997",0.9704
"Dec. 31, 1996",0.971
"Sept. 30, 1996",0.9736
"June 30, 1996",0.9606
"March 31, 1996",0.9407
"Dec. 31, 1995",0.9251
"Sept. 30, 1995",0.911
"June 30, 1995",0.9171
"March 31, 1995",0.9264
"Dec. 31, 1994",0.9553
"Sept. 30, 1994",1.041
"June 30, 1994",1.028
"March 31, 1994",1.008
"Dec. 31, 1993",0.9668
"Sept. 30, 1993",0.8573
"June 30, 1993",0.8317
"March 31, 1993",0.8077
"Dec. 31, 1992",0.8031
"Sept. 30, 1992",0.7997
"June 30, 1992",0.8041
"March 31, 1992",0.8019
"Dec. 31, 1991",0.8019
"Sept. 30, 1991",0.8062
"June 30, 1991",0.8114
"March 31, 1991",0.8196
"Dec. 31, 1990",0.8198
"Sept. 30, 1990",0.7938
"June 30, 1990",0.7714
"March 31, 1990",0.7516
"Dec. 31, 1989",0.7408
"Sept. 30, 1989",0.725
"June 30, 1989",0.7154
