date,forward_pe_ratio
"March 19, 2020",8.952
"March 18, 2020",10.20
"March 17, 2020",11.10
"March 16, 2020",10.88
"March 13, 2020",11.97
"March 12, 2020",10.46
"March 11, 2020",12.32
"March 10, 2020",13.22
"March 9, 2020",12.65
"March 6, 2020",13.26
"March 5, 2020",13.13
"March 4, 2020",13.61
"March 3, 2020",13.11
"March 2, 2020",13.62
"Feb. 28, 2020",13.40
"Feb. 27, 2020",13.53
"Feb. 26, 2020",14.18
"Feb. 25, 2020",14.40
"Feb. 24, 2020",15.70
"Feb. 21, 2020",16.40
"Feb. 20, 2020",16.52
"Feb. 19, 2020",16.57
"Feb. 18, 2020",16.71
"Feb. 14, 2020",16.82
"Feb. 13, 2020",16.98
"Feb. 12, 2020",16.96
"Feb. 11, 2020",16.80
"Feb. 10, 2020",16.66
"Feb. 7, 2020",16.61
"Feb. 6, 2020",16.74
"Feb. 5, 2020",16.52
"Feb. 4, 2020",16.15
"Feb. 3, 2020",16.02
"Jan. 31, 2020",15.95
"Jan. 30, 2020",16.19
"Jan. 29, 2020",16.50
"Jan. 28, 2020",16.71
"Jan. 27, 2020",16.32
"Jan. 24, 2020",16.40
"Jan. 23, 2020",16.07
"Jan. 22, 2020",15.51
"Jan. 21, 2020",15.53
"Jan. 17, 2020",15.96
"Jan. 16, 2020",16.04
"Jan. 15, 2020",15.96
"Jan. 14, 2020",15.81
"Jan. 13, 2020",15.66
"Jan. 10, 2020",15.65
"Jan. 9, 2020",15.75
"Jan. 8, 2020",15.77
"Jan. 7, 2020",15.75
"Jan. 6, 2020",15.70
"Jan. 3, 2020",15.77
"Jan. 2, 2020",15.91
"Dec. 31, 2019",15.66
"Dec. 30, 2019",12.37
"Dec. 27, 2019",12.43
"Dec. 26, 2019",12.56
"Dec. 24, 2019",12.57
"Dec. 23, 2019",12.64
"Dec. 20, 2019",12.50
"Dec. 19, 2019",12.37
"Dec. 18, 2019",12.26
"Dec. 17, 2019",12.40
"Dec. 16, 2019",12.43
"Dec. 13, 2019",12.39
"Dec. 12, 2019",12.47
"Dec. 11, 2019",12.35
"Dec. 10, 2019",12.56
"Dec. 9, 2019",12.69
"Dec. 6, 2019",12.80
"Dec. 5, 2019",12.70
"Dec. 4, 2019",12.76
"Dec. 3, 2019",12.80
"Dec. 2, 2019",12.98
"Nov. 29, 2019",13.19
"Nov. 27, 2019",13.21
"Nov. 26, 2019",13.18
"Nov. 25, 2019",13.17
"Nov. 22, 2019",13.04
"Nov. 21, 2019",12.95
"Nov. 20, 2019",13.00
"Nov. 19, 2019",13.17
"Nov. 18, 2019",13.22
"Nov. 15, 2019",13.22
