date,pe_10
"March 19, 2020",12.98
"March 18, 2020",14.79
"March 17, 2020",16.09
"March 16, 2020",15.78
"March 13, 2020",17.37
"March 12, 2020",15.17
"March 11, 2020",17.88
"March 10, 2020",19.17
"March 9, 2020",18.35
"March 6, 2020",19.24
"March 5, 2020",19.04
"March 4, 2020",19.74
"March 3, 2020",19.02
"March 2, 2020",19.75
"Feb. 28, 2020",19.43
"Feb. 27, 2020",19.62
"Feb. 26, 2020",20.57
"Feb. 25, 2020",20.89
"Feb. 24, 2020",22.76
"Feb. 21, 2020",23.78
"Feb. 20, 2020",23.95
"Feb. 19, 2020",24.03
"Feb. 18, 2020",24.23
"Feb. 14, 2020",24.39
"Feb. 13, 2020",24.63
"Feb. 12, 2020",24.60
"Feb. 11, 2020",24.37
"Feb. 10, 2020",24.16
"Feb. 7, 2020",24.09
"Feb. 6, 2020",24.28
"Feb. 5, 2020",23.96
"Feb. 4, 2020",23.42
"Feb. 3, 2020",23.23
"Jan. 31, 2020",23.13
"Jan. 30, 2020",23.49
"Jan. 29, 2020",23.93
"Jan. 28, 2020",24.23
"Jan. 27, 2020",23.66
"Jan. 24, 2020",23.79
"Jan. 23, 2020",23.31
"Jan. 22, 2020",22.50
"Jan. 21, 2020",22.52
"Jan. 17, 2020",23.14
"Jan. 16, 2020",23.26
"Jan. 15, 2020",23.15
"Jan. 14, 2020",22.92
"Jan. 13, 2020",22.71
"Jan. 10, 2020",22.69
"Jan. 9, 2020",22.84
"Jan. 8, 2020",22.87
"Jan. 7, 2020",22.84
"Jan. 6, 2020",22.77
"Jan. 3, 2020",22.86
"Jan. 2, 2020",23.07
"Dec. 31, 2019",22.71
"Dec. 30, 2019",23.79
"Dec. 27, 2019",23.90
"Dec. 26, 2019",24.15
"Dec. 24, 2019",24.17
"Dec. 23, 2019",24.30
"Dec. 20, 2019",24.03
"Dec. 19, 2019",23.79
"Dec. 18, 2019",23.58
"Dec. 17, 2019",23.83
"Dec. 16, 2019",23.91
"Dec. 13, 2019",23.82
"Dec. 12, 2019",23.97
"Dec. 11, 2019",23.75
"Dec. 10, 2019",24.15
"Dec. 9, 2019",24.40
"Dec. 6, 2019",24.61
"Dec. 5, 2019",24.43
"Dec. 4, 2019",24.54
"Dec. 3, 2019",24.60
"Dec. 2, 2019",24.95
"Nov. 29, 2019",25.36
"Nov. 27, 2019",25.40
"Nov. 26, 2019",25.33
"Nov. 25, 2019",25.32
"Nov. 22, 2019",25.08
"Nov. 21, 2019",24.89
"Nov. 20, 2019",25.00
"Nov. 19, 2019",25.32
"Nov. 18, 2019",25.42
"Nov. 15, 2019",25.42
"Nov. 14, 2019",25.35
"Nov. 13, 2019",25.33
"Nov. 12, 2019",25.45
"Nov. 11, 2019",25.63
"Nov. 8, 2019",25.59
"Nov. 7, 2019",25.62
"Nov. 6, 2019",25.45
"Nov. 5, 2019",25.46
"Nov. 4, 2019",25.07
"Nov. 1, 2019",24.75
"Oct. 31, 2019",24.69
"Oct. 30, 2019",25.09
"Oct. 29, 2019",25.17
"Oct. 28, 2019",25.36
"Oct. 25, 2019",24.96
"Oct. 24, 2019",24.76
"Oct. 23, 2019",23.42
"Oct. 22, 2019",23.28
"Oct. 21, 2019",23.42
"Oct. 18, 2019",23.53
"Oct. 17, 2019",23.69
"Oct. 16, 2019",23.61
"Oct. 15, 2019",23.82
"Oct. 14, 2019",23.77
"Oct. 11, 2019",23.72
"Oct. 10, 2019",23.61
"Oct. 9, 2019",23.53
"Oct. 8, 2019",23.33
"Oct. 7, 2019",23.33
"Oct. 4, 2019",23.22
"Oct. 3, 2019",22.99
"Oct. 2, 2019",22.89
"Oct. 1, 2019",23.48
"Sept. 30, 2019",23.76
"Sept. 27, 2019",25.17
"Sept. 26, 2019",25.28
"Sept. 25, 2019",25.39
"Sept. 24, 2019",25.35
"Sept. 23, 2019",25.23
"Sept. 20, 2019",25.24
"Sept. 19, 2019",25.51
"Sept. 18, 2019",26.04
"Sept. 17, 2019",25.81
"Sept. 16, 2019",25.85
"Sept. 13, 2019",25.84
"Sept. 12, 2019",25.47
"Sept. 11, 2019",25.34
"Sept. 10, 2019",24.72
"Sept. 9, 2019",24.59
"Sept. 6, 2019",24.15
"Sept. 5, 2019",24.33
"Sept. 4, 2019",24.13
"Sept. 3, 2019",23.80
"Aug. 30, 2019",24.23
"Aug. 29, 2019",24.22
"Aug. 28, 2019",23.70
"Aug. 27, 2019",23.39
"Aug. 26, 2019",23.48
"Aug. 23, 2019",23.42
"Aug. 22, 2019",23.71
"Aug. 21, 2019",23.43
"Aug. 20, 2019",23.17
"Aug. 19, 2019",23.46
"Aug. 16, 2019",23.06
"Aug. 15, 2019",22.33
"Aug. 14, 2019",22.58
"Aug. 13, 2019",23.12
"Aug. 12, 2019",23.18
"Aug. 9, 2019",23.37
"Aug. 8, 2019",23.39
"Aug. 7, 2019",23.13
"Aug. 6, 2019",23.02
"Aug. 5, 2019",22.68
"Aug. 2, 2019",23.45
"Aug. 1, 2019",23.60
"July 31, 2019",23.87
"July 30, 2019",24.34
"July 29, 2019",24.49
"July 26, 2019",24.66
"July 25, 2019",25.43
"July 24, 2019",25.35
"July 23, 2019",25.07
"July 22, 2019",24.40
"July 19, 2019",24.09
"July 18, 2019",24.29
"July 17, 2019",24.22
"July 16, 2019",24.68
"July 15, 2019",24.21
"July 12, 2019",24.32
"July 11, 2019",24.01
"July 10, 2019",24.02
"July 9, 2019",23.94
"July 8, 2019",24.12
"July 5, 2019",24.03
