date,net_income_ttm
"Dec. 31, 2019",6.143B
"Sept. 30, 2019",6.302B
"June 30, 2019",7.016B
"March 31, 2019",6.742B
"Dec. 31, 2018",6.765B
"Sept. 30, 2018",2.525B
"June 30, 2018",1.532B
"March 31, 2018",1.657B
"Dec. 31, 2017",1.544B
"Sept. 30, 2017",5.10B
"June 30, 2017",4.995B
"March 31, 2017",4.922B
"Dec. 31, 2016",4.812B
"Sept. 30, 2016",4.969B
"June 30, 2016",4.993B
"March 31, 2016",4.868B
"Dec. 31, 2015",4.768B
"Sept. 30, 2015",4.53B
"June 30, 2015",4.433B
"March 31, 2015",4.338B
"Dec. 31, 2014",4.239B
"Sept. 30, 2014",4.23B
"June 30, 2014",4.053B
"March 31, 2014",3.975B
"Dec. 31, 2013",3.924B
"Sept. 30, 2013",3.228B
"June 30, 2013",3.188B
"March 31, 2013",3.069B
"Dec. 31, 2012",2.926B
"Sept. 30, 2012",2.365B
"June 30, 2012",2.277B
"March 31, 2012",2.185B
"Dec. 31, 2011",2.067B
"Sept. 30, 2011",2.746B
"June 30, 2011",2.482B
"March 31, 2011",2.238B
"Dec. 31, 2010",2.022B
"Sept. 30, 2010",1.746B
"June 30, 2010",1.756B
"March 31, 2010",1.64B
"Dec. 31, 2009",1.548B
"Sept. 30, 2009",2.162B
"June 30, 2009",2.273B
"March 31, 2009",2.546B
"Dec. 31, 2008",2.792B
"Sept. 30, 2008",2.774B
"June 30, 2008",2.673B
"March 31, 2008",2.561B
"Dec. 31, 2007",2.444B
"Sept. 30, 2007",2.34B
"June 30, 2007",2.263B
"March 31, 2007",2.173B
"Dec. 31, 2006",2.083B
"Sept. 30, 2006",2.012B
"June 30, 2006",1.935B
"March 31, 2006",1.716B
"Dec. 31, 2005",1.638B
"Sept. 30, 2005",1.342B
"June 30, 2005",1.25B
"March 31, 2005",1.309B
"Dec. 31, 2004",1.246B
"Sept. 30, 2004",1.435B
"June 30, 2004",1.407B
"March 31, 2004",1.365B
"Dec. 31, 2003",1.324B
"Sept. 30, 2003",-550.00M
"June 30, 2003",-482.00M
"March 31, 2003",-342.00M
"Dec. 31, 2002",-220.00M
"Sept. 30, 2002",1.365B
"June 30, 2002",645.00M
"March 31, 2002",236.00M
"Dec. 31, 2001",-99.00M
"Sept. 30, 2001",37.00M
"June 30, 2001",627.00M
"March 31, 2001",1.194B
"Dec. 31, 2000",1.659B
"Sept. 30, 2000",1.412B
"June 30, 2000",1.684B
"March 31, 2000",1.607B
"Dec. 31, 1999",1.541B
"Sept. 30, 1999",2.458B
"June 30, 1999",2.233B
"March 31, 1999",2.043B
"Dec. 31, 1998",1.903B
"Sept. 30, 1998",1.764B
"June 30, 1998",1.727B
"March 31, 1998",1.682B
"Dec. 31, 1997",1.641B
"Sept. 30, 1997",1.126B
"June 30, 1997",1.087B
"March 31, 1997",1.054B
"Dec. 31, 1996",1.02B
"Sept. 30, 1996",983.00M
"June 30, 1996",947.00M
"March 31, 1996",902.00M
"Dec. 31, 1995",875.00M
"Sept. 30, 1995",847.00M
"June 30, 1995",819.00M
"March 31, 1995",788.00M
"Dec. 31, 1994",759.00M
"Sept. 30, 1994",478.00M
"June 30, 1994",457.00M
"March 31, 1994",431.00M
"Dec. 31, 1993",411.00M
"Sept. 30, 1993",-637.00M
"June 30, 1993",-665.00M
"March 31, 1993",-690.00M
"Dec. 31, 1992",-712.00M
"Sept. 30, 1992",527.00M
"June 30, 1992",-153.00M
"March 31, 1992",-209.00M
"Dec. 31, 1991",-273.00M
"Sept. 30, 1991",-281.00M
"June 30, 1991",364.00M
"March 31, 1991",396.00M
"Dec. 31, 1990",462.00M
"Sept. 30, 1990",470.00M
"June 30, 1990",486.00M
"March 31, 1990",531.00M
"Dec. 31, 1989",528.00M
"Sept. 30, 1989",517.00M
"June 30, 1989",515.00M
"March 31, 1989",477.00M
"Dec. 31, 1988",463.00M
"Sept. 30, 1988",436.00M
"June 30, 1988",491.00M
"March 31, 1988",474.00M
"Dec. 31, 1987",518.00M
"Sept. 30, 1987",510.00M
"June 30, 1987",500.00M
"March 31, 1987",575.00M
"Dec. 31, 1986",605.00M
"Sept. 30, 1986",-124.00M
"June 30, 1986",-193.00M
"March 31, 1986",-227.00M
"Dec. 31, 1985",-279.00M
"Sept. 30, 1985",479.00M
"June 30, 1985",510.00M
"March 31, 1985",488.00M
"Dec. 31, 1984",487.00M
