date,accruals
"Dec. 31, 2019",-1.052B
"Sept. 30, 2019",153.00M
"June 30, 2019",-137.00M
"March 31, 2019",282.00M
"Dec. 31, 2018",162.00M
"Sept. 30, 2018",460.00M
"June 30, 2018",-594.00M
"March 31, 2018",303.00M
"Dec. 31, 2017",-4.691B
"Sept. 30, 2017",-62.00M
"June 30, 2017",-55.00M
"March 31, 2017",386.00M
"Dec. 31, 2016",-1.005B
"Sept. 30, 2016",-314.00M
"June 30, 2016",-264.00M
"March 31, 2016",897.00M
"Dec. 31, 2015",-769.00M
"Sept. 30, 2015",-463.00M
"June 30, 2015",-214.00M
"March 31, 2015",695.00M
"Dec. 31, 2014",-862.00M
"Sept. 30, 2014",-66.00M
"June 30, 2014",-242.00M
"March 31, 2014",329.00M
"Dec. 31, 2013",-721.00M
"Sept. 30, 2013",-80.00M
"June 30, 2013",-235.00M
"March 31, 2013",625.00M
"Dec. 31, 2012",-1.098B
"Sept. 30, 2012",-49.00M
"June 30, 2012",-71.00M
"March 31, 2012",627.00M
"Dec. 31, 2011",-1.787B
"Sept. 30, 2011",201.00M
"June 30, 2011",-328.00M
"March 31, 2011",1.148B
"Dec. 31, 2010",-676.00M
"Sept. 30, 2010",-727.00M
"June 30, 2010",-524.00M
"March 31, 2010",-254.00M
"Dec. 31, 2009",-1.238B
"Sept. 30, 2009",-540.00M
"June 30, 2009",-676.00M
"March 31, 2009",56.00M
"Dec. 31, 2008",-552.00M
"Sept. 30, 2008",-50.00M
"June 30, 2008",-319.00M
"March 31, 2008",-78.00M
"Dec. 31, 2007",-751.00M
"Sept. 30, 2007",-292.00M
"June 30, 2007",-372.00M
"March 31, 2007",-52.00M
"Dec. 31, 2006",-656.00M
"Sept. 30, 2006",-255.00M
"June 30, 2006",-414.00M
"March 31, 2006",197.00M
"Dec. 31, 2005",-325.00M
"Sept. 30, 2005",-241.00M
"June 30, 2005",-267.00M
"March 31, 2005",29.00M
"Dec. 31, 2004",-548.00M
"Sept. 30, 2004",-273.00M
"June 30, 2004",-144.00M
"March 31, 2004",-42.00M
"Dec. 31, 2003",-96.00M
"Sept. 30, 2003",-326.00M
"June 30, 2003",-234.00M
"March 31, 2003",-219.00M
"Dec. 31, 2002",-2.221B
"Sept. 30, 2002",-87.00M
"June 30, 2002",-263.00M
"March 31, 2002",-29.00M
"Dec. 31, 2001",-521.00M
"Sept. 30, 2001",-888.00M
"June 30, 2001",-480.00M
"March 31, 2001",-206.00M
"Dec. 31, 2000",-382.00M
"Sept. 30, 2000",-233.00M
"June 30, 2000",166.00M
"March 31, 2000",119.00M
"Dec. 31, 1999",-850.00M
"Sept. 30, 1999",35.00M
"June 30, 1999",-121.00M
"March 31, 1999",103.00M
"Dec. 31, 1998",-232.00M
"Sept. 30, 1998",9.00M
"June 30, 1998",-62.00M
"March 31, 1998",214.00M
"Dec. 31, 1997",-384.00M
"Sept. 30, 1997",-9.00M
"June 30, 1997",-65.00M
"March 31, 1997",165.00M
"Dec. 31, 1996",-412.00M
"Sept. 30, 1996",-15.00M
"June 30, 1996",82.00M
"March 31, 1996",169.00M
"Dec. 31, 1995",-520.00M
"Sept. 30, 1995",83.00M
"June 30, 1995",-2.00M
"March 31, 1995",98.00M
"Dec. 31, 1994",-246.00M
"Sept. 30, 1994",-95.00M
"June 30, 1994",-46.00M
"March 31, 1994",103.00M
"Dec. 31, 1993",-657.00M
"Sept. 30, 1993",-80.00M
"June 30, 1993",-165.00M
"March 31, 1993",133.00M
"Dec. 31, 1992",-1.438B
"Sept. 30, 1992",-126.00M
"June 30, 1992",-146.00M
"March 31, 1992",-71.00M
"Dec. 31, 1991",-209.00M
"Sept. 30, 1991",-821.00M
"June 30, 1991",-293.00M
"March 31, 1991",300.00M
"Dec. 31, 1990",-437.00M
"Sept. 30, 1990",-157.00M
"June 30, 1990",-22.00M
"March 31, 1990",76.00M
