date,market_beta_60_month
"Feb. 29, 2020",1.094
"Jan. 31, 2020",1.128
"Dec. 31, 2019",1.119
"Nov. 30, 2019",1.130
"Oct. 31, 2019",1.133
"Sept. 30, 2019",1.134
"Aug. 31, 2019",1.137
"July 31, 2019",1.125
"June 30, 2019",1.127
"May 31, 2019",1.141
"April 30, 2019",1.160
"March 31, 2019",1.138
"Feb. 28, 2019",1.137
"Jan. 31, 2019",1.114
"Dec. 31, 2018",1.091
"Nov. 30, 2018",1.088
"Oct. 31, 2018",1.085
"Sept. 30, 2018",0.9968
"Aug. 31, 2018",1.006
"July 31, 2018",1.030
"June 30, 2018",0.9848
"May 31, 2018",0.9702
"April 30, 2018",0.9824
"March 31, 2018",0.9734
"Feb. 28, 2018",0.9755
"Jan. 31, 2018",0.9573
"Dec. 31, 2017",0.9942
"Nov. 30, 2017",0.9914
"Oct. 31, 2017",0.9703
"Sept. 30, 2017",0.9477
"Aug. 31, 2017",0.9452
"July 31, 2017",0.9443
"June 30, 2017",0.9459
"May 31, 2017",0.9184
"April 30, 2017",0.956
"March 31, 2017",0.9582
"Feb. 28, 2017",0.9532
"Jan. 31, 2017",0.9369
"Dec. 31, 2016",0.9508
"Nov. 30, 2016",0.952
"Oct. 31, 2016",0.9391
"Sept. 30, 2016",1.054
"Aug. 31, 2016",1.068
"July 31, 2016",1.105
"June 30, 2016",1.160
"May 31, 2016",1.155
"April 30, 2016",1.160
"March 31, 2016",1.158
"Feb. 29, 2016",1.134
"Jan. 31, 2016",1.132
"Dec. 31, 2015",1.181
"Nov. 30, 2015",1.177
"Oct. 31, 2015",1.168
"Sept. 30, 2015",1.190
"Aug. 31, 2015",1.197
"July 31, 2015",1.244
"June 30, 2015",1.251
"May 31, 2015",1.273
"April 30, 2015",1.264
"March 31, 2015",1.264
"Feb. 28, 2015",1.302
"Jan. 31, 2015",1.314
"Dec. 31, 2014",1.304
"Nov. 30, 2014",1.306
"Oct. 31, 2014",1.306
"Sept. 30, 2014",1.310
"Aug. 31, 2014",1.297
"July 31, 2014",1.306
"June 30, 2014",1.310
"May 31, 2014",1.321
"April 30, 2014",1.321
"March 31, 2014",1.314
"Feb. 28, 2014",1.257
"Jan. 31, 2014",1.307
"Dec. 31, 2013",1.236
"Nov. 30, 2013",1.231
"Oct. 31, 2013",1.229
"Sept. 30, 2013",1.308
"Aug. 31, 2013",1.342
"July 31, 2013",1.341
"June 30, 2013",1.346
"May 31, 2013",1.373
"April 30, 2013",1.368
"March 31, 2013",1.369
"Feb. 28, 2013",1.366
"Jan. 31, 2013",1.360
"Dec. 31, 2012",1.346
"Nov. 30, 2012",1.340
"Oct. 31, 2012",1.342
"Sept. 30, 2012",1.346
"Aug. 31, 2012",1.350
"July 31, 2012",1.349
"June 30, 2012",1.337
"May 31, 2012",1.35
"April 30, 2012",1.354
"March 31, 2012",1.380
"Feb. 29, 2012",1.383
"Jan. 31, 2012",1.386
"Dec. 31, 2011",1.385
"Nov. 30, 2011",1.388
"Oct. 31, 2011",1.387
"Sept. 30, 2011",1.360
"Aug. 31, 2011",1.366
"July 31, 2011",1.352
