date,eps_est_0q
"March 19, 2020",2.034
"March 18, 2020",2.035
"March 17, 2020",2.040
"March 16, 2020",2.041
"March 12, 2020",2.040
"March 11, 2020",2.041
"March 10, 2020",2.042
"March 6, 2020",2.041
"March 5, 2020",2.044
"March 3, 2020",2.043
"Feb. 21, 2020",2.044
"Feb. 5, 2020",2.044
"Feb. 4, 2020",2.046
"Feb. 3, 2020",2.045
"Feb. 2, 2020",2.038
"Jan. 31, 2020",2.038
"Jan. 22, 2020",2.030
"Jan. 17, 2020",2.030
"Jan. 14, 2020",2.034
"Jan. 13, 2020",2.036
"Jan. 12, 2020",2.036
"Jan. 6, 2020",2.037
"Dec. 31, 2019",2.042
"Dec. 23, 2019",2.041
"Dec. 12, 2019",2.040
"Dec. 4, 2019",2.041
"Nov. 22, 2019",2.041
"Oct. 31, 2019",2.046
"Oct. 18, 2019",2.046
"Oct. 17, 2019",2.074
"Oct. 14, 2019",2.063
"Oct. 11, 2019",2.064
"Oct. 10, 2019",2.070
"Oct. 9, 2019",2.071
"Oct. 3, 2019",2.073
"Sept. 30, 2019",2.010
"Sept. 9, 2019",2.013
"Aug. 2, 2019",2.012
"July 30, 2019",2.006
"July 22, 2019",2.001
"July 19, 2019",2.004
"July 18, 2019",1.990
"July 16, 2019",1.983
"July 11, 2019",1.983
"July 10, 2019",1.982
"July 9, 2019",1.982
"June 30, 2019",2.083
"June 21, 2019",2.078
"June 19, 2019",2.08
"May 31, 2019",2.081
"May 17, 2019",2.081
"May 15, 2019",2.081
"May 10, 2019",2.074
"May 8, 2019",2.072
"May 6, 2019",2.072
"May 3, 2019",2.072
"April 23, 2019",2.070
"April 22, 2019",2.067
"April 21, 2019",2.037
"April 18, 2019",2.034
"April 17, 2019",2.014
"April 16, 2019",2.014
"April 12, 2019",2.012
"April 10, 2019",2.013
"March 31, 2019",1.837
"March 27, 2019",1.833
"March 24, 2019",1.833
"March 18, 2019",1.833
"March 14, 2019",1.832
"Feb. 27, 2019",1.830
"Feb. 13, 2019",1.830
"Feb. 7, 2019",1.830
"Feb. 5, 2019",1.828
"Feb. 4, 2019",1.830
"Feb. 3, 2019",1.825
"Feb. 1, 2019",1.826
"Jan. 30, 2019",1.834
"Jan. 25, 2019",1.838
"Jan. 24, 2019",1.838
"Jan. 19, 2019",1.838
"Jan. 16, 2019",1.839
"Jan. 11, 2019",1.844
"Jan. 10, 2019",1.848
"Jan. 9, 2019",1.851
"Jan. 7, 2019",1.806
"Jan. 4, 2019",1.807
"Dec. 31, 2018",1.890
"Dec. 18, 2018",1.891
"Dec. 17, 2018",1.891
"Dec. 16, 2018",1.892
"Nov. 14, 2018",1.889
"Nov. 13, 2018",1.889
"Nov. 2, 2018",1.888
"Oct. 30, 2018",1.888
"Oct. 29, 2018",1.888
"Oct. 23, 2018",1.888
"Oct. 22, 2018",1.888
"Oct. 21, 2018",1.923
"Oct. 19, 2018",1.955
"Oct. 18, 2018",2.092
"Oct. 17, 2018",2.084
"Oct. 15, 2018",2.088
"Oct. 14, 2018",2.078
"Oct. 13, 2018",2.086
"Oct. 12, 2018",2.086
"Oct. 11, 2018",2.094
"Oct. 10, 2018",2.097
"Oct. 8, 2018",2.094
"Oct. 2, 2018",2.095
"Oct. 1, 2018",2.094
"Sept. 30, 2018",1.991
"Sept. 28, 2018",1.986
"Sept. 25, 2018",1.986
"Sept. 21, 2018",1.987
"Sept. 19, 2018",1.987
"Sept. 17, 2018",1.989
"Sept. 6, 2018",1.989
"Aug. 29, 2018",1.988
"Aug. 28, 2018",1.990
"Aug. 24, 2018",1.989
"Aug. 21, 2018",1.988
"July 24, 2018",1.987
"July 23, 2018",1.985
"July 22, 2018",1.978
"July 20, 2018",1.978
"July 18, 2018",1.963
"July 16, 2018",1.962
"July 13, 2018",1.962
"July 12, 2018",1.962
"July 11, 2018",1.963
"July 10, 2018",1.961
"July 9, 2018",1.963
"June 30, 2018",2.010
"June 27, 2018",2.006
"May 22, 2018",2.006
"May 18, 2018",2.006
"May 17, 2018",2.005
"April 30, 2018",2.005
"April 23, 2018",2.006
"April 22, 2018",2.001
"April 21, 2018",2.000
"April 20, 2018",2.002
"April 5, 2018",1.998
"March 31, 2018",1.900
"March 29, 2018",1.902
"March 21, 2018",1.902
"March 5, 2018",1.896
"March 1, 2018",1.895
"Feb. 28, 2018",1.895
"Feb. 14, 2018",1.895
"Feb. 6, 2018",1.894
"Jan. 29, 2018",1.889
"Jan. 28, 2018",1.887
"Jan. 27, 2018",1.898
"Jan. 26, 2018",1.899
"Jan. 23, 2018",1.825
"Jan. 5, 2018",1.818
"Jan. 3, 2018",1.816
