date,enterprise_value
"March 19, 2020",89.94B
"March 18, 2020",90.40B
"March 17, 2020",99.02B
"March 16, 2020",101.47B
"March 13, 2020",111.47B
"March 12, 2020",101.18B
"March 11, 2020",114.29B
"March 10, 2020",120.16B
"March 9, 2020",113.91B
"March 6, 2020",121.81B
"March 5, 2020",122.44B
"March 4, 2020",126.88B
"March 3, 2020",120.30B
"March 2, 2020",121.96B
"Feb. 28, 2020",120.50B
"Feb. 27, 2020",119.49B
"Feb. 26, 2020",124.93B
"Feb. 25, 2020",125.37B
"Feb. 24, 2020",130.70B
"Feb. 21, 2020",133.98B
"Feb. 20, 2020",134.56B
"Feb. 19, 2020",134.68B
"Feb. 18, 2020",133.65B
"Feb. 14, 2020",134.64B
"Feb. 13, 2020",134.15B
"Feb. 12, 2020",134.91B
"Feb. 11, 2020",133.46B
"Feb. 10, 2020",131.89B
"Feb. 7, 2020",130.70B
"Feb. 6, 2020",131.46B
"Feb. 5, 2020",131.86B
"Feb. 4, 2020",130.65B
"Feb. 3, 2020",127.88B
"Jan. 31, 2020",129.23B
"Jan. 30, 2020",132.88B
"Jan. 29, 2020",130.98B
"Jan. 28, 2020",130.83B
"Jan. 27, 2020",129.46B
"Jan. 24, 2020",131.76B
"Jan. 23, 2020",133.50B
"Jan. 22, 2020",133.83B
"Jan. 21, 2020",134.46B
"Jan. 17, 2020",136.09B
"Jan. 16, 2020",135.40B
"Jan. 15, 2020",134.32B
"Jan. 14, 2020",134.12B
"Jan. 13, 2020",134.70B
"Jan. 10, 2020",132.86B
"Jan. 9, 2020",133.13B
"Jan. 8, 2020",132.20B
"Jan. 7, 2020",132.10B
"Jan. 6, 2020",132.03B
"Jan. 3, 2020",132.99B
"Jan. 2, 2020",134.36B
"Dec. 31, 2019",131.66B
"Dec. 30, 2019",132.50B
"Dec. 27, 2019",132.54B
"Dec. 26, 2019",132.83B
"Dec. 24, 2019",132.42B
"Dec. 23, 2019",132.51B
"Dec. 20, 2019",132.49B
"Dec. 19, 2019",132.56B
"Dec. 18, 2019",131.23B
"Dec. 17, 2019",132.70B
"Dec. 16, 2019",132.49B
"Dec. 13, 2019",132.90B
"Dec. 12, 2019",133.20B
"Dec. 11, 2019",132.21B
"Dec. 10, 2019",130.80B
"Dec. 9, 2019",131.12B
"Dec. 6, 2019",131.82B
"Dec. 5, 2019",130.78B
"Dec. 4, 2019",130.21B
"Dec. 3, 2019",129.74B
"Dec. 2, 2019",131.00B
"Nov. 29, 2019",134.02B
"Nov. 27, 2019",134.65B
"Nov. 26, 2019",134.00B
"Nov. 25, 2019",132.57B
"Nov. 22, 2019",132.77B
"Nov. 21, 2019",132.58B
"Nov. 20, 2019",133.07B
"Nov. 19, 2019",135.15B
"Nov. 18, 2019",134.92B
"Nov. 15, 2019",136.31B
"Nov. 14, 2019",134.81B
"Nov. 13, 2019",136.45B
"Nov. 12, 2019",136.50B
"Nov. 11, 2019",135.65B
"Nov. 8, 2019",135.92B
"Nov. 7, 2019",134.82B
"Nov. 6, 2019",135.64B
"Nov. 5, 2019",135.55B
"Nov. 4, 2019",135.06B
"Nov. 1, 2019",132.29B
"Oct. 31, 2019",129.87B
"Oct. 30, 2019",131.20B
"Oct. 29, 2019",130.17B
"Oct. 28, 2019",129.83B
"Oct. 25, 2019",129.08B
"Oct. 24, 2019",128.96B
"Oct. 23, 2019",127.81B
"Oct. 22, 2019",127.16B
"Oct. 21, 2019",127.16B
"Oct. 18, 2019",124.75B
"Oct. 17, 2019",126.14B
"Oct. 16, 2019",123.36B
"Oct. 15, 2019",123.37B
"Oct. 14, 2019",122.90B
"Oct. 11, 2019",123.29B
"Oct. 10, 2019",121.46B
"Oct. 9, 2019",120.66B
"Oct. 8, 2019",119.78B
"Oct. 7, 2019",123.04B
"Oct. 4, 2019",123.36B
"Oct. 3, 2019",121.86B
"Oct. 2, 2019",121.54B
"Oct. 1, 2019",123.76B
"Sept. 30, 2019",127.34B
"Sept. 27, 2019",127.34B
"Sept. 26, 2019",126.61B
"Sept. 25, 2019",126.54B
"Sept. 24, 2019",125.70B
"Sept. 23, 2019",126.69B
"Sept. 20, 2019",127.53B
"Sept. 19, 2019",126.42B
"Sept. 18, 2019",127.29B
"Sept. 17, 2019",126.20B
"Sept. 16, 2019",126.02B
"Sept. 13, 2019",127.10B
"Sept. 12, 2019",127.76B
"Sept. 11, 2019",129.67B
"Sept. 10, 2019",128.47B
"Sept. 9, 2019",128.50B
"Sept. 6, 2019",129.58B
"Sept. 5, 2019",129.01B
"Sept. 4, 2019",126.69B
"Sept. 3, 2019",124.09B
"Aug. 30, 2019",124.88B
"Aug. 29, 2019",124.14B
"Aug. 28, 2019",121.23B
"Aug. 27, 2019",119.74B
"Aug. 26, 2019",119.33B
"Aug. 23, 2019",119.03B
"Aug. 22, 2019",123.64B
"Aug. 21, 2019",124.28B
"Aug. 20, 2019",124.05B
"Aug. 19, 2019",125.77B
"Aug. 16, 2019",125.17B
"Aug. 15, 2019",123.18B
"Aug. 14, 2019",124.46B
"Aug. 13, 2019",127.29B
"Aug. 12, 2019",125.13B
"Aug. 9, 2019",126.35B
"Aug. 8, 2019",126.60B
"Aug. 7, 2019",123.99B
"Aug. 6, 2019",124.80B
"Aug. 5, 2019",123.00B
"Aug. 2, 2019",127.31B
"Aug. 1, 2019",128.42B
"July 31, 2019",130.52B
"July 30, 2019",131.56B
"July 29, 2019",132.01B
"July 26, 2019",131.34B
"July 25, 2019",131.46B
"July 24, 2019",131.60B
"July 23, 2019",132.24B
"July 22, 2019",131.32B
"July 19, 2019",130.90B
"July 18, 2019",131.54B
"July 17, 2019",127.75B
"July 16, 2019",132.19B
"July 15, 2019",132.35B
"July 12, 2019",133.88B
"July 11, 2019",132.01B
"July 10, 2019",131.96B
"July 9, 2019",132.72B
"July 8, 2019",132.83B
"July 5, 2019",133.49B
"July 3, 2019",134.79B
"July 2, 2019",133.51B
"July 1, 2019",133.65B
"June 30, 2019",132.05B
"June 28, 2019",132.67B
"June 27, 2019",132.13B
"June 26, 2019",131.95B
"June 25, 2019",132.20B
"June 24, 2019",132.69B
"June 21, 2019",132.47B
"June 20, 2019",133.91B
"June 19, 2019",133.27B
"June 18, 2019",133.52B
"June 17, 2019",131.05B
"June 14, 2019",131.38B
"June 13, 2019",131.65B
"June 12, 2019",131.44B
"June 11, 2019",130.53B
"June 10, 2019",130.26B
"June 7, 2019",130.98B
"June 6, 2019",129.52B
"June 5, 2019",128.90B
"June 4, 2019",127.99B
"June 3, 2019",126.76B
"May 31, 2019",125.19B
"May 30, 2019",126.02B
"May 29, 2019",125.24B
"May 28, 2019",125.88B
"May 24, 2019",126.92B
"May 23, 2019",126.74B
"May 22, 2019",128.83B
"May 21, 2019",129.04B
"May 20, 2019",128.33B
"May 17, 2019",129.30B
"May 16, 2019",129.91B
"May 15, 2019",128.88B
"May 14, 2019",127.99B
"May 13, 2019",127.02B
"May 10, 2019",130.52B
"May 9, 2019",129.62B
"May 8, 2019",129.60B
"May 7, 2019",129.22B
"May 6, 2019",131.23B
"May 3, 2019",131.91B
"May 2, 2019",130.34B
"May 1, 2019",130.02B
"April 30, 2019",131.97B
"April 29, 2019",131.19B
"April 26, 2019",130.97B
"April 25, 2019",129.64B
"April 24, 2019",130.27B
"April 23, 2019",130.65B
"April 22, 2019",128.05B
"April 18, 2019",128.65B
"April 17, 2019",124.16B
"April 16, 2019",124.14B
"April 15, 2019",123.51B
"April 12, 2019",123.85B
"April 11, 2019",122.71B
"April 10, 2019",122.03B
"April 9, 2019",122.67B
"April 8, 2019",123.55B
"April 5, 2019",123.29B
"April 4, 2019",122.83B
"April 3, 2019",122.27B
"April 2, 2019",122.81B
"April 1, 2019",123.13B
"March 31, 2019",121.27B
"March 29, 2019",121.23B
"March 28, 2019",120.96B
"March 27, 2019",119.92B
"March 26, 2019",120.19B
"March 25, 2019",119.06B
"March 22, 2019",118.98B
"March 21, 2019",120.89B
"March 20, 2019",119.32B
"March 19, 2019",120.01B
"March 18, 2019",119.79B
"March 15, 2019",118.63B
"March 14, 2019",118.56B
"March 13, 2019",118.41B
"March 12, 2019",117.29B
"March 11, 2019",117.06B
"March 8, 2019",115.90B
"March 7, 2019",116.54B
"March 6, 2019",117.46B
"March 5, 2019",117.76B
"March 4, 2019",118.02B
"March 1, 2019",118.90B
"Feb. 28, 2019",117.81B
"Feb. 27, 2019",118.20B
"Feb. 26, 2019",117.70B
"Feb. 25, 2019",117.80B
"Feb. 22, 2019",117.18B
"Feb. 21, 2019",116.75B
"Feb. 20, 2019",118.18B
"Feb. 19, 2019",117.24B
"Feb. 15, 2019",117.27B
"Feb. 14, 2019",115.22B
"Feb. 13, 2019",115.92B
"Feb. 12, 2019",115.11B
"Feb. 11, 2019",113.74B
"Feb. 8, 2019",113.83B
"Feb. 7, 2019",113.50B
"Feb. 6, 2019",114.04B
"Feb. 5, 2019",113.89B
"Feb. 4, 2019",113.34B
"Feb. 1, 2019",110.99B
"Jan. 31, 2019",110.20B
"Jan. 30, 2019",109.95B
"Jan. 29, 2019",108.82B
"Jan. 28, 2019",107.90B
"Jan. 25, 2019",108.80B
"Jan. 24, 2019",108.49B
"Jan. 23, 2019",108.17B
"Jan. 22, 2019",107.49B
"Jan. 18, 2019",108.98B
"Jan. 17, 2019",107.54B
"Jan. 16, 2019",106.18B
"Jan. 15, 2019",106.00B
"Jan. 14, 2019",105.88B
"Jan. 11, 2019",105.70B
"Jan. 10, 2019",105.98B
"Jan. 9, 2019",104.50B
"Jan. 8, 2019",104.04B
"Jan. 7, 2019",104.25B
"Jan. 4, 2019",103.70B
"Jan. 3, 2019",100.38B
"Jan. 2, 2019",101.67B
"Dec. 31, 2018",101.88B
"Dec. 28, 2018",103.63B
"Dec. 27, 2018",104.23B
"Dec. 26, 2018",102.75B
"Dec. 24, 2018",99.24B
"Dec. 21, 2018",102.65B
"Dec. 20, 2018",103.56B
"Dec. 19, 2018",105.48B
"Dec. 18, 2018",106.90B
"Dec. 17, 2018",106.31B
"Dec. 14, 2018",107.84B
"Dec. 13, 2018",109.60B
"Dec. 12, 2018",109.21B
"Dec. 11, 2018",108.11B
"Dec. 10, 2018",108.95B
"Dec. 7, 2018",109.52B
"Dec. 6, 2018",111.63B
"Dec. 4, 2018",112.46B
"Dec. 3, 2018",117.12B
"Nov. 30, 2018",115.47B
"Nov. 29, 2018",114.72B
"Nov. 28, 2018",113.66B
"Nov. 27, 2018",112.61B
"Nov. 26, 2018",112.86B
"Nov. 23, 2018",112.89B
"Nov. 21, 2018",113.51B
"Nov. 20, 2018",113.47B
"Nov. 19, 2018",116.01B
"Nov. 16, 2018",116.81B
"Nov. 15, 2018",116.23B
"Nov. 14, 2018",116.05B
"Nov. 13, 2018",116.16B
"Nov. 12, 2018",116.49B
"Nov. 9, 2018",118.12B
"Nov. 8, 2018",118.29B
"Nov. 7, 2018",118.03B
"Nov. 6, 2018",116.73B
"Nov. 5, 2018",115.79B
"Nov. 2, 2018",114.53B
"Nov. 1, 2018",113.77B
"Oct. 31, 2018",114.04B
"Oct. 30, 2018",112.67B
"Oct. 29, 2018",111.26B
"Oct. 26, 2018",114.95B
"Oct. 25, 2018",116.01B
"Oct. 24, 2018",114.43B
"Oct. 23, 2018",118.32B
"Oct. 22, 2018",119.81B
"Oct. 19, 2018",120.45B
"Oct. 18, 2018",121.72B
"Oct. 17, 2018",123.84B
"Oct. 16, 2018",124.96B
"Oct. 15, 2018",122.48B
"Oct. 12, 2018",122.47B
"Oct. 11, 2018",120.56B
"Oct. 10, 2018",122.78B
"Oct. 9, 2018",125.98B
"Oct. 8, 2018",128.89B
"Oct. 5, 2018",128.30B
"Oct. 4, 2018",128.78B
"Oct. 3, 2018",129.27B
"Oct. 2, 2018",129.75B
"Oct. 1, 2018",130.06B
"Sept. 30, 2018",128.66B
"Sept. 28, 2018",129.60B
"Sept. 27, 2018",128.84B
"Sept. 26, 2018",129.13B
"Sept. 25, 2018",128.99B
"Sept. 24, 2018",128.91B
"Sept. 21, 2018",130.29B
"Sept. 20, 2018",129.71B
"Sept. 19, 2018",129.16B
"Sept. 18, 2018",129.41B
"Sept. 17, 2018",129.13B
"Sept. 14, 2018",128.66B
"Sept. 13, 2018",129.10B
"Sept. 12, 2018",127.76B
"Sept. 11, 2018",127.15B
"Sept. 10, 2018",127.38B
"Sept. 7, 2018",126.97B
"Sept. 6, 2018",127.85B
"Sept. 5, 2018",126.22B
"Sept. 4, 2018",124.64B
"Aug. 31, 2018",124.21B
"Aug. 30, 2018",124.50B
"Aug. 29, 2018",125.12B
"Aug. 28, 2018",124.98B
"Aug. 27, 2018",124.43B
"Aug. 24, 2018",123.08B
"Aug. 23, 2018",123.37B
"Aug. 22, 2018",122.06B
"Aug. 21, 2018",122.69B
"Aug. 20, 2018",121.58B
"Aug. 17, 2018",121.36B
"Aug. 16, 2018",120.57B
"Aug. 15, 2018",119.90B
"Aug. 14, 2018",120.59B
"Aug. 13, 2018",119.29B
"Aug. 10, 2018",119.83B
"Aug. 9, 2018",120.47B
"Aug. 8, 2018",121.38B
"Aug. 7, 2018",122.23B
"Aug. 6, 2018",121.21B
"Aug. 3, 2018",121.26B
"Aug. 2, 2018",121.89B
"Aug. 1, 2018",122.62B
"July 31, 2018",124.65B
"July 30, 2018",122.64B
"July 27, 2018",124.42B
"July 26, 2018",124.26B
"July 25, 2018",123.45B
"July 24, 2018",121.35B
"July 23, 2018",120.28B
"July 20, 2018",119.86B
"July 19, 2018",115.75B
"July 18, 2018",116.94B
"July 17, 2018",116.45B
"July 16, 2018",114.92B
"July 13, 2018",115.72B
"July 12, 2018",116.01B
"July 11, 2018",113.54B
"July 10, 2018",116.12B
"July 9, 2018",115.67B
"July 6, 2018",114.42B
"July 5, 2018",113.83B
"July 3, 2018",113.84B
"July 2, 2018",113.75B
"June 30, 2018",113.19B
"June 29, 2018",114.59B
"June 28, 2018",113.91B
"June 27, 2018",113.91B
"June 26, 2018",114.56B
"June 25, 2018",114.58B
"June 22, 2018",114.55B
"June 21, 2018",114.53B
"June 20, 2018",116.42B
"June 19, 2018",116.97B
"June 18, 2018",118.94B
"June 15, 2018",119.15B
"June 14, 2018",119.87B
"June 13, 2018",120.33B
"June 12, 2018",120.65B
"June 11, 2018",120.36B
"June 8, 2018",120.35B
"June 7, 2018",120.52B
"June 6, 2018",119.72B
"June 5, 2018",118.88B
"June 4, 2018",119.08B
"June 1, 2018",119.05B
"May 31, 2018",117.44B
"May 30, 2018",119.30B
"May 29, 2018",117.65B
"May 25, 2018",119.47B
"May 24, 2018",119.78B
"May 23, 2018",119.95B
"May 22, 2018",119.62B
"May 21, 2018",119.34B
"May 18, 2018",117.75B
"May 17, 2018",116.85B
"May 16, 2018",117.17B
"May 15, 2018",117.02B
"May 14, 2018",116.99B
"May 11, 2018",117.03B
"May 10, 2018",116.99B
"May 9, 2018",115.80B
"May 8, 2018",114.72B
"May 7, 2018",114.67B
"May 4, 2018",114.47B
"May 3, 2018",114.08B
"May 2, 2018",113.79B
"May 1, 2018",114.92B
"April 30, 2018",115.05B
"April 27, 2018",116.71B
"April 26, 2018",116.62B
"April 25, 2018",116.81B
"April 24, 2018",116.93B
"April 23, 2018",117.96B
"April 20, 2018",119.40B
"April 19, 2018",117.60B
"April 18, 2018",118.51B
"April 17, 2018",118.02B
"April 16, 2018",116.58B
"April 13, 2018",116.11B
"April 12, 2018",116.37B
"April 11, 2018",114.75B
"April 10, 2018",115.75B
"April 9, 2018",113.68B
"April 6, 2018",113.62B
"April 5, 2018",116.32B
"April 4, 2018",115.17B
"April 3, 2018",114.74B
"April 2, 2018",113.39B
"March 31, 2018",114.92B
"March 29, 2018",114.17B
"March 28, 2018",113.25B
"March 27, 2018",114.05B
"March 26, 2018",115.97B
"March 23, 2018",113.26B
"March 22, 2018",115.93B
"March 21, 2018",119.24B
"March 20, 2018",118.59B
"March 19, 2018",118.39B
"March 16, 2018",119.55B
"March 15, 2018",119.03B
"March 14, 2018",118.55B
"March 13, 2018",119.35B
"March 12, 2018",119.89B
"March 9, 2018",121.35B
"March 8, 2018",119.15B
"March 7, 2018",118.54B
"March 6, 2018",117.74B
"March 5, 2018",117.13B
"March 2, 2018",116.86B
"March 1, 2018",116.17B
"Feb. 28, 2018",119.06B
"Feb. 27, 2018",121.14B
"Feb. 26, 2018",123.05B
"Feb. 23, 2018",122.03B
"Feb. 22, 2018",121.24B
"Feb. 21, 2018",121.79B
"Feb. 20, 2018",122.00B
"Feb. 16, 2018",121.77B
"Feb. 15, 2018",121.32B
"Feb. 14, 2018",119.06B
"Feb. 13, 2018",117.66B
"Feb. 12, 2018",118.38B
"Feb. 9, 2018",117.21B
"Feb. 8, 2018",115.81B
"Feb. 7, 2018",119.66B
"Feb. 6, 2018",119.82B
"Feb. 5, 2018",118.90B
"Feb. 2, 2018",123.72B
"Feb. 1, 2018",125.95B
"Jan. 31, 2018",125.97B
"Jan. 30, 2018",125.44B
"Jan. 29, 2018",127.30B
"Jan. 26, 2018",129.92B
