date,sales_est_0y
"Feb. 21, 2018",42.35B
"Feb. 6, 2018",42.35B
"Jan. 29, 2018",42.36B
"Jan. 28, 2018",42.35B
"Jan. 27, 2018",42.34B
"Jan. 26, 2018",42.34B
"Jan. 24, 2018",42.23B
"Jan. 23, 2018",42.23B
"Jan. 18, 2018",42.22B
"Jan. 8, 2018",42.22B
"Jan. 5, 2018",42.21B
