date,sales_est_0y
"March 19, 2020",37.05B
"March 18, 2020",37.24B
"March 17, 2020",37.37B
"March 16, 2020",37.50B
"March 13, 2020",37.48B
"March 11, 2020",37.46B
"March 10, 2020",37.53B
"March 6, 2020",37.52B
"March 5, 2020",37.54B
"March 3, 2020",37.56B
"Feb. 28, 2020",37.58B
"Feb. 21, 2020",37.58B
"Feb. 5, 2020",37.59B
"Feb. 4, 2020",37.58B
"Feb. 3, 2020",37.61B
"Feb. 2, 2020",37.76B
"Jan. 31, 2020",37.84B
"Jan. 22, 2020",38.11B
"Jan. 20, 2020",38.14B
"Jan. 17, 2020",38.14B
"Jan. 15, 2020",38.16B
"Jan. 14, 2020",38.16B
"Jan. 13, 2020",38.17B
"Jan. 12, 2020",38.17B
"Jan. 9, 2020",38.17B
"Dec. 31, 2019",36.80B
"Dec. 23, 2019",36.80B
"Dec. 12, 2019",36.79B
"Dec. 4, 2019",36.79B
"Nov. 26, 2019",36.79B
"Nov. 22, 2019",36.80B
"Nov. 1, 2019",36.80B
"Oct. 31, 2019",36.79B
"Oct. 22, 2019",36.80B
"Oct. 21, 2019",36.81B
"Oct. 18, 2019",36.82B
"Oct. 17, 2019",36.90B
"Oct. 14, 2019",36.97B
"Oct. 11, 2019",36.97B
"Oct. 10, 2019",36.99B
"Oct. 9, 2019",37.01B
"Oct. 3, 2019",37.02B
"Oct. 1, 2019",37.03B
"Sept. 27, 2019",37.03B
"Sept. 18, 2019",37.03B
"Sept. 9, 2019",37.04B
"Aug. 2, 2019",37.03B
"July 30, 2019",37.03B
"July 25, 2019",37.03B
"July 22, 2019",37.03B
"July 19, 2019",37.04B
"July 18, 2019",37.07B
"July 16, 2019",37.17B
"July 12, 2019",37.18B
"July 10, 2019",37.19B
"July 9, 2019",37.18B
"June 21, 2019",37.18B
"June 19, 2019",37.19B
"May 31, 2019",37.20B
"May 16, 2019",37.18B
"May 15, 2019",37.20B
"May 13, 2019",37.20B
"May 10, 2019",37.18B
"May 8, 2019",37.14B
"May 6, 2019",37.13B
"May 3, 2019",37.13B
"April 26, 2019",37.12B
"April 24, 2019",37.12B
"April 23, 2019",37.12B
"April 22, 2019",37.10B
"April 21, 2019",36.96B
"April 18, 2019",36.95B
"April 17, 2019",36.85B
"April 16, 2019",36.85B
"April 12, 2019",36.84B
"April 10, 2019",36.85B
"March 29, 2019",36.86B
"March 24, 2019",36.86B
"March 18, 2019",36.86B
"March 14, 2019",36.89B
"Feb. 16, 2019",36.89B
"Feb. 13, 2019",36.87B
"Feb. 11, 2019",36.87B
"Feb. 7, 2019",36.89B
"Feb. 5, 2019",36.88B
"Feb. 4, 2019",36.93B
"Feb. 3, 2019",36.94B
"Feb. 1, 2019",36.96B
"Jan. 25, 2019",37.11B
"Jan. 24, 2019",37.12B
"Jan. 22, 2019",37.12B
"Jan. 19, 2019",37.13B
"Jan. 16, 2019",37.14B
"Jan. 15, 2019",37.13B
"Jan. 11, 2019",37.13B
"Jan. 10, 2019",37.15B
"Jan. 8, 2019",37.17B
"Jan. 7, 2019",37.17B
"Jan. 4, 2019",37.19B
"Jan. 3, 2019",37.19B
"Dec. 31, 2018",41.79B
"Dec. 18, 2018",41.80B
"Dec. 17, 2018",41.80B
"Dec. 16, 2018",41.80B
"Dec. 6, 2018",41.80B
"Dec. 4, 2018",41.80B
"Nov. 28, 2018",41.80B
"Nov. 21, 2018",41.80B
"Nov. 14, 2018",41.79B
"Nov. 13, 2018",41.79B
"Nov. 2, 2018",41.79B
"Oct. 30, 2018",41.79B
"Oct. 29, 2018",41.79B
"Oct. 23, 2018",41.79B
"Oct. 22, 2018",41.80B
"Oct. 21, 2018",42.17B
"Oct. 19, 2018",42.21B
"Oct. 17, 2018",43.41B
"Oct. 15, 2018",43.37B
"Oct. 14, 2018",43.41B
"Oct. 12, 2018",43.40B
"Oct. 11, 2018",43.40B
"Oct. 10, 2018",43.39B
"Oct. 8, 2018",43.38B
"Oct. 3, 2018",43.37B
"Oct. 2, 2018",43.38B
"Oct. 1, 2018",43.32B
"Sept. 28, 2018",43.32B
"Sept. 25, 2018",43.31B
"Sept. 21, 2018",43.33B
"Sept. 19, 2018",43.39B
"Sept. 7, 2018",43.38B
"Sept. 6, 2018",43.38B
"Aug. 29, 2018",43.37B
"Aug. 28, 2018",43.37B
"Aug. 24, 2018",43.37B
"Aug. 23, 2018",43.37B
"Aug. 21, 2018",43.35B
"Aug. 4, 2018",43.35B
"Aug. 3, 2018",43.39B
"July 24, 2018",43.39B
"July 23, 2018",43.37B
"July 22, 2018",43.30B
"July 20, 2018",43.26B
"July 18, 2018",43.08B
"July 16, 2018",43.11B
"July 13, 2018",43.12B
"July 12, 2018",43.11B
"July 11, 2018",43.13B
"July 10, 2018",43.11B
"June 27, 2018",43.13B
"May 22, 2018",43.14B
"May 18, 2018",43.14B
"April 30, 2018",43.14B
"April 24, 2018",43.14B
"April 23, 2018",43.13B
"April 22, 2018",43.02B
"April 21, 2018",42.99B
"April 20, 2018",42.90B
"April 18, 2018",42.37B
"April 4, 2018",42.37B
"March 29, 2018",42.37B
"March 27, 2018",42.38B
"March 21, 2018",42.33B
"March 5, 2018",42.32B
"March 1, 2018",42.32B
