date,revenues_per_share
"Dec. 31, 2019",13.14
"Sept. 30, 2019",12.50
"June 30, 2019",12.61
"March 31, 2019",12.02
"Dec. 31, 2018",13.08
"Sept. 30, 2018",14.31
"June 30, 2018",14.46
"March 31, 2018",13.66
"Dec. 31, 2017",14.10
"Sept. 30, 2017",13.12
"June 30, 2017",13.02
"March 31, 2017",12.27
"Dec. 31, 2016",12.93
"Sept. 30, 2016",12.66
"June 30, 2016",12.89
"March 31, 2016",12.21
"Dec. 31, 2015",12.78
"Sept. 30, 2015",12.17
"June 30, 2015",12.33
"March 31, 2015",11.60
"Dec. 31, 2014",12.93
"Sept. 30, 2014",12.71
"June 30, 2014",12.89
"March 31, 2014",12.15
"Dec. 31, 2013",13.04
"Sept. 30, 2013",12.10
"June 30, 2013",12.15
"March 31, 2013",11.70
"Dec. 31, 2012",12.03
"Sept. 30, 2012",11.79
"June 30, 2012",11.94
"March 31, 2012",11.81
"Dec. 31, 2011",12.08
"Sept. 30, 2011",11.82
"June 30, 2011",11.40
"March 31, 2011",10.87
"Dec. 31, 2010",11.05
"Sept. 30, 2010",10.40
"June 30, 2010",10.22
"March 31, 2010",10.08
"Dec. 31, 2009",10.52
"Sept. 30, 2009",10.08
"June 30, 2009",10.09
"March 31, 2009",10.24
"Dec. 31, 2008",11.93
"Sept. 30, 2008",12.57
"June 30, 2008",12.90
"March 31, 2008",11.81
"Dec. 31, 2007",12.31
"Sept. 30, 2007",11.45
"June 30, 2007",10.90
"March 31, 2007",10.09
"Dec. 31, 2006",10.05
"Sept. 30, 2006",9.701
"June 30, 2006",9.550
"March 31, 2006",8.636
"Dec. 31, 2005",8.481
"Sept. 30, 2005",8.030
"June 30, 2005",8.378
"March 31, 2005",7.566
"Dec. 31, 2004",7.842
"Sept. 30, 2004",7.392
"June 30, 2004",7.432
"March 31, 2004",7.120
"Dec. 31, 2003",6.775
"Sept. 30, 2003",6.707
"June 30, 2003",6.668
"March 31, 2003",6.377
"Dec. 31, 2002",6.852
"Sept. 30, 2002",6.758
"June 30, 2002",6.894
"March 31, 2002",6.360
"Dec. 31, 2001",6.585
"Sept. 30, 2001",7.142
"June 30, 2001",7.279
"March 31, 2001",7.249
"Dec. 31, 2000",7.922
"Sept. 30, 2000",7.715
"June 30, 2000",7.771
"March 31, 2000",7.525
"Dec. 31, 1999",7.746
"Sept. 30, 1999",10.65
"June 30, 1999",10.50
"March 31, 1999",6.920
"Dec. 31, 1998",21.36
"Sept. 30, 1998",6.546
"June 30, 1998",6.704
"March 31, 1998",6.304
"Dec. 31, 1997",20.53
"Sept. 30, 1997",6.293
"June 30, 1997",6.166
"March 31, 1997",5.713
"Dec. 31, 1996",5.288
"Sept. 30, 1996",5.918
"June 30, 1996",5.918
"March 31, 1996",6.678
"Dec. 31, 1995",6.696
"Sept. 30, 1995",6.180
"June 30, 1995",6.392
"March 31, 1995",6.024
"Dec. 31, 1994",6.231
"Sept. 30, 1994",5.494
"June 30, 1994",5.626
"March 31, 1994",5.249
"Dec. 31, 1993",5.384
"Sept. 30, 1993",5.039
"June 30, 1993",5.571
"March 31, 1993",5.257
"Dec. 31, 1992",5.172
"Sept. 30, 1992",5.243
"June 30, 1992",5.514
"March 31, 1992",5.395
"Dec. 31, 1991",5.295
"Sept. 30, 1991",5.274
"June 30, 1991",5.820
"March 31, 1991",5.530
"Dec. 31, 1990",5.864
"Sept. 30, 1990",5.358
"June 30, 1990",5.789
"March 31, 1990",5.447
"Dec. 31, 1989",5.071
"Sept. 30, 1989",4.906
"June 30, 1989",5.263
"March 31, 1989",4.958
"Dec. 31, 1988",5.081
"Sept. 30, 1988",4.775
"June 30, 1988",5.162
"March 31, 1988",4.905
"Dec. 31, 1987",4.925
"Sept. 30, 1987",3.902
"June 30, 1987",4.103
"March 31, 1987",3.781
"Dec. 31, 1986",4.352
"Sept. 30, 1986",4.152
"June 30, 1986",4.173
"March 31, 1986",4.151
"Dec. 31, 1985",3.732
"Sept. 30, 1985",2.327
"June 30, 1985",3.439
"March 31, 1985",3.509
"Dec. 31, 1984",6.934
"Sept. 30, 1984",6.85
"June 30, 1984",7.317
"March 31, 1984",7.389
