date,max_drawdown_all
"Feb. 29, 2020",69.61%
"Jan. 31, 2020",69.61%
"Dec. 31, 2019",69.61%
"Nov. 30, 2019",69.61%
"Oct. 31, 2019",69.61%
"Sept. 30, 2019",69.61%
"Aug. 31, 2019",69.61%
"July 31, 2019",69.61%
"June 30, 2019",69.61%
"May 31, 2019",69.61%
"April 30, 2019",69.61%
"March 31, 2019",69.61%
"Feb. 28, 2019",69.61%
"Jan. 31, 2019",69.61%
"Dec. 31, 2018",69.61%
"Nov. 30, 2018",69.61%
"Oct. 31, 2018",69.61%
"Sept. 30, 2018",69.61%
"Aug. 31, 2018",69.61%
"July 31, 2018",69.61%
"June 30, 2018",69.61%
"May 31, 2018",69.61%
"April 30, 2018",69.61%
"March 31, 2018",69.61%
"Feb. 28, 2018",69.61%
"Jan. 31, 2018",69.61%
"Dec. 31, 2017",69.61%
"Nov. 30, 2017",69.61%
"Oct. 31, 2017",69.61%
"Sept. 30, 2017",69.61%
"Aug. 31, 2017",69.61%
"July 31, 2017",69.61%
"June 30, 2017",69.61%
"May 31, 2017",69.61%
"April 30, 2017",69.61%
"March 31, 2017",69.61%
"Feb. 28, 2017",69.61%
"Jan. 31, 2017",69.61%
"Dec. 31, 2016",69.61%
"Nov. 30, 2016",69.61%
"Oct. 31, 2016",69.61%
"Sept. 30, 2016",69.61%
"Aug. 31, 2016",69.61%
"July 31, 2016",69.61%
"June 30, 2016",69.61%
"May 31, 2016",69.61%
"April 30, 2016",69.61%
"March 31, 2016",69.61%
"Feb. 29, 2016",69.61%
"Jan. 31, 2016",69.61%
"Dec. 31, 2015",69.61%
"Nov. 30, 2015",69.61%
"Oct. 31, 2015",69.61%
"Sept. 30, 2015",69.61%
"Aug. 31, 2015",69.61%
"July 31, 2015",69.61%
"June 30, 2015",69.61%
"May 31, 2015",69.61%
"April 30, 2015",69.61%
"March 31, 2015",69.61%
"Feb. 28, 2015",69.61%
"Jan. 31, 2015",69.61%
"Dec. 31, 2014",69.61%
"Nov. 30, 2014",69.61%
"Oct. 31, 2014",69.61%
"Sept. 30, 2014",69.61%
"Aug. 31, 2014",69.61%
"July 31, 2014",69.61%
"June 30, 2014",69.61%
"May 31, 2014",69.61%
"April 30, 2014",69.61%
"March 31, 2014",69.61%
"Feb. 28, 2014",69.61%
"Jan. 31, 2014",69.61%
"Dec. 31, 2013",69.61%
"Nov. 30, 2013",69.61%
"Oct. 31, 2013",69.61%
"Sept. 30, 2013",69.61%
"Aug. 31, 2013",69.61%
"July 31, 2013",69.61%
"June 30, 2013",69.61%
"May 31, 2013",69.61%
"April 30, 2013",69.61%
"March 31, 2013",69.61%
"Feb. 28, 2013",69.61%
"Jan. 31, 2013",69.61%
"Dec. 31, 2012",69.61%
"Nov. 30, 2012",69.61%
"Oct. 31, 2012",69.61%
"Sept. 30, 2012",69.61%
"Aug. 31, 2012",69.61%
"July 31, 2012",69.61%
"June 30, 2012",69.61%
"May 31, 2012",69.61%
"April 30, 2012",69.61%
"March 31, 2012",69.61%
"Feb. 29, 2012",69.61%
"Jan. 31, 2012",69.61%
"Dec. 31, 2011",69.61%
"Nov. 30, 2011",69.61%
"Oct. 31, 2011",69.61%
"Sept. 30, 2011",69.61%
"Aug. 31, 2011",69.61%
"July 31, 2011",69.61%
"June 30, 2011",69.61%
"May 31, 2011",69.61%
"April 30, 2011",69.61%
"March 31, 2011",69.61%
"Feb. 28, 2011",69.61%
"Jan. 31, 2011",69.61%
"Dec. 31, 2010",69.61%
"Nov. 30, 2010",69.61%
"Oct. 31, 2010",69.61%
"Sept. 30, 2010",69.61%
"Aug. 31, 2010",69.61%
"July 31, 2010",69.61%
"June 30, 2010",69.61%
"May 31, 2010",69.61%
"April 30, 2010",69.61%
"March 31, 2010",69.61%
"Feb. 28, 2010",69.61%
"Jan. 31, 2010",69.61%
"Dec. 31, 2009",69.61%
"Nov. 30, 2009",69.61%
"Oct. 31, 2009",69.61%
"Sept. 30, 2009",69.61%
"Aug. 31, 2009",69.61%
"July 31, 2009",69.61%
"June 30, 2009",69.61%
"May 31, 2009",69.61%
"April 30, 2009",69.61%
"March 31, 2009",69.61%
"Feb. 28, 2009",69.61%
"Jan. 31, 2009",69.61%
"Dec. 31, 2008",69.61%
"Nov. 30, 2008",69.61%
"Oct. 31, 2008",69.61%
