date,capex_ttm
"Dec. 31, 2019",839.00M
"Sept. 30, 2019",810.00M
"June 30, 2019",801.00M
"March 31, 2019",829.00M
"Dec. 31, 2018",828.00M
"Sept. 30, 2018",940.00M
"June 30, 2018",969.00M
"March 31, 2018",1.003B
"Dec. 31, 2017",1.031B
"Sept. 30, 2017",959.00M
"June 30, 2017",1.021B
"March 31, 2017",1.069B
"Dec. 31, 2016",1.095B
"Sept. 30, 2016",1.137B
"June 30, 2016",1.14B
"March 31, 2016",1.102B
"Dec. 31, 2015",1.073B
"Sept. 30, 2015",1.099B
"June 30, 2015",1.081B
"March 31, 2015",1.067B
"Dec. 31, 2014",1.094B
"Sept. 30, 2014",1.08B
"June 30, 2014",1.024B
"March 31, 2014",991.00M
"Dec. 31, 2013",947.00M
"Sept. 30, 2013",845.00M
"June 30, 2013",876.00M
"March 31, 2013",880.00M
"Dec. 31, 2012",884.00M
"Sept. 30, 2012",918.00M
"June 30, 2012",861.00M
"March 31, 2012",826.00M
"Dec. 31, 2011",798.00M
"Sept. 30, 2011",766.00M
"June 30, 2011",755.00M
"March 31, 2011",705.00M
"Dec. 31, 2010",651.00M
"Sept. 30, 2010",608.00M
"June 30, 2010",568.00M
"March 31, 2010",570.00M
"Dec. 31, 2009",609.00M
"Sept. 30, 2009",684.00M
"June 30, 2009",771.00M
"March 31, 2009",843.00M
"Dec. 31, 2008",884.00M
"Sept. 30, 2008",862.00M
"June 30, 2008",823.00M
"March 31, 2008",797.00M
"Dec. 31, 2007",767.00M
"Sept. 30, 2007",757.00M
"June 30, 2007",745.00M
"March 31, 2007",731.00M
"Dec. 31, 2006",733.00M
"Sept. 30, 2006",661.00M
"June 30, 2006",661.00M
"March 31, 2006",671.00M
"Dec. 31, 2005",684.00M
"Sept. 30, 2005",682.00M
"June 30, 2005",640.00M
"March 31, 2005",629.00M
"Dec. 31, 2004",629.00M
"Sept. 30, 2004",651.00M
"June 30, 2004",662.00M
"March 31, 2004",685.00M
"Dec. 31, 2003",655.00M
"Sept. 30, 2003",634.00M
"June 30, 2003",648.00M
"March 31, 2003",629.00M
"Dec. 31, 2002",671.00M
"Sept. 30, 2002",708.00M
"June 30, 2002",790.00M
"March 31, 2002",850.00M
"Dec. 31, 2001",876.00M
"Sept. 30, 2001",887.00M
"June 30, 2001",883.00M
"March 31, 2001",862.00M
"Dec. 31, 2000",853.00M
"Sept. 30, 2000",880.00M
"June 30, 2000",911.00M
"March 31, 2000",946.00M
"Dec. 31, 1999",986.00M
"Sept. 30, 1999",1.276B
"June 30, 1999",1.187B
"March 31, 1999",1.117B
"Dec. 31, 1998",1.037B
"Sept. 30, 1998",989.00M
"June 30, 1998",986.00M
"March 31, 1998",993.00M
"Dec. 31, 1997",1.015B
"Sept. 30, 1997",729.00M
"June 30, 1997",718.00M
"March 31, 1997",721.00M
"Dec. 31, 1996",755.00M
"Sept. 30, 1996",731.00M
"June 30, 1996",772.00M
"March 31, 1996",781.00M
"Dec. 31, 1995",746.00M
"Sept. 30, 1995",753.00M
"June 30, 1995",704.00M
"March 31, 1995",673.00M
"Dec. 31, 1994",639.00M
"Sept. 30, 1994",675.00M
"June 30, 1994",690.00M
"March 31, 1994",710.00M
"Dec. 31, 1993",718.00M
"Sept. 30, 1993",740.00M
"June 30, 1993",730.00M
"March 31, 1993",699.00M
"Dec. 31, 1992",691.00M
"Sept. 30, 1992",634.00M
"June 30, 1992",633.00M
"March 31, 1992",641.00M
"Dec. 31, 1991",668.00M
"Sept. 30, 1991",703.00M
"June 30, 1991",704.00M
"March 31, 1991",695.00M
"Dec. 31, 1990",675.00M
"Sept. 30, 1990",398.00M
"June 30, 1990",250.00M
"March 31, 1990",118.00M
