date,ebitda_ttm
"Dec. 31, 2019",9.004B
"Sept. 30, 2019",8.94B
"June 30, 2019",8.857B
"March 31, 2019",8.876B
"Dec. 31, 2018",8.97B
"Sept. 30, 2018",8.937B
"June 30, 2018",8.838B
"March 31, 2018",8.59B
"Dec. 31, 2017",8.378B
"Sept. 30, 2017",8.127B
"June 30, 2017",7.957B
"March 31, 2017",7.924B
"Dec. 31, 2016",7.82B
"Sept. 30, 2016",7.999B
"June 30, 2016",8.023B
"March 31, 2016",7.888B
"Dec. 31, 2015",7.779B
"Sept. 30, 2015",7.432B
"June 30, 2015",7.318B
"March 31, 2015",7.189B
"Dec. 31, 2014",7.06B
"Sept. 30, 2014",7.219B
"June 30, 2014",7.044B
"March 31, 2014",6.864B
"Dec. 31, 2013",6.728B
"Sept. 30, 2013",5.595B
"June 30, 2013",5.424B
"March 31, 2013",5.303B
"Dec. 31, 2012",5.152B
"Sept. 30, 2012",4.201B
"June 30, 2012",3.872B
"March 31, 2012",3.769B
"Dec. 31, 2011",3.615B
"Sept. 30, 2011",4.75B
"June 30, 2011",4.701B
"March 31, 2011",4.368B
"Dec. 31, 2010",4.123B
"Sept. 30, 2010",3.738B
"June 30, 2010",3.728B
"March 31, 2010",3.613B
"Dec. 31, 2009",3.465B
"Sept. 30, 2009",4.266B
"June 30, 2009",4.513B
"March 31, 2009",4.862B
"Dec. 31, 2008",5.179B
"Sept. 30, 2008",5.215B
"June 30, 2008",4.97B
"March 31, 2008",4.77B
"Dec. 31, 2007",4.561B
"Sept. 30, 2007",4.318B
"June 30, 2007",4.16B
"March 31, 2007",4.03B
"Dec. 31, 2006",3.855B
"Sept. 30, 2006",3.69B
"June 30, 2006",3.476B
"March 31, 2006",3.222B
"Dec. 31, 2005",3.075B
"Sept. 30, 2005",2.589B
"June 30, 2005",2.503B
"March 31, 2005",2.233B
"Dec. 31, 2004",2.139B
"Sept. 30, 2004",2.442B
"June 30, 2004",2.425B
"March 31, 2004",2.567B
"Dec. 31, 2003",2.579B
"Sept. 30, 2003",2.298B
"June 30, 2003",2.426B
"March 31, 2003",2.529B
"Dec. 31, 2002",2.573B
"Sept. 30, 2002",2.574B
"June 30, 2002",1.609B
"March 31, 2002",1.285B
"Dec. 31, 2001",1.085B
"Sept. 30, 2001",1.418B
"June 30, 2001",2.396B
"March 31, 2001",3.138B
"Dec. 31, 2000",3.794B
"Sept. 30, 2000",3.256B
"June 30, 2000",3.425B
"March 31, 2000",3.091B
"Dec. 31, 1999",2.905B
"Sept. 30, 1999",4.549B
"June 30, 1999",4.22B
"March 31, 1999",4.075B
"Dec. 31, 1998",3.755B
"Sept. 30, 1998",3.252B
"June 30, 1998",3.168B
"March 31, 1998",3.088B
"Dec. 31, 1997",3.003B
"Sept. 30, 1997",2.165B
"June 30, 1997",2.112B
"March 31, 1997",2.085B
"Dec. 31, 1996",2.111B
"Sept. 30, 1996",2.024B
"June 30, 1996",1.986B
"March 31, 1996",1.939B
"Dec. 31, 1995",1.872B
"Sept. 30, 1995",1.904B
"June 30, 1995",1.839B
"March 31, 1995",1.773B
"Dec. 31, 1994",1.712B
"Sept. 30, 1994",1.636B
"June 30, 1994",1.579B
"March 31, 1994",1.534B
"Dec. 31, 1993",1.501B
"Sept. 30, 1993",1.05B
"June 30, 1993",1.035B
"March 31, 1993",992.00M
"Dec. 31, 1992",944.00M
"Sept. 30, 1992",1.324B
"June 30, 1992",426.00M
"March 31, 1992",320.00M
"Dec. 31, 1991",213.00M
"Sept. 30, 1991",156.00M
"June 30, 1991",988.00M
"March 31, 1991",1.068B
"Dec. 31, 1990",1.19B
"Sept. 30, 1990",1.276B
"June 30, 1990",1.332B
"March 31, 1990",4.118B
"Dec. 31, 1989",6.721B
"Sept. 30, 1989",-1.806B
"June 30, 1989",722.00M
"March 31, 1989",703.00M
"Dec. 31, 1988",703.00M
"Sept. 30, 1988",1.49B
"June 30, 1988",1.305B
"March 31, 1988",1.055B
"Dec. 31, 1987",750.00M
"Sept. 30, 1987",455.00M
"June 30, 1987",683.00M
"March 31, 1987",780.00M
"Dec. 31, 1986",1.052B
"Sept. 30, 1986",3.154B
"June 30, 1986",1.878B
"March 31, 1986",1.345B
"Dec. 31, 1985",895.00M
"Sept. 30, 1985",682.00M
"June 30, 1985",1.326B
"March 31, 1985",1.346B
"Dec. 31, 1984",1.341B
