date,days_payables_outstanding
"Dec. 31, 2019",83.50
"Sept. 30, 2019",84.04
"June 30, 2019",83.02
"March 31, 2019",83.67
"Dec. 31, 2018",97.05
"Sept. 30, 2018",80.80
"June 30, 2018",80.32
"March 31, 2018",82.16
"Dec. 31, 2017",77.94
"Sept. 30, 2017",76.73
"June 30, 2017",76.50
"March 31, 2017",76.96
"Dec. 31, 2016",70.54
"Sept. 30, 2016",73.78
"June 30, 2016",75.02
"March 31, 2016",73.66
"Dec. 31, 2015",72.40
"Sept. 30, 2015",73.54
"June 30, 2015",71.71
"March 31, 2015",75.02
"Dec. 31, 2014",64.46
"Sept. 30, 2014",67.38
"June 30, 2014",64.18
"March 31, 2014",66.41
"Dec. 31, 2013",61.03
"Sept. 30, 2013",61.09
"June 30, 2013",59.50
"March 31, 2013",61.19
"Dec. 31, 2012",55.54
"Sept. 30, 2012",59.04
"June 30, 2012",62.11
"March 31, 2012",60.58
"Dec. 31, 2011",50.98
"Sept. 30, 2011",57.07
"June 30, 2011",60.75
"March 31, 2011",58.43
"Dec. 31, 2010",55.99
"Sept. 30, 2010",53.98
"June 30, 2010",55.59
"March 31, 2010",54.83
"Dec. 31, 2009",46.91
"Sept. 30, 2009",49.99
"June 30, 2009",52.27
"March 31, 2009",55.32
"Dec. 31, 2008",57.47
"Sept. 30, 2008",50.43
"June 30, 2008",52.87
"March 31, 2008",52.83
"Dec. 31, 2007",51.00
"Sept. 30, 2007",50.45
"June 30, 2007",50.46
"March 31, 2007",51.33
"Dec. 31, 2006",49.50
"Sept. 30, 2006",46.68
"June 30, 2006",46.11
"March 31, 2006",46.51
"Dec. 31, 2005",44.60
"Sept. 30, 2005",45.28
"June 30, 2005",44.07
"March 31, 2005",44.72
"Dec. 31, 2004",40.05
"Sept. 30, 2004",40.86
"June 30, 2004",40.71
"March 31, 2004",41.72
"Dec. 31, 2003",38.35
"Sept. 30, 2003",42.93
"June 30, 2003",41.55
"March 31, 2003",41.41
"Dec. 31, 2002",36.26
"Sept. 30, 2002",39.59
"June 30, 2002",38.44
"March 31, 2002",40.64
"Dec. 31, 2001",39.67
"Sept. 30, 2001",35.53
"June 30, 2001",39.59
"March 31, 2001",40.98
"Dec. 31, 2000",41.96
"Sept. 30, 2000",41.48
"June 30, 2000",43.26
"March 31, 2000",41.25
"Dec. 31, 1999",24.98
"Sept. 30, 1999",26.23
"June 30, 1999",26.37
"March 31, 1999",49.57
"Dec. 31, 1998",14.84
"Sept. 30, 1998",42.12
"June 30, 1998",41.12
"March 31, 1998",40.26
"Dec. 31, 1997",12.69
"Sept. 30, 1997",37.37
"June 30, 1997",37.15
"March 31, 1997",39.11
"Dec. 31, 1996",39.19
"Sept. 30, 1996",38.25
"June 30, 1996",36.84
"March 31, 1996",40.42
"Dec. 31, 1995",38.14
"Sept. 30, 1995",38.84
"June 30, 1995",39.43
"March 31, 1995",40.97
"Dec. 31, 1994",40.38
"Sept. 30, 1994",45.70
"June 30, 1994",44.56
"March 31, 1994",45.74
"Dec. 31, 1993",36.95
"Sept. 30, 1993",46.10
"June 30, 1993",43.48
"March 31, 1993",47.80
"Dec. 31, 1992",45.64
"Sept. 30, 1992",42.96
"June 30, 1992",41.91
"March 31, 1992",41.83
"Dec. 31, 1991",40.44
"Sept. 30, 1991",42.26
"June 30, 1991",40.99
"March 31, 1991",44.70
"Dec. 31, 1990",41.55
"Sept. 30, 1990",40.83
"June 30, 1990",38.21
"March 31, 1990",40.09
"Dec. 31, 1989",40.06
