date,assets
"Dec. 31, 2019",58.68B
"Sept. 30, 2019",60.10B
"June 30, 2019",57.75B
"March 31, 2019",58.56B
"Dec. 31, 2018",57.77B
"Sept. 30, 2018",61.93B
"June 30, 2018",59.86B
"March 31, 2018",60.95B
"Dec. 31, 2017",59.47B
"Sept. 30, 2017",56.77B
"June 30, 2017",55.67B
"March 31, 2017",54.78B
"Dec. 31, 2016",54.15B
"Sept. 30, 2016",53.56B
"June 30, 2016",51.18B
"March 31, 2016",50.36B
"Dec. 31, 2015",49.32B
"Sept. 30, 2015",46.62B
"June 30, 2015",46.41B
"March 31, 2015",45.36B
"Dec. 31, 2014",45.45B
"Sept. 30, 2014",46.18B
"June 30, 2014",46.60B
"March 31, 2014",45.78B
"Dec. 31, 2013",45.44B
"Sept. 30, 2013",44.41B
"June 30, 2013",42.17B
"March 31, 2013",41.80B
"Dec. 31, 2012",41.85B
"Sept. 30, 2012",41.07B
"June 30, 2012",40.17B
"March 31, 2012",40.37B
"Dec. 31, 2011",39.81B
"Sept. 30, 2011",39.44B
"June 30, 2011",39.65B
"March 31, 2011",38.90B
"Dec. 31, 2010",37.83B
"Sept. 30, 2010",38.12B
"June 30, 2010",36.09B
"March 31, 2010",36.03B
"Dec. 31, 2009",35.99B
"Sept. 30, 2009",35.77B
"June 30, 2009",35.14B
"March 31, 2009",34.36B
"Dec. 31, 2008",35.49B
"Sept. 30, 2008",37.08B
"June 30, 2008",36.78B
"March 31, 2008",34.94B
"Dec. 31, 2007",33.80B
"Sept. 30, 2007",32.90B
"June 30, 2007",31.77B
"March 31, 2007",31.21B
"Dec. 31, 2006",30.94B
"Sept. 30, 2006",32.70B
"June 30, 2006",32.50B
"March 31, 2006",32.21B
"Dec. 31, 2005",31.63B
"Sept. 30, 2005",32.21B
"June 30, 2005",32.57B
"March 31, 2005",34.66B
"Dec. 31, 2004",31.06B
"Sept. 30, 2004",29.99B
"June 30, 2004",29.55B
"March 31, 2004",29.67B
"Dec. 31, 2003",29.31B
"Sept. 30, 2003",28.38B
"June 30, 2003",28.53B
"March 31, 2003",27.96B
"Dec. 31, 2002",27.56B
"Sept. 30, 2002",24.55B
"June 30, 2002",24.78B
"March 31, 2002",24.19B
"Dec. 31, 2001",24.23B
"Sept. 30, 2001",25.33B
"June 30, 2001",24.94B
"March 31, 2001",24.79B
"Dec. 31, 2000",25.18B
"Sept. 30, 2000",25.92B
"June 30, 2000",24.94B
"March 31, 2000",24.84B
"Dec. 31, 1999",23.53B
"Sept. 30, 1999",14.95B
"June 30, 1999",14.09B
"March 31, 1999",15.38B
"Dec. 31, 1998",22.74B
"Sept. 30, 1998",14.02B
"June 30, 1998",13.90B
"March 31, 1998",13.61B
"Dec. 31, 1997",13.71B
"Sept. 30, 1997",13.07B
"June 30, 1997",12.91B
"March 31, 1997",12.72B
"Dec. 31, 1996",12.83B
"Sept. 30, 1996",12.93B
"June 30, 1996",12.96B
"March 31, 1996",12.62B
"Dec. 31, 1995",12.46B
"Sept. 30, 1995",12.06B
"June 30, 1995",12.04B
"March 31, 1995",11.72B
"Dec. 31, 1994",11.32B
"Sept. 30, 1994",10.90B
"June 30, 1994",10.79B
"March 31, 1994",10.85B
"Dec. 31, 1993",10.83B
"Sept. 30, 1993",10.48B
"June 30, 1993",10.70B
"March 31, 1993",10.62B
"Dec. 31, 1992",10.76B
"Sept. 30, 1992",10.39B
"June 30, 1992",10.51B
"March 31, 1992",10.45B
"Dec. 31, 1991",10.38B
"Sept. 30, 1991",10.32B
"June 30, 1991",10.46B
"March 31, 1991",10.52B
"Dec. 31, 1990",10.46B
"Sept. 30, 1990",10.44B
"June 30, 1990",10.41B
"March 31, 1990",10.21B
"Dec. 31, 1989",10.13B
"Sept. 30, 1989",10.03B
"Dec. 31, 1988",10.00B
"Dec. 31, 1987",10.23B
"Dec. 31, 1986",11.27B
"Dec. 31, 1985",13.27B
"Dec. 31, 1984",7.945B
