date,price_target_upside
"March 19, 2020",50.62%
"March 18, 2020",51.98%
"March 17, 2020",38.88%
"March 16, 2020",38.27%
"March 13, 2020",26.67%
"March 12, 2020",40.67%
"March 11, 2020",24.01%
"March 10, 2020",18.05%
"March 9, 2020",25.12%
"March 6, 2020",16.60%
"March 5, 2020",16.13%
"March 4, 2020",11.88%
"March 3, 2020",18.30%
"March 2, 2020",16.61%
"Feb. 28, 2020",18.10%
"Feb. 27, 2020",20.04%
"Feb. 26, 2020",14.56%
"Feb. 25, 2020",14.14%
"Feb. 24, 2020",9.27%
"Feb. 21, 2020",6.47%
"Feb. 20, 2020",5.99%
"Feb. 19, 2020",5.90%
"Feb. 18, 2020",6.74%
"Feb. 14, 2020",5.92%
"Feb. 13, 2020",6.33%
"Feb. 12, 2020",5.47%
"Feb. 11, 2020",6.66%
"Feb. 10, 2020",7.99%
"Feb. 7, 2020",9.02%
"Feb. 6, 2020",8.36%
"Feb. 5, 2020",8.02%
"Feb. 4, 2020",8.84%
"Feb. 3, 2020",11.56%
"Jan. 31, 2020",9.74%
"Jan. 30, 2020",6.51%
"Jan. 29, 2020",8.13%
"Jan. 28, 2020",8.26%
"Jan. 27, 2020",9.46%
"Jan. 24, 2020",7.24%
"Jan. 23, 2020",5.58%
"Jan. 22, 2020",5.31%
"Jan. 21, 2020",4.82%
"Jan. 17, 2020",3.01%
"Jan. 16, 2020",3.32%
"Jan. 15, 2020",4.19%
"Jan. 14, 2020",4.21%
"Jan. 13, 2020",3.83%
"Jan. 10, 2020",5.34%
"Jan. 9, 2020",5.11%
"Jan. 8, 2020",5.88%
"Jan. 7, 2020",5.97%
"Jan. 6, 2020",5.91%
"Jan. 3, 2020",4.92%
"Jan. 2, 2020",3.72%
"Dec. 31, 2019",5.94%
"Dec. 30, 2019",6.29%
"Dec. 27, 2019",6.26%
"Dec. 26, 2019",6.02%
"Dec. 24, 2019",6.36%
"Dec. 23, 2019",6.29%
"Dec. 20, 2019",5.98%
"Dec. 19, 2019",5.92%
"Dec. 18, 2019",7.05%
"Dec. 17, 2019",5.46%
"Dec. 16, 2019",5.64%
"Dec. 13, 2019",5.29%
"Dec. 12, 2019",5.05%
"Dec. 11, 2019",5.62%
"Dec. 10, 2019",6.82%
"Dec. 9, 2019",6.54%
"Dec. 6, 2019",5.96%
"Dec. 5, 2019",6.84%
"Dec. 4, 2019",7.33%
"Dec. 3, 2019",7.48%
"Dec. 2, 2019",6.39%
"Nov. 29, 2019",3.82%
"Nov. 27, 2019",3.31%
"Nov. 26, 2019",3.83%
"Nov. 25, 2019",4.40%
"Nov. 22, 2019",4.23%
"Nov. 21, 2019",4.39%
"Nov. 20, 2019",3.85%
"Nov. 19, 2019",2.18%
"Nov. 18, 2019",2.36%
"Nov. 15, 2019",1.26%
"Nov. 14, 2019",2.45%
"Nov. 13, 2019",1.15%
"Nov. 12, 2019",1.12%
"Nov. 11, 2019",1.78%
"Nov. 8, 2019",1.56%
"Nov. 7, 2019",2.44%
"Nov. 6, 2019",1.79%
"Nov. 5, 2019",1.86%
"Nov. 4, 2019",2.25%
"Nov. 1, 2019",4.50%
"Oct. 31, 2019",6.55%
"Oct. 30, 2019",4.97%
"Oct. 29, 2019",5.84%
"Oct. 28, 2019",6.13%
"Oct. 25, 2019",6.78%
"Oct. 24, 2019",6.89%
"Oct. 23, 2019",7.90%
"Oct. 22, 2019",8.48%
"Oct. 21, 2019",8.48%
"Oct. 18, 2019",10.55%
"Oct. 17, 2019",8.92%
"Oct. 16, 2019",11.34%
"Oct. 15, 2019",11.33%
"Oct. 14, 2019",11.78%
"Oct. 11, 2019",11.41%
"Oct. 10, 2019",13.40%
"Oct. 9, 2019",14.35%
"Oct. 8, 2019",15.23%
"Oct. 7, 2019",12.01%
"Oct. 4, 2019",11.70%
"Oct. 3, 2019",13.16%
"Oct. 2, 2019",13.47%
"Oct. 1, 2019",11.32%
"Sept. 30, 2019",8.02%
"Sept. 27, 2019",8.77%
"Sept. 26, 2019",9.51%
"Sept. 25, 2019",9.57%
"Sept. 24, 2019",10.35%
"Sept. 23, 2019",9.43%
"Sept. 20, 2019",8.73%
"Sept. 19, 2019",9.73%
"Sept. 18, 2019",8.95%
"Sept. 17, 2019",10.10%
"Sept. 16, 2019",10.27%
"Sept. 13, 2019",9.28%
"Sept. 12, 2019",8.68%
"Sept. 11, 2019",7.00%
"Sept. 10, 2019",8.06%
"Sept. 9, 2019",8.02%
"Sept. 6, 2019",6.68%
"Sept. 5, 2019",7.17%
"Sept. 4, 2019",9.24%
"Sept. 3, 2019",11.66%
"Aug. 30, 2019",10.92%
"Aug. 29, 2019",11.61%
"Aug. 28, 2019",14.44%
"Aug. 27, 2019",15.95%
"Aug. 26, 2019",16.37%
"Aug. 23, 2019",16.68%
"Aug. 22, 2019",12.43%
"Aug. 21, 2019",11.82%
"Aug. 20, 2019",12.03%
"Aug. 19, 2019",10.42%
"Aug. 16, 2019",10.98%
"Aug. 15, 2019",12.86%
"Aug. 14, 2019",11.65%
"Aug. 13, 2019",9.03%
"Aug. 12, 2019",11.01%
"Aug. 9, 2019",9.88%
"Aug. 8, 2019",9.66%
"Aug. 7, 2019",12.09%
"Aug. 6, 2019",11.32%
"Aug. 5, 2019",13.04%
"Aug. 2, 2019",9.01%
"Aug. 1, 2019",8.02%
"July 31, 2019",6.19%
"July 30, 2019",5.31%
"July 29, 2019",4.53%
"July 26, 2019",5.08%
"July 25, 2019",4.98%
"July 24, 2019",4.87%
"July 23, 2019",4.33%
"July 22, 2019",5.10%
"July 19, 2019",5.46%
"July 18, 2019",4.29%
"July 17, 2019",7.34%
"July 16, 2019",3.56%
"July 15, 2019",3.37%
"July 12, 2019",2.13%
"July 11, 2019",3.65%
"July 10, 2019",3.69%
"July 9, 2019",2.93%
"July 8, 2019",2.46%
"July 5, 2019",1.93%
"July 3, 2019",0.90%
"July 2, 2019",1.91%
"July 1, 2019",1.80%
"June 28, 2019",3.10%
"June 27, 2019",3.54%
"June 26, 2019",3.69%
"June 25, 2019",3.48%
"June 24, 2019",3.09%
"June 21, 2019",3.26%
"June 20, 2019",2.19%
"June 19, 2019",2.70%
"June 18, 2019",2.50%
"June 17, 2019",4.52%
"June 14, 2019",4.24%
"June 13, 2019",4.01%
"June 12, 2019",4.19%
"June 11, 2019",4.95%
"June 10, 2019",5.17%
"June 7, 2019",4.58%
"June 6, 2019",5.80%
"June 5, 2019",6.34%
"June 4, 2019",7.13%
"June 3, 2019",8.21%
"May 31, 2019",9.64%
"May 30, 2019",8.88%
"May 29, 2019",9.60%
"May 28, 2019",9.01%
"May 24, 2019",8.08%
"May 23, 2019",8.23%
"May 22, 2019",6.40%
"May 21, 2019",6.22%
"May 20, 2019",6.83%
"May 17, 2019",6.00%
"May 16, 2019",5.39%
"May 15, 2019",5.71%
"May 14, 2019",6.47%
"May 13, 2019",7.33%
"May 10, 2019",3.82%
"May 9, 2019",3.85%
"May 8, 2019",3.87%
"May 7, 2019",4.18%
"May 6, 2019",2.52%
"May 3, 2019",1.97%
"May 2, 2019",2.83%
"May 1, 2019",3.10%
"April 30, 2019",1.50%
"April 29, 2019",2.14%
"April 26, 2019",2.32%
"April 25, 2019",3.41%
"April 24, 2019",2.89%
"April 23, 2019",2.13%
"April 22, 2019",4.24%
"April 18, 2019",0.36%
"April 17, 2019",2.76%
"April 16, 2019",2.78%
"April 15, 2019",2.57%
"April 12, 2019",2.16%
"April 11, 2019",3.16%
"April 10, 2019",3.76%
"April 9, 2019",2.51%
"April 8, 2019",1.24%
"April 5, 2019",1.46%
"April 4, 2019",1.86%
"April 3, 2019",2.36%
"April 2, 2019",1.88%
"April 1, 2019",1.61%
"March 29, 2019",3.24%
"March 28, 2019",3.49%
"March 27, 2019",4.43%
"March 26, 2019",4.13%
"March 25, 2019",5.16%
"March 22, 2019",4.79%
"March 21, 2019",3.06%
"March 20, 2019",4.48%
"March 19, 2019",3.85%
"March 18, 2019",4.06%
"March 15, 2019",4.76%
"March 14, 2019",4.83%
"March 13, 2019",4.97%
"March 12, 2019",6.03%
"March 11, 2019",6.24%
"March 8, 2019",7.36%
"March 7, 2019",6.74%
"March 6, 2019",5.86%
"March 5, 2019",5.58%
"March 4, 2019",5.34%
"March 1, 2019",4.51%
"Feb. 28, 2019",5.63%
"Feb. 27, 2019",5.27%
"Feb. 26, 2019",5.77%
"Feb. 25, 2019",5.67%
"Feb. 22, 2019",6.26%
"Feb. 21, 2019",6.67%
"Feb. 20, 2019",5.31%
"Feb. 19, 2019",6.21%
"Feb. 15, 2019",5.88%
"Feb. 14, 2019",7.85%
"Feb. 13, 2019",7.17%
"Feb. 12, 2019",7.94%
"Feb. 11, 2019",9.30%
"Feb. 8, 2019",9.21%
"Feb. 7, 2019",9.55%
"Feb. 6, 2019",8.94%
"Feb. 5, 2019",9.09%
"Feb. 4, 2019",9.65%
"Feb. 1, 2019",12.20%
"Jan. 31, 2019",12.68%
"Jan. 30, 2019",12.96%
"Jan. 29, 2019",14.19%
"Jan. 28, 2019",15.21%
"Jan. 25, 2019",14.21%
"Jan. 24, 2019",15.04%
"Jan. 23, 2019",15.40%
"Jan. 22, 2019",16.16%
"Jan. 18, 2019",14.90%
"Jan. 17, 2019",16.51%
"Jan. 16, 2019",18.08%
"Jan. 15, 2019",18.30%
"Jan. 14, 2019",19.56%
"Jan. 11, 2019",19.77%
"Jan. 10, 2019",20.19%
"Jan. 9, 2019",22.42%
"Jan. 8, 2019",23.64%
"Jan. 7, 2019",23.38%
"Jan. 4, 2019",24.53%
"Jan. 3, 2019",29.66%
"Jan. 2, 2019",27.93%
"Dec. 31, 2018",27.65%
"Dec. 28, 2018",28.97%
"Dec. 27, 2018",28.18%
"Dec. 26, 2018",30.16%
"Dec. 24, 2018",35.10%
"Dec. 21, 2018",30.29%
"Dec. 20, 2018",29.06%
"Dec. 19, 2018",26.55%
"Dec. 18, 2018",25.03%
"Dec. 17, 2018",25.93%
"Dec. 14, 2018",25.10%
"Dec. 13, 2018",22.96%
"Dec. 12, 2018",23.43%
"Dec. 11, 2018",24.76%
"Dec. 10, 2018",23.73%
"Dec. 7, 2018",23.05%
"Dec. 6, 2018",20.58%
"Dec. 4, 2018",19.78%
"Dec. 3, 2018",15.04%
"Nov. 30, 2018",16.79%
"Nov. 29, 2018",17.60%
"Nov. 28, 2018",18.77%
"Nov. 27, 2018",19.95%
"Nov. 26, 2018",19.67%
"Nov. 23, 2018",19.64%
"Nov. 21, 2018",18.94%
"Nov. 20, 2018",18.95%
"Nov. 19, 2018",16.19%
"Nov. 16, 2018",15.35%
"Nov. 15, 2018",15.96%
"Nov. 14, 2018",16.14%
"Nov. 13, 2018",16.03%
"Nov. 12, 2018",15.67%
"Nov. 9, 2018",13.99%
"Nov. 8, 2018",13.96%
"Nov. 7, 2018",14.22%
"Nov. 6, 2018",15.57%
"Nov. 5, 2018",16.57%
"Nov. 2, 2018",17.93%
"Nov. 1, 2018",18.94%
"Oct. 31, 2018",18.64%
"Oct. 30, 2018",20.18%
"Oct. 29, 2018",21.80%
"Oct. 26, 2018",18.50%
"Oct. 25, 2018",17.40%
"Oct. 24, 2018",19.13%
"Oct. 23, 2018",14.97%
"Oct. 22, 2018",14.00%
"Oct. 19, 2018",14.94%
"Oct. 18, 2018",14.01%
"Oct. 17, 2018",11.95%
"Oct. 16, 2018",10.89%
"Oct. 15, 2018",14.00%
"Oct. 12, 2018",13.99%
"Oct. 11, 2018",15.99%
"Oct. 10, 2018",14.03%
"Oct. 9, 2018",10.94%
"Oct. 8, 2018",8.30%
"Oct. 5, 2018",8.82%
"Oct. 4, 2018",8.40%
"Oct. 3, 2018",7.96%
"Oct. 2, 2018",7.54%
"Oct. 1, 2018",7.43%
"Sept. 28, 2018",8.26%
"Sept. 27, 2018",8.52%
"Sept. 26, 2018",8.26%
"Sept. 25, 2018",8.39%
"Sept. 24, 2018",7.98%
"Sept. 21, 2018",6.77%
"Sept. 20, 2018",6.87%
"Sept. 19, 2018",7.35%
"Sept. 18, 2018",6.97%
"Sept. 17, 2018",7.22%
"Sept. 14, 2018",7.63%
"Sept. 13, 2018",7.24%
"Sept. 12, 2018",8.43%
"Sept. 11, 2018",8.99%
"Sept. 10, 2018",8.78%
"Sept. 7, 2018",9.15%
"Sept. 6, 2018",8.35%
"Sept. 5, 2018",9.68%
"Sept. 4, 2018",11.15%
"Aug. 31, 2018",11.56%
"Aug. 30, 2018",11.29%
"Aug. 29, 2018",10.36%
"Aug. 28, 2018",10.50%
"Aug. 27, 2018",10.79%
"Aug. 24, 2018",12.08%
"Aug. 23, 2018",11.73%
"Aug. 22, 2018",13.05%
"Aug. 21, 2018",12.44%
"Aug. 20, 2018",13.52%
"Aug. 17, 2018",13.74%
"Aug. 16, 2018",14.53%
"Aug. 15, 2018",15.22%
"Aug. 14, 2018",14.51%
"Aug. 13, 2018",15.84%
"Aug. 10, 2018",15.28%
"Aug. 9, 2018",14.63%
"Aug. 8, 2018",13.72%
"Aug. 7, 2018",12.87%
"Aug. 6, 2018",13.89%
"Aug. 3, 2018",13.42%
"Aug. 2, 2018",12.80%
"Aug. 1, 2018",12.08%
"July 31, 2018",10.15%
"July 30, 2018",12.06%
"July 27, 2018",10.36%
"July 26, 2018",10.51%
"July 25, 2018",11.28%
"July 24, 2018",13.16%
"July 23, 2018",14.24%
"July 20, 2018",14.03%
"July 19, 2018",18.08%
"July 18, 2018",16.80%
"July 17, 2018",17.36%
"July 16, 2018",19.04%
"July 13, 2018",18.25%
"July 12, 2018",17.93%
"July 11, 2018",20.68%
"July 10, 2018",18.06%
"July 9, 2018",18.56%
"July 6, 2018",19.94%
"July 5, 2018",20.60%
"July 3, 2018",20.59%
"July 2, 2018",20.69%
"June 29, 2018",21.33%
"June 28, 2018",22.11%
"June 27, 2018",22.10%
"June 26, 2018",21.48%
"June 25, 2018",21.46%
"June 22, 2018",21.49%
"June 21, 2018",21.51%
"June 20, 2018",19.38%
"June 19, 2018",18.78%
"June 18, 2018",16.67%
"June 15, 2018",16.45%
"June 14, 2018",15.70%
"June 13, 2018",15.22%
"June 12, 2018",14.90%
"June 11, 2018",15.19%
"June 8, 2018",15.20%
"June 7, 2018",15.03%
"June 6, 2018",15.86%
"June 5, 2018",16.73%
"June 4, 2018",16.52%
"June 1, 2018",16.56%
"May 31, 2018",18.28%
"May 30, 2018",16.29%
"May 29, 2018",18.05%
"May 25, 2018",16.12%
"May 24, 2018",15.80%
"May 23, 2018",15.61%
"May 22, 2018",15.96%
"May 21, 2018",16.25%
"May 18, 2018",17.94%
"May 17, 2018",18.91%
"May 16, 2018",18.57%
"May 15, 2018",18.73%
"May 14, 2018",18.77%
"May 11, 2018",18.72%
"May 10, 2018",18.77%
"May 9, 2018",20.08%
"May 8, 2018",21.30%
"May 7, 2018",19.87%
"May 4, 2018",20.10%
"May 3, 2018",20.54%
"May 2, 2018",20.86%
"May 1, 2018",19.58%
"April 30, 2018",19.44%
"April 27, 2018",17.92%
"April 26, 2018",18.02%
"April 25, 2018",17.82%
"April 24, 2018",17.69%
"April 23, 2018",16.39%
"April 20, 2018",15.07%
"April 19, 2018",16.17%
"April 18, 2018",15.20%
"April 17, 2018",15.72%
"April 16, 2018",17.26%
"April 13, 2018",17.77%
"April 12, 2018",17.48%
"April 11, 2018",19.27%
"April 10, 2018",18.16%
"April 9, 2018",21.15%
"April 6, 2018",21.22%
"April 5, 2018",18.19%
"April 4, 2018",19.47%
"April 3, 2018",20.61%
"April 2, 2018",22.16%
"March 29, 2018",20.40%
"March 28, 2018",21.41%
"March 27, 2018",20.50%
"March 26, 2018",18.19%
"March 23, 2018",21.21%
"March 22, 2018",18.24%
"March 21, 2018",14.74%
"March 20, 2018",15.41%
"March 19, 2018",15.62%
"March 16, 2018",14.42%
"March 15, 2018",14.96%
"March 14, 2018",15.46%
"March 13, 2018",14.63%
"March 12, 2018",14.08%
"March 9, 2018",12.62%
"March 8, 2018",14.84%
"March 7, 2018",15.53%
"March 6, 2018",16.37%
"March 5, 2018",17.01%
"March 2, 2018",17.30%
"March 1, 2018",18.04%
"Feb. 28, 2018",14.68%
"Feb. 27, 2018",12.59%
"Feb. 26, 2018",10.73%
"Feb. 23, 2018",11.72%
"Feb. 22, 2018",13.04%
"Feb. 21, 2018",12.49%
"Feb. 20, 2018",12.28%
"Feb. 16, 2018",12.51%
"Feb. 15, 2018",13.54%
"Feb. 14, 2018",15.84%
"Feb. 13, 2018",17.39%
"Feb. 12, 2018",16.63%
"Feb. 9, 2018",17.87%
"Feb. 8, 2018",19.39%
"Feb. 7, 2018",15.30%
"Feb. 6, 2018",15.14%
"Feb. 5, 2018",16.09%
"Feb. 2, 2018",11.28%
"Feb. 1, 2018",9.19%
"Jan. 31, 2018",9.18%
"Jan. 30, 2018",9.66%
"Jan. 29, 2018",7.96%
"Jan. 26, 2018",3.72%
"Jan. 25, 2018",4.56%
"Jan. 24, 2018",5.78%
"Jan. 23, 2018",6.03%
"Jan. 22, 2018",6.18%
"Jan. 19, 2018",5.71%
"Jan. 18, 2018",5.71%
"Jan. 17, 2018",5.11%
"Jan. 16, 2018",5.30%
"Jan. 12, 2018",4.52%
"Jan. 11, 2018",5.28%
"Jan. 10, 2018",5.84%
"Jan. 9, 2018",6.57%
