date,liabilities
"Dec. 31, 2019",39.97B
"Sept. 30, 2019",41.80B
"June 30, 2019",39.69B
"March 31, 2019",39.60B
"Dec. 31, 2018",39.42B
"Sept. 30, 2018",43.51B
"June 30, 2018",42.09B
"March 31, 2018",43.17B
"Dec. 31, 2017",42.80B
"Sept. 30, 2017",35.54B
"June 30, 2017",35.12B
"March 31, 2017",34.30B
"Dec. 31, 2016",34.60B
"Sept. 30, 2016",34.18B
"June 30, 2016",32.24B
"March 31, 2016",31.99B
"Dec. 31, 2015",30.90B
"Sept. 30, 2015",28.73B
"June 30, 2015",27.82B
"March 31, 2015",27.68B
"Dec. 31, 2014",27.67B
"Sept. 30, 2014",27.12B
"June 30, 2014",27.78B
"March 31, 2014",27.73B
"Dec. 31, 2013",27.86B
"Sept. 30, 2013",29.33B
"June 30, 2013",28.31B
"March 31, 2013",28.27B
"Dec. 31, 2012",28.79B
"Sept. 30, 2012",27.86B
"June 30, 2012",28.09B
"March 31, 2012",28.53B
"Dec. 31, 2011",28.91B
"Sept. 30, 2011",27.68B
"June 30, 2011",27.47B
"March 31, 2011",27.09B
"Dec. 31, 2010",27.05B
"Sept. 30, 2010",27.65B
"June 30, 2010",26.96B
"March 31, 2010",26.92B
"Dec. 31, 2009",27.02B
"Sept. 30, 2009",26.18B
"June 30, 2009",26.58B
"March 31, 2009",26.86B
"Dec. 31, 2008",28.22B
"Sept. 30, 2008",27.54B
"June 30, 2008",26.52B
"March 31, 2008",25.31B
"Dec. 31, 2007",24.58B
"Sept. 30, 2007",24.65B
"June 30, 2007",23.97B
"March 31, 2007",22.05B
"Dec. 31, 2006",21.22B
"Sept. 30, 2006",21.38B
"June 30, 2006",21.53B
"March 31, 2006",21.29B
"Dec. 31, 2005",20.87B
"Sept. 30, 2005",20.83B
"June 30, 2005",21.05B
"March 31, 2005",23.23B
"Dec. 31, 2004",19.81B
"Sept. 30, 2004",18.78B
"June 30, 2004",18.66B
"March 31, 2004",18.91B
"Dec. 31, 2003",18.58B
"Sept. 30, 2003",18.50B
"June 30, 2003",18.79B
"March 31, 2003",18.74B
"Dec. 31, 2002",18.64B
"Sept. 30, 2002",14.18B
"June 30, 2002",14.71B
"March 31, 2002",14.71B
"Dec. 31, 2001",15.06B
"Sept. 30, 2001",16.08B
"June 30, 2001",15.42B
"March 31, 2001",15.20B
"Dec. 31, 2000",15.47B
"Sept. 30, 2000",16.58B
"June 30, 2000",15.48B
"March 31, 2000",15.89B
"Dec. 31, 1999",14.93B
"Sept. 30, 1999",9.53B
"June 30, 1999",9.063B
"March 31, 1999",10.08B
"Dec. 31, 1998",14.66B
"Sept. 30, 1998",8.992B
"June 30, 1998",9.074B
"March 31, 1998",8.837B
"Dec. 31, 1997",9.321B
"Sept. 30, 1997",8.655B
"June 30, 1997",8.56B
"March 31, 1997",8.528B
"Dec. 31, 1996",8.649B
"Sept. 30, 1996",8.905B
"June 30, 1996",9.108B
"March 31, 1996",8.931B
"Dec. 31, 1995",8.873B
"Sept. 30, 1995",8.624B
"June 30, 1995",8.70B
"March 31, 1995",8.514B
"Dec. 31, 1994",8.339B
"Sept. 30, 1994",8.106B
"June 30, 1994",8.161B
"March 31, 1994",8.321B
"Dec. 31, 1993",8.439B
"Sept. 30, 1993",7.975B
"June 30, 1993",8.317B
"March 31, 1993",8.318B
"Dec. 31, 1992",8.505B
"Sept. 30, 1992",6.905B
"June 30, 1992",7.201B
"March 31, 1992",7.299B
"Dec. 31, 1991",7.399B
"Sept. 30, 1991",7.487B
"June 30, 1991",7.049B
"March 31, 1991",7.09B
"Dec. 31, 1990",7.076B
"Sept. 30, 1990",7.124B
"June 30, 1990",7.086B
"March 31, 1990",6.87B
"Dec. 31, 1989",6.72B
"Sept. 30, 1989",6.49B
"Dec. 31, 1988",6.737B
"Dec. 31, 1987",7.097B
"Dec. 31, 1986",7.598B
"Dec. 31, 1985",7.438B
"Dec. 31, 1984",5.198B
