date,historical_monthly_var_5_all
"Feb. 29, 2020",10.35%
"Jan. 31, 2020",10.36%
"Dec. 31, 2019",10.36%
"Nov. 30, 2019",10.37%
"Oct. 31, 2019",10.39%
"Sept. 30, 2019",10.39%
"Aug. 31, 2019",10.40%
"July 31, 2019",10.43%
"June 30, 2019",10.45%
"May 31, 2019",10.46%
"April 30, 2019",10.48%
"March 31, 2019",10.50%
"Feb. 28, 2019",10.52%
"Jan. 31, 2019",10.54%
"Dec. 31, 2018",10.54%
"Nov. 30, 2018",10.52%
"Oct. 31, 2018",10.51%
"Sept. 30, 2018",10.45%
"Aug. 31, 2018",10.45%
"July 31, 2018",10.48%
"June 30, 2018",10.50%
"May 31, 2018",10.52%
"April 30, 2018",10.53%
"March 31, 2018",10.56%
"Feb. 28, 2018",10.57%
"Jan. 31, 2018",10.58%
"Dec. 31, 2017",10.60%
"Nov. 30, 2017",10.64%
"Oct. 31, 2017",10.69%
"Sept. 30, 2017",10.70%
"Aug. 31, 2017",10.70%
"July 31, 2017",10.71%
"June 30, 2017",10.72%
"May 31, 2017",10.74%
"April 30, 2017",10.77%
"March 31, 2017",10.78%
"Feb. 28, 2017",10.78%
"Jan. 31, 2017",10.79%
"Dec. 31, 2016",10.81%
"Nov. 30, 2016",10.84%
"Oct. 31, 2016",10.88%
"Sept. 30, 2016",10.89%
"Aug. 31, 2016",10.91%
"July 31, 2016",10.93%
"June 30, 2016",10.94%
"May 31, 2016",10.95%
"April 30, 2016",10.96%
"March 31, 2016",10.97%
"Feb. 29, 2016",10.98%
"Jan. 31, 2016",11.00%
"Dec. 31, 2015",11.04%
"Nov. 30, 2015",11.04%
"Oct. 31, 2015",11.09%
"Sept. 30, 2015",11.10%
"Aug. 31, 2015",11.10%
"July 31, 2015",11.11%
"June 30, 2015",11.12%
"May 31, 2015",11.12%
"April 30, 2015",11.13%
"March 31, 2015",11.16%
"Feb. 28, 2015",11.18%
"Jan. 31, 2015",11.18%
"Dec. 31, 2014",11.19%
"Nov. 30, 2014",11.24%
"Oct. 31, 2014",11.25%
"Sept. 30, 2014",11.26%
"Aug. 31, 2014",11.27%
"July 31, 2014",11.31%
"June 30, 2014",11.33%
"May 31, 2014",11.33%
"April 30, 2014",11.34%
"March 31, 2014",11.35%
"Feb. 28, 2014",11.36%
"Jan. 31, 2014",11.36%
"Dec. 31, 2013",11.37%
"Nov. 30, 2013",11.38%
"Oct. 31, 2013",11.40%
"Sept. 30, 2013",11.45%
"Aug. 31, 2013",11.46%
"July 31, 2013",11.47%
"June 30, 2013",11.48%
"May 31, 2013",11.50%
"April 30, 2013",11.52%
"March 31, 2013",11.59%
"Feb. 28, 2013",11.59%
"Jan. 31, 2013",11.63%
"Dec. 31, 2012",11.64%
"Nov. 30, 2012",11.72%
"Oct. 31, 2012",11.75%
"Sept. 30, 2012",11.75%
"Aug. 31, 2012",11.76%
"July 31, 2012",11.76%
"June 30, 2012",11.78%
"May 31, 2012",11.81%
"April 30, 2012",11.82%
"March 31, 2012",11.84%
"Feb. 29, 2012",11.85%
"Jan. 31, 2012",11.85%
"Dec. 31, 2011",11.87%
"Nov. 30, 2011",11.89%
"Oct. 31, 2011",11.92%
"Sept. 30, 2011",11.93%
"Aug. 31, 2011",11.95%
"July 31, 2011",11.62%
"June 30, 2011",11.63%
"May 31, 2011",11.70%
"April 30, 2011",11.75%
"March 31, 2011",11.75%
"Feb. 28, 2011",11.76%
"Jan. 31, 2011",11.76%
"Dec. 31, 2010",11.77%
"Nov. 30, 2010",11.80%
"Oct. 31, 2010",11.82%
"Sept. 30, 2010",11.83%
"Aug. 31, 2010",11.85%
"July 31, 2010",11.86%
"June 30, 2010",11.88%
"May 31, 2010",11.90%
"April 30, 2010",11.91%
"March 31, 2010",11.93%
"Feb. 28, 2010",11.95%
"Jan. 31, 2010",11.95%
"Dec. 31, 2009",11.96%
"Nov. 30, 2009",12.01%
"Oct. 31, 2009",12.04%
"Sept. 30, 2009",12.11%
"Aug. 31, 2009",12.18%
"July 31, 2009",12.21%
"June 30, 2009",11.95%
"May 31, 2009",11.99%
"April 30, 2009",12.02%
"March 31, 2009",12.07%
"Feb. 28, 2009",11.82%
"Jan. 31, 2009",11.77%
"Dec. 31, 2008",11.80%
"Nov. 30, 2008",11.76%
"Oct. 31, 2008",11.46%
"Sept. 30, 2008",11.10%
"Aug. 31, 2008",10.97%
"July 31, 2008",10.98%
"June 30, 2008",10.92%
"May 31, 2008",10.72%
"April 30, 2008",10.76%
"March 31, 2008",10.78%
"Feb. 29, 2008",10.79%
"Jan. 31, 2008",10.80%
"Dec. 31, 2007",10.80%
"Nov. 30, 2007",10.85%
"Oct. 31, 2007",10.92%
"Sept. 30, 2007",10.95%
"Aug. 31, 2007",10.95%
"July 31, 2007",10.96%
"June 30, 2007",10.97%
"May 31, 2007",10.98%
"April 30, 2007",11.04%
"March 31, 2007",11.05%
"Feb. 28, 2007",11.10%
"Jan. 31, 2007",11.11%
"Dec. 31, 2006",11.12%
"Nov. 30, 2006",11.15%
"Oct. 31, 2006",11.21%
"Sept. 30, 2006",11.24%
"Aug. 31, 2006",11.25%
"July 31, 2006",11.26%
"June 30, 2006",11.30%
"May 31, 2006",11.26%
"April 30, 2006",11.26%
"March 31, 2006",11.31%
"Feb. 28, 2006",11.33%
"Jan. 31, 2006",11.34%
"Dec. 31, 2005",11.34%
"Nov. 30, 2005",11.36%
"Oct. 31, 2005",11.36%
"Sept. 30, 2005",11.38%
"Aug. 31, 2005",11.43%
"July 31, 2005",11.46%
"June 30, 2005",11.46%
"May 31, 2005",11.47%
"April 30, 2005",11.52%
"March 31, 2005",11.54%
"Feb. 28, 2005",11.59%
"Jan. 31, 2005",11.61%
"Dec. 31, 2004",11.68%
"Nov. 30, 2004",11.76%
"Oct. 31, 2004",11.78%
"Sept. 30, 2004",11.81%
"Aug. 31, 2004",11.84%
"July 31, 2004",11.87%
"June 30, 2004",11.88%
"May 31, 2004",11.91%
"April 30, 2004",11.94%
"March 31, 2004",12.04%
"Feb. 29, 2004",12.17%
"Jan. 31, 2004",12.20%
"Dec. 31, 2003",12.25%
"Nov. 30, 2003",12.31%
"Oct. 31, 2003",12.37%
