date,sales_est_0q
"March 19, 2020",8.822B
"March 18, 2020",8.844B
"March 17, 2020",8.862B
"March 16, 2020",8.865B
"March 11, 2020",8.855B
"March 10, 2020",8.866B
"March 6, 2020",8.864B
"March 5, 2020",8.866B
"March 3, 2020",8.879B
"Feb. 28, 2020",8.884B
"Feb. 5, 2020",8.884B
"Feb. 4, 2020",8.889B
"Feb. 3, 2020",8.895B
"Feb. 2, 2020",8.946B
"Jan. 31, 2020",8.999B
"Jan. 17, 2020",9.106B
"Jan. 13, 2020",9.125B
"Jan. 12, 2020",9.109B
"Dec. 31, 2019",9.622B
"Dec. 23, 2019",9.621B
"Dec. 12, 2019",9.618B
"Dec. 4, 2019",9.620B
"Nov. 26, 2019",9.620B
"Nov. 22, 2019",9.620B
"Nov. 21, 2019",9.570B
"Oct. 31, 2019",9.565B
"Oct. 22, 2019",9.569B
"Oct. 21, 2019",9.582B
"Oct. 18, 2019",9.614B
"Oct. 17, 2019",9.657B
"Oct. 14, 2019",9.662B
"Oct. 11, 2019",9.666B
"Oct. 10, 2019",9.682B
"Oct. 9, 2019",9.712B
"Oct. 3, 2019",9.715B
"Sept. 30, 2019",9.120B
"Sept. 9, 2019",9.129B
"Aug. 2, 2019",9.126B
"July 30, 2019",9.126B
"July 25, 2019",9.128B
"July 22, 2019",9.129B
"July 19, 2019",9.181B
"July 18, 2019",9.202B
"July 16, 2019",9.243B
"July 12, 2019",9.246B
"July 10, 2019",9.248B
"July 9, 2019",9.246B
"June 30, 2019",9.369B
"June 21, 2019",9.357B
"June 19, 2019",9.363B
"May 31, 2019",9.380B
"May 13, 2019",9.372B
"May 10, 2019",9.370B
"May 8, 2019",9.362B
"May 3, 2019",9.360B
"April 26, 2019",9.354B
"April 23, 2019",9.354B
"April 22, 2019",9.344B
"April 21, 2019",9.275B
"April 18, 2019",9.271B
"April 17, 2019",9.235B
"April 16, 2019",9.234B
"April 10, 2019",9.240B
"March 31, 2019",8.635B
"March 24, 2019",8.632B
"March 18, 2019",8.634B
"March 14, 2019",8.643B
"Feb. 13, 2019",8.644B
"Feb. 7, 2019",8.640B
"Feb. 5, 2019",8.633B
"Feb. 4, 2019",8.691B
"Feb. 3, 2019",8.690B
"Feb. 1, 2019",8.895B
"Jan. 30, 2019",8.962B
"Jan. 25, 2019",9.007B
"Jan. 24, 2019",9.007B
"Jan. 19, 2019",9.007B
"Jan. 16, 2019",8.987B
"Jan. 11, 2019",9.000B
"Jan. 10, 2019",9.040B
"Jan. 9, 2019",9.062B
"Jan. 7, 2019",8.831B
"Jan. 4, 2019",8.835B
"Dec. 31, 2018",9.721B
"Dec. 17, 2018",9.724B
"Dec. 16, 2018",9.725B
"Dec. 6, 2018",9.726B
"Nov. 28, 2018",9.725B
"Nov. 21, 2018",9.724B
"Nov. 14, 2018",9.723B
"Nov. 13, 2018",9.721B
"Nov. 2, 2018",9.709B
"Oct. 23, 2018",9.708B
"Oct. 22, 2018",9.712B
"Oct. 21, 2018",10.23B
"Oct. 19, 2018",10.34B
"Oct. 17, 2018",11.38B
"Oct. 15, 2018",11.32B
"Oct. 14, 2018",11.33B
"Oct. 12, 2018",11.33B
"Oct. 11, 2018",11.33B
"Oct. 10, 2018",11.32B
"Oct. 8, 2018",11.31B
"Oct. 2, 2018",11.31B
"Oct. 1, 2018",11.31B
"Sept. 30, 2018",10.75B
"Sept. 28, 2018",10.73B
"Sept. 25, 2018",10.73B
"Sept. 21, 2018",10.75B
"Sept. 6, 2018",10.75B
"Aug. 28, 2018",10.74B
"Aug. 24, 2018",10.74B
"Aug. 3, 2018",10.74B
"July 24, 2018",10.74B
"July 23, 2018",10.74B
"July 22, 2018",10.73B
"July 20, 2018",10.72B
"July 18, 2018",10.66B
"July 16, 2018",10.67B
"July 13, 2018",10.68B
"July 12, 2018",10.67B
"July 11, 2018",10.68B
"July 10, 2018",10.68B
"June 30, 2018",10.79B
"June 27, 2018",10.81B
"May 22, 2018",10.81B
"May 18, 2018",10.81B
"May 17, 2018",10.81B
"April 30, 2018",10.81B
"April 24, 2018",10.81B
"April 23, 2018",10.80B
"April 22, 2018",10.80B
"April 21, 2018",10.80B
"April 20, 2018",10.78B
"April 9, 2018",10.64B
"April 4, 2018",10.64B
"March 31, 2018",10.03B
"March 29, 2018",10.04B
"March 21, 2018",10.04B
"March 1, 2018",10.03B
"Feb. 20, 2018",10.03B
"Feb. 6, 2018",10.03B
"Jan. 29, 2018",10.02B
"Jan. 28, 2018",10.02B
"Jan. 27, 2018",10.03B
"Jan. 26, 2018",10.03B
"Jan. 23, 2018",10.03B
"Jan. 8, 2018",10.02B
"Jan. 5, 2018",10.01B
