Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/27/2020,02/28/2020,03/06/2020,02/13/2020,Normal,0.90
11/14/2019,11/15/2019,12/06/2019,09/27/2019,Normal,0.90
08/15/2019,08/16/2019,09/06/2019,07/26/2019,Normal,0.82
05/23/2019,05/24/2019,06/14/2019,04/29/2019,Normal,0.82
02/21/2019,02/22/2019,03/08/2019,02/08/2019,Normal,0.82
11/15/2018,11/16/2018,12/07/2018,09/29/2018,Normal,0.82
08/16/2018,08/17/2018,09/07/2018,07/27/2018,Normal,0.745
05/17/2018,05/18/2018,06/08/2018,04/23/2018,Normal,0.745
02/22/2018,02/23/2018,03/09/2018,02/09/2018,Normal,0.745
11/16/2017,11/17/2017,12/08/2017,09/29/2017,Normal,0.745
08/16/2017,08/18/2017,09/08/2017,08/01/2017,Normal,0.665
05/17/2017,05/19/2017,06/09/2017,04/24/2017,Normal,0.665
02/22/2017,02/24/2017,03/10/2017,02/09/2017,Normal,0.665
11/16/2016,11/18/2016,12/09/2016,10/28/2016,Normal,0.665
08/17/2016,08/19/2016,09/09/2016,07/29/2016,Normal,0.595
05/17/2016,05/19/2016,06/10/2016,04/25/2016,Normal,0.595
02/23/2016,02/25/2016,03/10/2016,02/12/2016,Normal,0.595
11/17/2015,11/19/2015,12/10/2015,10/30/2015,Normal,0.595
08/18/2015,08/20/2015,09/10/2015,07/31/2015,Normal,0.5175
05/19/2015,05/21/2015,06/10/2015,04/27/2015,Normal,0.5175
02/24/2015,02/26/2015,03/10/2015,02/12/2015,Normal,0.5175
11/18/2014,11/20/2014,12/10/2014,10/31/2014,Normal,0.5175
08/19/2014,08/21/2014,09/10/2014,07/25/2014,Normal,0.45
05/20/2014,05/22/2014,06/10/2014,04/28/2014,Normal,0.45
02/25/2014,02/27/2014,03/10/2014,02/13/2014,Normal,0.45
11/19/2013,11/21/2013,12/10/2013,10/22/2013,Normal,0.45
08/16/2013,08/20/2013,09/10/2013,07/26/2013,Normal,0.41
05/16/2013,05/20/2013,06/10/2013,04/22/2013,Normal,0.41
02/21/2013,02/25/2013,03/11/2013,02/14/2013,Normal,0.41
11/16/2012,11/20/2012,12/10/2012,10/26/2012,Normal,0.41
08/16/2012,08/20/2012,09/10/2012,07/26/2012,Normal,0.3725
05/16/2012,05/18/2012,06/08/2012,04/24/2012,Normal,0.3725
02/23/2012,02/27/2012,03/09/2012,02/17/2012,Normal,0.3725
11/16/2011,11/18/2011,12/09/2011,10/29/2011,Normal,0.3725
08/17/2011,08/19/2011,09/09/2011,07/30/2011,Normal,0.3325
05/18/2011,05/20/2011,06/10/2011,04/26/2011,Normal,0.3325
02/16/2011,02/18/2011,03/10/2011,02/11/2011,Normal,0.3325
11/17/2010,11/19/2010,12/10/2010,10/30/2010,Normal,0.3025
08/18/2010,08/20/2010,09/10/2010,07/31/2010,Normal,0.3025
05/18/2010,05/20/2010,06/10/2010,04/27/2010,Normal,0.3025
