date,asset_utilization
"Dec. 31, 2019",0.6267
"Sept. 30, 2019",0.6238
"June 30, 2019",0.6526
"March 31, 2019",0.6737
"Dec. 31, 2018",0.6968
"Sept. 30, 2018",0.7177
"June 30, 2018",0.7221
"March 31, 2018",0.7203
"Dec. 31, 2017",0.7217
"Sept. 30, 2017",0.7216
"June 30, 2017",0.7307
"March 31, 2017",0.7437
"Dec. 31, 2016",0.76
"Sept. 30, 2016",0.7827
"June 30, 2016",0.8017
"March 31, 2016",0.8168
"Dec. 31, 2015",0.8273
"Sept. 30, 2015",0.8448
"June 30, 2015",0.8557
"March 31, 2015",0.8685
"Dec. 31, 2014",0.8784
"Sept. 30, 2014",0.885
"June 30, 2014",0.8906
"March 31, 2014",0.8973
"Dec. 31, 2013",0.9055
"Sept. 30, 2013",0.9051
"June 30, 2013",0.9162
"March 31, 2013",0.918
"Dec. 31, 2012",0.9264
"Sept. 30, 2012",0.9349
"June 30, 2012",0.9404
"March 31, 2012",0.9377
"Dec. 31, 2011",0.9336
"Sept. 30, 2011",0.923
"June 30, 2011",0.9089
"March 31, 2011",0.8955
"Dec. 31, 2010",0.8853
"Sept. 30, 2010",0.8767
"June 30, 2010",0.8791
"March 31, 2010",0.8775
"Dec. 31, 2009",0.8743
"Sept. 30, 2009",0.887
"June 30, 2009",0.926
"March 31, 2009",0.986
"Dec. 31, 2008",1.026
"Sept. 30, 2008",1.057
"June 30, 2008",1.075
"March 31, 2008",1.076
"Dec. 31, 2007",1.077
"Sept. 30, 2007",1.053
"June 30, 2007",1.031
"March 31, 2007",1.008
"Dec. 31, 2006",0.9803
"Sept. 30, 2006",0.9416
"June 30, 2006",0.9097
"March 31, 2006",0.8711
"Dec. 31, 2005",0.8528
"Sept. 30, 2005",0.8415
"June 30, 2005",0.8396
"March 31, 2005",0.8347
"Dec. 31, 2004",0.8555
"Sept. 30, 2004",0.8559
"June 30, 2004",0.8429
"March 31, 2004",0.83
"Dec. 31, 2003",0.8149
"Sept. 30, 2003",0.8311
"June 30, 2003",0.8461
"March 31, 2003",0.8707
"Dec. 31, 2002",0.8887
"Sept. 30, 2002",0.9048
"June 30, 2002",0.9108
"March 31, 2002",0.9276
"Dec. 31, 2001",0.9502
"Sept. 30, 2001",0.9613
"June 30, 2001",0.9813
"March 31, 2001",0.9917
"Dec. 31, 2000",1.006
"Sept. 30, 2000",1.083
"June 30, 2000",1.199
"March 31, 2000",1.304
"Dec. 31, 1999",1.309
"Sept. 30, 1999",1.84
"June 30, 1999",1.721
"March 31, 1999",1.600
"Dec. 31, 1998",1.510
"Sept. 30, 1998",1.698
"June 30, 1998",1.720
"March 31, 1998",1.728
"Dec. 31, 1997",1.724
"Sept. 30, 1997",1.090
"June 30, 1997",1.068
"March 31, 1997",1.055
"Dec. 31, 1996",1.095
"Sept. 30, 1996",1.132
"June 30, 1996",1.160
"March 31, 1996",1.207
"Dec. 31, 1995",1.203
"Sept. 30, 1995",1.213
"June 30, 1995",1.206
"March 31, 1995",1.192
"Dec. 31, 1994",1.172
"Sept. 30, 1994",1.145
"June 30, 1994",1.122
"March 31, 1994",1.114
"Dec. 31, 1993",1.108
"Sept. 30, 1993",1.117
"June 30, 1993",1.127
"March 31, 1993",1.134
"Dec. 31, 1992",1.147
"Sept. 30, 1992",1.152
"June 30, 1992",1.145
"March 31, 1992",1.142
"Dec. 31, 1991",1.134
"Sept. 30, 1991",1.146
"June 30, 1991",1.153
"March 31, 1991",1.171
"Dec. 31, 1990",1.195
"Sept. 30, 1990",1.197
"June 30, 1990",1.189
"March 31, 1990",1.191
"Dec. 31, 1989",1.188
