date,forward_pe_ratio
"March 19, 2020",13.72
"March 18, 2020",13.80
"March 17, 2020",15.21
"March 16, 2020",15.61
"March 13, 2020",17.24
"March 12, 2020",15.50
"March 11, 2020",17.63
"March 10, 2020",18.58
"March 9, 2020",17.57
"March 6, 2020",18.85
"March 5, 2020",18.96
"March 4, 2020",19.68
"March 3, 2020",18.61
"March 2, 2020",18.88
"Feb. 28, 2020",18.64
"Feb. 27, 2020",18.34
"Feb. 26, 2020",19.21
"Feb. 25, 2020",19.29
"Feb. 24, 2020",20.14
"Feb. 21, 2020",20.67
"Feb. 20, 2020",20.77
"Feb. 19, 2020",20.79
"Feb. 18, 2020",20.62
"Feb. 14, 2020",20.78
"Feb. 13, 2020",20.70
"Feb. 12, 2020",20.82
"Feb. 11, 2020",20.59
"Feb. 10, 2020",20.34
"Feb. 7, 2020",20.15
"Feb. 6, 2020",20.27
"Feb. 5, 2020",20.33
"Feb. 4, 2020",20.14
"Feb. 3, 2020",19.69
"Jan. 31, 2020",19.91
"Jan. 30, 2020",20.50
"Jan. 29, 2020",20.19
"Jan. 28, 2020",20.17
"Jan. 27, 2020",19.95
"Jan. 24, 2020",20.36
"Jan. 23, 2020",20.64
"Jan. 22, 2020",20.69
"Jan. 21, 2020",20.80
"Jan. 17, 2020",21.06
"Jan. 16, 2020",20.95
"Jan. 15, 2020",20.77
"Jan. 14, 2020",20.74
"Jan. 13, 2020",20.83
"Jan. 10, 2020",20.54
"Jan. 9, 2020",20.58
"Jan. 8, 2020",20.43
"Jan. 7, 2020",20.41
"Jan. 6, 2020",20.40
"Jan. 3, 2020",20.56
"Jan. 2, 2020",20.78
"Dec. 31, 2019",20.34
"Dec. 30, 2019",21.68
"Dec. 27, 2019",21.68
"Dec. 26, 2019",21.73
"Dec. 24, 2019",21.66
"Dec. 23, 2019",21.68
"Dec. 20, 2019",21.68
"Dec. 19, 2019",21.69
"Dec. 18, 2019",21.46
"Dec. 17, 2019",21.71
"Dec. 16, 2019",21.67
"Dec. 13, 2019",21.75
"Dec. 12, 2019",21.80
"Dec. 11, 2019",21.63
"Dec. 10, 2019",21.38
"Dec. 9, 2019",21.44
"Dec. 6, 2019",21.56
"Dec. 5, 2019",21.38
"Dec. 4, 2019",21.28
"Dec. 3, 2019",21.20
"Dec. 2, 2019",21.42
"Nov. 29, 2019",21.94
"Nov. 27, 2019",22.05
"Nov. 26, 2019",21.94
"Nov. 25, 2019",21.69
"Nov. 22, 2019",21.72
"Nov. 21, 2019",21.69
"Nov. 20, 2019",21.78
"Nov. 19, 2019",22.13
"Nov. 18, 2019",22.09
"Nov. 15, 2019",22.33
"Nov. 14, 2019",22.07
"Nov. 13, 2019",22.36
"Nov. 12, 2019",22.36
"Nov. 11, 2019",22.22
"Nov. 8, 2019",22.27
"Nov. 7, 2019",22.08
"Nov. 6, 2019",22.22
"Nov. 5, 2019",22.20
"Nov. 4, 2019",22.12
"Nov. 1, 2019",21.64
"Oct. 31, 2019",21.22
"Oct. 30, 2019",21.45
"Oct. 29, 2019",21.28
"Oct. 28, 2019",21.22
"Oct. 25, 2019",21.09
"Oct. 24, 2019",21.07
"Oct. 23, 2019",20.87
"Oct. 22, 2019",20.76
"Oct. 21, 2019",20.76
"Oct. 18, 2019",20.34
"Oct. 17, 2019",20.58
"Oct. 16, 2019",20.11
"Oct. 15, 2019",20.11
"Oct. 14, 2019",20.03
"Oct. 11, 2019",20.09
"Oct. 10, 2019",19.78
"Oct. 9, 2019",19.64
"Oct. 8, 2019",19.49
"Oct. 7, 2019",20.05
"Oct. 4, 2019",20.11
"Oct. 3, 2019",19.85
"Oct. 2, 2019",19.79
"Oct. 1, 2019",20.17
"Sept. 30, 2019",20.79
"Sept. 27, 2019",20.65
"Sept. 26, 2019",20.52
"Sept. 25, 2019",20.51
"Sept. 24, 2019",20.37
"Sept. 23, 2019",20.54
"Sept. 20, 2019",20.68
"Sept. 19, 2019",20.49
"Sept. 18, 2019",20.64
"Sept. 17, 2019",20.45
"Sept. 16, 2019",20.42
"Sept. 13, 2019",20.61
"Sept. 12, 2019",20.72
"Sept. 11, 2019",21.05
"Sept. 10, 2019",20.84
"Sept. 9, 2019",20.85
"Sept. 6, 2019",21.03
"Sept. 5, 2019",20.93
"Sept. 4, 2019",20.54
"Sept. 3, 2019",20.09
"Aug. 30, 2019",20.23
"Aug. 29, 2019",20.10
"Aug. 28, 2019",19.60
"Aug. 27, 2019",19.35
"Aug. 26, 2019",19.28
"Aug. 23, 2019",19.23
"Aug. 22, 2019",20.02
"Aug. 21, 2019",20.13
"Aug. 20, 2019",20.09
"Aug. 19, 2019",20.38
"Aug. 16, 2019",20.28
"Aug. 15, 2019",19.94
"Aug. 14, 2019",20.16
"Aug. 13, 2019",20.64
"Aug. 12, 2019",20.27
"Aug. 9, 2019",20.48
"Aug. 8, 2019",20.52
"Aug. 7, 2019",20.08
"Aug. 6, 2019",20.22
"Aug. 5, 2019",19.91
"Aug. 2, 2019",20.64
"Aug. 1, 2019",20.83
"July 31, 2019",21.19
"July 30, 2019",21.37
"July 29, 2019",21.45
"July 26, 2019",21.33
"July 25, 2019",21.35
"July 24, 2019",21.38
"July 23, 2019",21.49
"July 22, 2019",21.33
"July 19, 2019",21.26
"July 18, 2019",21.37
"July 17, 2019",20.72
"July 16, 2019",21.48
"July 15, 2019",21.50
"July 12, 2019",21.77
"July 11, 2019",21.45
"July 10, 2019",21.44
"July 9, 2019",21.57
"July 8, 2019",21.59
"July 5, 2019",21.70
"July 3, 2019",21.92
"July 2, 2019",21.70
"July 1, 2019",21.73
"June 30, 2019",
"June 28, 2019",21.45
"June 27, 2019",21.36
"June 26, 2019",21.33
"June 25, 2019",21.37
"June 24, 2019",21.45
"June 21, 2019",21.42
"June 20, 2019",21.66
"June 19, 2019",21.55
"June 18, 2019",21.60
"June 17, 2019",21.18
"June 14, 2019",21.23
"June 13, 2019",21.28
"June 12, 2019",21.24
"June 11, 2019",21.09
"June 10, 2019",21.05
"June 7, 2019",21.17
"June 6, 2019",20.92
"June 5, 2019",20.82
"June 4, 2019",20.66
"June 3, 2019",20.45
"May 31, 2019",20.19
"May 30, 2019",20.33
"May 29, 2019",20.20
"May 28, 2019",20.31
"May 24, 2019",20.48
"May 23, 2019",20.45
"May 22, 2019",20.80
"May 21, 2019",20.84
"May 20, 2019",20.72
"May 17, 2019",20.88
"May 16, 2019",20.99
"May 15, 2019",20.81
"May 14, 2019",20.66
"May 13, 2019",20.50
"May 10, 2019",21.09
"May 9, 2019",20.94
"May 8, 2019",20.93
"May 7, 2019",20.87
"May 6, 2019",21.21
"May 3, 2019",21.32
"May 2, 2019",21.06
"May 1, 2019",21.00
"April 30, 2019",21.33
"April 29, 2019",21.20
"April 26, 2019",21.16
"April 25, 2019",20.94
"April 24, 2019",21.05
"April 23, 2019",21.11
"April 22, 2019",20.67
"April 18, 2019",20.77
"April 17, 2019",20.01
"April 16, 2019",20.01
"April 15, 2019",19.91
"April 12, 2019",19.96
"April 11, 2019",19.77
"April 10, 2019",19.66
"April 9, 2019",19.76
"April 8, 2019",19.91
"April 5, 2019",19.87
"April 4, 2019",19.79
"April 3, 2019",19.70
"April 2, 2019",19.79
"April 1, 2019",19.84
"March 31, 2019",
"March 29, 2019",19.53
"March 28, 2019",19.48
"March 27, 2019",19.30
"March 26, 2019",19.35
"March 25, 2019",19.16
"March 22, 2019",19.15
"March 21, 2019",19.47
"March 20, 2019",19.20
"March 19, 2019",19.32
"March 18, 2019",19.28
"March 15, 2019",19.09
"March 14, 2019",19.08
"March 13, 2019",19.05
"March 12, 2019",18.86
"March 11, 2019",18.82
"March 8, 2019",18.63
"March 7, 2019",18.74
"March 6, 2019",18.89
"March 5, 2019",18.94
"March 4, 2019",18.98
"March 1, 2019",19.13
"Feb. 28, 2019",18.93
"Feb. 27, 2019",19.00
"Feb. 26, 2019",18.91
"Feb. 25, 2019",18.93
"Feb. 22, 2019",18.82
"Feb. 21, 2019",18.75
"Feb. 20, 2019",18.99
"Feb. 19, 2019",18.83
"Feb. 15, 2019",18.84
"Feb. 14, 2019",18.49
"Feb. 13, 2019",18.61
"Feb. 12, 2019",18.48
"Feb. 11, 2019",18.24
"Feb. 8, 2019",18.26
"Feb. 7, 2019",18.20
"Feb. 6, 2019",18.30
"Feb. 5, 2019",18.27
"Feb. 4, 2019",18.18
"Feb. 1, 2019",17.78
"Jan. 31, 2019",17.65
"Jan. 30, 2019",17.61
"Jan. 29, 2019",17.42
"Jan. 28, 2019",17.26
"Jan. 25, 2019",17.41
"Jan. 24, 2019",17.35
"Jan. 23, 2019",17.29
"Jan. 22, 2019",17.18
"Jan. 18, 2019",17.43
"Jan. 17, 2019",17.19
"Jan. 16, 2019",16.96
"Jan. 15, 2019",16.93
"Jan. 14, 2019",16.91
"Jan. 11, 2019",16.88
"Jan. 10, 2019",16.93
"Jan. 9, 2019",16.68
"Jan. 8, 2019",16.60
"Jan. 7, 2019",16.63
"Jan. 4, 2019",16.54
"Jan. 3, 2019",15.98
"Jan. 2, 2019",16.20
"Dec. 31, 2018",16.23
