date,market_cap
"March 19, 2020",84.14B
"March 18, 2020",84.60B
"March 17, 2020",93.22B
"March 16, 2020",95.67B
"March 13, 2020",105.68B
"March 12, 2020",95.38B
"March 11, 2020",108.49B
"March 10, 2020",114.36B
"March 9, 2020",108.12B
"March 6, 2020",116.02B
"March 5, 2020",116.65B
"March 4, 2020",121.08B
"March 3, 2020",114.50B
"March 2, 2020",116.16B
"Feb. 28, 2020",114.70B
"Feb. 27, 2020",113.70B
"Feb. 26, 2020",119.13B
"Feb. 25, 2020",119.57B
"Feb. 24, 2020",124.90B
"Feb. 21, 2020",128.18B
"Feb. 20, 2020",128.77B
"Feb. 19, 2020",128.88B
"Feb. 18, 2020",127.85B
"Feb. 14, 2020",128.85B
"Feb. 13, 2020",128.35B
"Feb. 12, 2020",129.11B
"Feb. 11, 2020",127.66B
"Feb. 10, 2020",126.09B
"Feb. 7, 2020",124.90B
"Feb. 6, 2020",125.67B
"Feb. 5, 2020",126.06B
"Feb. 4, 2020",124.85B
"Feb. 3, 2020",122.08B
"Jan. 31, 2020",123.44B
"Jan. 30, 2020",127.09B
"Jan. 29, 2020",125.18B
"Jan. 28, 2020",125.03B
"Jan. 27, 2020",123.66B
"Jan. 24, 2020",125.96B
"Jan. 23, 2020",127.70B
"Jan. 22, 2020",128.03B
"Jan. 21, 2020",128.66B
"Jan. 17, 2020",130.29B
"Jan. 16, 2020",129.61B
"Jan. 15, 2020",128.52B
"Jan. 14, 2020",128.32B
"Jan. 13, 2020",128.90B
"Jan. 10, 2020",127.06B
"Jan. 9, 2020",127.34B
"Jan. 8, 2020",126.41B
"Jan. 7, 2020",126.30B
"Jan. 6, 2020",126.23B
"Jan. 3, 2020",127.19B
"Jan. 2, 2020",128.56B
"Dec. 31, 2019",125.86B
"Dec. 30, 2019",126.06B
"Dec. 27, 2019",126.10B
"Dec. 26, 2019",126.39B
"Dec. 24, 2019",125.98B
"Dec. 23, 2019",126.07B
"Dec. 20, 2019",126.05B
"Dec. 19, 2019",126.12B
"Dec. 18, 2019",124.79B
"Dec. 17, 2019",126.26B
"Dec. 16, 2019",126.04B
"Dec. 13, 2019",126.46B
"Dec. 12, 2019",126.75B
"Dec. 11, 2019",125.77B
"Dec. 10, 2019",124.36B
"Dec. 9, 2019",124.68B
"Dec. 6, 2019",125.37B
"Dec. 5, 2019",124.34B
"Dec. 4, 2019",123.76B
"Dec. 3, 2019",123.29B
"Dec. 2, 2019",124.56B
"Nov. 29, 2019",127.58B
"Nov. 27, 2019",128.20B
"Nov. 26, 2019",127.56B
"Nov. 25, 2019",126.12B
"Nov. 22, 2019",126.32B
"Nov. 21, 2019",126.14B
"Nov. 20, 2019",126.63B
"Nov. 19, 2019",128.70B
"Nov. 18, 2019",128.47B
"Nov. 15, 2019",129.87B
"Nov. 14, 2019",128.37B
"Nov. 13, 2019",130.01B
"Nov. 12, 2019",130.05B
"Nov. 11, 2019",129.21B
"Nov. 8, 2019",129.48B
"Nov. 7, 2019",128.37B
"Nov. 6, 2019",129.19B
"Nov. 5, 2019",129.10B
"Nov. 4, 2019",128.62B
"Nov. 1, 2019",125.84B
"Oct. 31, 2019",123.42B
"Oct. 30, 2019",124.76B
"Oct. 29, 2019",123.73B
"Oct. 28, 2019",123.39B
"Oct. 25, 2019",122.64B
"Oct. 24, 2019",122.51B
"Oct. 23, 2019",121.36B
"Oct. 22, 2019",120.71B
"Oct. 21, 2019",120.71B
"Oct. 18, 2019",118.31B
"Oct. 17, 2019",119.70B
"Oct. 16, 2019",116.92B
"Oct. 15, 2019",116.93B
"Oct. 14, 2019",116.45B
"Oct. 11, 2019",116.85B
"Oct. 10, 2019",115.02B
"Oct. 9, 2019",114.21B
"Oct. 8, 2019",113.34B
"Oct. 7, 2019",116.60B
"Oct. 4, 2019",116.92B
"Oct. 3, 2019",115.41B
"Oct. 2, 2019",115.10B
"Oct. 1, 2019",117.32B
"Sept. 30, 2019",120.90B
"Sept. 27, 2019",120.91B
"Sept. 26, 2019",120.18B
"Sept. 25, 2019",120.11B
"Sept. 24, 2019",119.27B
"Sept. 23, 2019",120.26B
"Sept. 20, 2019",121.10B
"Sept. 19, 2019",119.99B
"Sept. 18, 2019",120.86B
"Sept. 17, 2019",119.77B
"Sept. 16, 2019",119.59B
"Sept. 13, 2019",120.67B
"Sept. 12, 2019",121.33B
"Sept. 11, 2019",123.24B
"Sept. 10, 2019",122.04B
"Sept. 9, 2019",122.07B
"Sept. 6, 2019",123.15B
"Sept. 5, 2019",122.58B
"Sept. 4, 2019",120.26B
"Sept. 3, 2019",117.66B
"Aug. 30, 2019",118.45B
"Aug. 29, 2019",117.71B
"Aug. 28, 2019",114.80B
"Aug. 27, 2019",113.31B
"Aug. 26, 2019",112.90B
"Aug. 23, 2019",112.60B
"Aug. 22, 2019",117.21B
"Aug. 21, 2019",117.85B
"Aug. 20, 2019",117.62B
"Aug. 19, 2019",119.34B
"Aug. 16, 2019",118.74B
"Aug. 15, 2019",116.75B
"Aug. 14, 2019",118.03B
"Aug. 13, 2019",120.86B
"Aug. 12, 2019",118.70B
"Aug. 9, 2019",119.92B
"Aug. 8, 2019",120.17B
"Aug. 7, 2019",117.56B
"Aug. 6, 2019",118.37B
"Aug. 5, 2019",116.57B
"Aug. 2, 2019",120.88B
"Aug. 1, 2019",121.99B
"July 31, 2019",124.09B
"July 30, 2019",125.13B
"July 29, 2019",125.58B
"July 26, 2019",124.91B
"July 25, 2019",125.03B
"July 24, 2019",125.17B
"July 23, 2019",125.81B
"July 22, 2019",124.89B
"July 19, 2019",124.47B
"July 18, 2019",125.11B
"July 17, 2019",121.32B
"July 16, 2019",125.76B
"July 15, 2019",125.92B
"July 12, 2019",127.45B
"July 11, 2019",125.58B
"July 10, 2019",125.53B
"July 9, 2019",126.29B
"July 8, 2019",126.40B
"July 5, 2019",127.06B
"July 3, 2019",128.36B
"July 2, 2019",127.08B
"July 1, 2019",127.22B
"June 28, 2019",127.06B
"June 27, 2019",126.51B
"June 26, 2019",126.33B
"June 25, 2019",126.58B
"June 24, 2019",127.07B
"June 21, 2019",126.85B
"June 20, 2019",128.29B
"June 19, 2019",127.65B
"June 18, 2019",127.90B
"June 17, 2019",125.43B
"June 14, 2019",125.76B
"June 13, 2019",126.04B
"June 12, 2019",125.83B
"June 11, 2019",124.92B
"June 10, 2019",124.65B
"June 7, 2019",125.36B
"June 6, 2019",123.91B
"June 5, 2019",123.29B
"June 4, 2019",122.37B
"June 3, 2019",121.15B
"May 31, 2019",119.58B
"May 30, 2019",120.40B
"May 29, 2019",119.62B
"May 28, 2019",120.27B
"May 24, 2019",121.30B
"May 23, 2019",121.13B
"May 22, 2019",123.21B
"May 21, 2019",123.43B
"May 20, 2019",122.71B
"May 17, 2019",123.68B
"May 16, 2019",124.29B
"May 15, 2019",123.26B
"May 14, 2019",122.38B
"May 13, 2019",121.40B
"May 10, 2019",124.90B
"May 9, 2019",124.00B
"May 8, 2019",123.98B
"May 7, 2019",123.61B
"May 6, 2019",125.62B
"May 3, 2019",126.29B
"May 2, 2019",124.72B
"May 1, 2019",124.40B
"April 30, 2019",126.36B
"April 29, 2019",125.57B
"April 26, 2019",125.35B
"April 25, 2019",124.02B
"April 24, 2019",124.65B
"April 23, 2019",125.03B
"April 22, 2019",122.44B
"April 18, 2019",123.03B
"April 17, 2019",118.54B
"April 16, 2019",118.52B
"April 15, 2019",117.89B
"April 12, 2019",118.24B
"April 11, 2019",117.09B
"April 10, 2019",116.42B
"April 9, 2019",117.06B
"April 8, 2019",117.94B
"April 5, 2019",117.68B
"April 4, 2019",117.22B
"April 3, 2019",116.65B
"April 2, 2019",117.20B
"April 1, 2019",117.51B
"March 29, 2019",115.75B
"March 28, 2019",115.48B
"March 27, 2019",114.43B
"March 26, 2019",114.70B
"March 25, 2019",113.57B
"March 22, 2019",113.50B
"March 21, 2019",115.41B
"March 20, 2019",113.84B
"March 19, 2019",114.53B
"March 18, 2019",114.30B
"March 15, 2019",113.15B
"March 14, 2019",113.08B
"March 13, 2019",112.93B
"March 12, 2019",111.80B
"March 11, 2019",111.58B
"March 8, 2019",110.41B
"March 7, 2019",111.06B
"March 6, 2019",111.98B
"March 5, 2019",112.28B
"March 4, 2019",112.53B
"March 1, 2019",113.42B
"Feb. 28, 2019",112.33B
"Feb. 27, 2019",112.72B
"Feb. 26, 2019",112.22B
"Feb. 25, 2019",112.32B
"Feb. 22, 2019",111.70B
"Feb. 21, 2019",111.27B
"Feb. 20, 2019",112.70B
"Feb. 19, 2019",111.75B
"Feb. 15, 2019",111.78B
"Feb. 14, 2019",109.74B
"Feb. 13, 2019",110.44B
"Feb. 12, 2019",109.63B
"Feb. 11, 2019",108.25B
"Feb. 8, 2019",108.35B
"Feb. 7, 2019",108.01B
"Feb. 6, 2019",108.56B
"Feb. 5, 2019",108.41B
"Feb. 4, 2019",107.85B
"Feb. 1, 2019",105.51B
"Jan. 31, 2019",104.72B
"Jan. 30, 2019",104.46B
"Jan. 29, 2019",103.34B
"Jan. 28, 2019",102.42B
"Jan. 25, 2019",103.32B
"Jan. 24, 2019",103.00B
"Jan. 23, 2019",102.68B
"Jan. 22, 2019",102.01B
"Jan. 18, 2019",103.49B
"Jan. 17, 2019",102.06B
"Jan. 16, 2019",100.70B
"Jan. 15, 2019",100.52B
"Jan. 14, 2019",100.40B
"Jan. 11, 2019",100.22B
"Jan. 10, 2019",100.50B
"Jan. 9, 2019",99.02B
"Jan. 8, 2019",98.56B
"Jan. 7, 2019",98.77B
"Jan. 4, 2019",98.22B
"Jan. 3, 2019",94.90B
"Jan. 2, 2019",96.18B
"Dec. 31, 2018",96.39B
"Dec. 28, 2018",96.85B
"Dec. 27, 2018",97.45B
"Dec. 26, 2018",95.97B
"Dec. 24, 2018",92.46B
"Dec. 21, 2018",95.88B
"Dec. 20, 2018",96.79B
"Dec. 19, 2018",98.71B
"Dec. 18, 2018",100.13B
"Dec. 17, 2018",99.54B
"Dec. 14, 2018",101.06B
"Dec. 13, 2018",102.82B
"Dec. 12, 2018",102.43B
"Dec. 11, 2018",101.34B
"Dec. 10, 2018",102.18B
"Dec. 7, 2018",102.74B
"Dec. 6, 2018",104.85B
"Dec. 4, 2018",105.68B
"Dec. 3, 2018",110.35B
"Nov. 30, 2018",108.70B
"Nov. 29, 2018",107.95B
"Nov. 28, 2018",106.88B
"Nov. 27, 2018",105.84B
"Nov. 26, 2018",106.08B
"Nov. 23, 2018",106.11B
"Nov. 21, 2018",106.73B
"Nov. 20, 2018",106.70B
"Nov. 19, 2018",109.23B
"Nov. 16, 2018",110.03B
"Nov. 15, 2018",109.45B
"Nov. 14, 2018",109.28B
"Nov. 13, 2018",109.39B
"Nov. 12, 2018",109.72B
"Nov. 9, 2018",111.34B
"Nov. 8, 2018",111.51B
"Nov. 7, 2018",111.25B
"Nov. 6, 2018",109.96B
"Nov. 5, 2018",109.02B
"Nov. 2, 2018",107.76B
"Nov. 1, 2018",106.99B
"Oct. 31, 2018",107.27B
"Oct. 30, 2018",105.89B
"Oct. 29, 2018",104.48B
"Oct. 26, 2018",108.17B
"Oct. 25, 2018",109.24B
"Oct. 24, 2018",107.65B
"Oct. 23, 2018",111.55B
"Oct. 22, 2018",113.04B
"Oct. 19, 2018",113.68B
"Oct. 18, 2018",114.95B
"Oct. 17, 2018",117.07B
"Oct. 16, 2018",118.19B
"Oct. 15, 2018",115.70B
"Oct. 12, 2018",115.70B
"Oct. 11, 2018",113.79B
"Oct. 10, 2018",116.01B
"Oct. 9, 2018",119.21B
"Oct. 8, 2018",122.11B
"Oct. 5, 2018",121.53B
"Oct. 4, 2018",122.00B
"Oct. 3, 2018",122.50B
"Oct. 2, 2018",122.98B
"Oct. 1, 2018",123.28B
"Sept. 28, 2018",122.20B
"Sept. 27, 2018",121.43B
"Sept. 26, 2018",121.73B
"Sept. 25, 2018",121.58B
"Sept. 24, 2018",121.51B
"Sept. 21, 2018",122.89B
"Sept. 20, 2018",122.30B
"Sept. 19, 2018",121.76B
"Sept. 18, 2018",122.01B
"Sept. 17, 2018",121.72B
"Sept. 14, 2018",121.25B
"Sept. 13, 2018",121.69B
"Sept. 12, 2018",120.35B
"Sept. 11, 2018",119.74B
"Sept. 10, 2018",119.97B
"Sept. 7, 2018",119.56B
"Sept. 6, 2018",120.44B
"Sept. 5, 2018",118.81B
"Sept. 4, 2018",117.23B
"Aug. 31, 2018",116.81B
"Aug. 30, 2018",117.09B
"Aug. 29, 2018",117.72B
"Aug. 28, 2018",117.57B
"Aug. 27, 2018",117.02B
"Aug. 24, 2018",115.67B
"Aug. 23, 2018",115.96B
"Aug. 22, 2018",114.65B
"Aug. 21, 2018",115.28B
"Aug. 20, 2018",114.17B
"Aug. 17, 2018",113.95B
"Aug. 16, 2018",113.16B
"Aug. 15, 2018",112.49B
"Aug. 14, 2018",113.19B
"Aug. 13, 2018",111.88B
"Aug. 10, 2018",112.42B
"Aug. 9, 2018",113.06B
"Aug. 8, 2018",113.97B
"Aug. 7, 2018",114.82B
"Aug. 6, 2018",113.80B
"Aug. 3, 2018",113.85B
"Aug. 2, 2018",114.49B
"Aug. 1, 2018",115.21B
"July 31, 2018",117.24B
"July 30, 2018",115.23B
"July 27, 2018",117.01B
"July 26, 2018",116.85B
"July 25, 2018",116.04B
"July 24, 2018",113.94B
"July 23, 2018",112.87B
"July 20, 2018",112.45B
"July 19, 2018",108.35B
"July 18, 2018",109.53B
"July 17, 2018",109.04B
"July 16, 2018",107.51B
"July 13, 2018",108.32B
"July 12, 2018",108.60B
"July 11, 2018",106.13B
"July 10, 2018",108.71B
"July 9, 2018",108.26B
"July 6, 2018",107.01B
"July 5, 2018",106.42B
"July 3, 2018",106.44B
"July 2, 2018",106.34B
"June 29, 2018",106.40B
"June 28, 2018",105.72B
"June 27, 2018",105.73B
"June 26, 2018",106.37B
"June 25, 2018",106.39B
"June 22, 2018",106.36B
"June 21, 2018",106.34B
"June 20, 2018",108.24B
"June 19, 2018",108.78B
"June 18, 2018",110.76B
"June 15, 2018",110.96B
"June 14, 2018",111.68B
"June 13, 2018",112.15B
"June 12, 2018",112.46B
"June 11, 2018",112.18B
"June 8, 2018",112.17B
"June 7, 2018",112.34B
"June 6, 2018",111.53B
"June 5, 2018",110.70B
"June 4, 2018",110.90B
"June 1, 2018",110.86B
"May 31, 2018",109.25B
"May 30, 2018",111.12B
"May 29, 2018",109.46B
"May 25, 2018",111.28B
"May 24, 2018",111.59B
"May 23, 2018",111.77B
"May 22, 2018",111.44B
"May 21, 2018",111.16B
"May 18, 2018",109.57B
"May 17, 2018",108.67B
"May 16, 2018",108.98B
"May 15, 2018",108.84B
"May 14, 2018",108.80B
"May 11, 2018",108.84B
"May 10, 2018",108.80B
"May 9, 2018",107.61B
"May 8, 2018",106.53B
"May 7, 2018",106.48B
"May 4, 2018",106.28B
"May 3, 2018",105.89B
"May 2, 2018",105.61B
"May 1, 2018",106.74B
"April 30, 2018",106.86B
"April 27, 2018",108.53B
"April 26, 2018",108.43B
"April 25, 2018",108.62B
"April 24, 2018",108.74B
"April 23, 2018",109.77B
"April 20, 2018",111.21B
"April 19, 2018",109.41B
"April 18, 2018",110.33B
"April 17, 2018",109.83B
"April 16, 2018",108.39B
"April 13, 2018",107.93B
"April 12, 2018",108.19B
"April 11, 2018",106.57B
"April 10, 2018",107.57B
"April 9, 2018",105.50B
"April 6, 2018",105.43B
"April 5, 2018",108.13B
"April 4, 2018",106.98B
"April 3, 2018",106.55B
"April 2, 2018",105.20B
"March 29, 2018",106.95B
"March 28, 2018",106.02B
"March 27, 2018",106.82B
"March 26, 2018",108.74B
"March 23, 2018",106.04B
"March 22, 2018",108.70B
"March 21, 2018",112.02B
"March 20, 2018",111.36B
"March 19, 2018",111.16B
"March 16, 2018",112.33B
"March 15, 2018",111.80B
"March 14, 2018",111.32B
