date,price_target_upside
"March 19, 2020",24.44%
"March 18, 2020",20.66%
"March 17, 2020",23.46%
"March 16, 2020",37.26%
"March 13, 2020",27.76%
"March 12, 2020",40.02%
"March 11, 2020",37.78%
"March 10, 2020",30.61%
"March 9, 2020",39.68%
"March 6, 2020",29.87%
"March 5, 2020",31.28%
"March 4, 2020",27.40%
"March 3, 2020",34.30%
"March 2, 2020",32.20%
"Feb. 28, 2020",35.50%
"Feb. 27, 2020",35.88%
"Feb. 26, 2020",30.82%
"Feb. 25, 2020",30.58%
"Feb. 24, 2020",24.50%
"Feb. 21, 2020",19.11%
"Feb. 20, 2020",15.15%
"Feb. 19, 2020",14.85%
"Feb. 18, 2020",15.22%
"Feb. 14, 2020",15.73%
"Feb. 13, 2020",16.51%
"Feb. 12, 2020",16.18%
"Feb. 11, 2020",16.92%
"Feb. 10, 2020",18.96%
"Feb. 7, 2020",18.91%
"Feb. 6, 2020",15.12%
"Feb. 5, 2020",15.63%
"Feb. 4, 2020",19.13%
"Feb. 3, 2020",20.89%
"Jan. 31, 2020",19.08%
"Jan. 30, 2020",15.89%
"Jan. 29, 2020",9.34%
"Jan. 28, 2020",9.78%
"Jan. 27, 2020",10.21%
"Jan. 24, 2020",8.57%
"Jan. 23, 2020",8.32%
"Jan. 22, 2020",8.01%
"Jan. 21, 2020",7.89%
"Jan. 17, 2020",6.82%
"Jan. 16, 2020",6.81%
"Jan. 15, 2020",7.14%
"Jan. 14, 2020",7.74%
"Jan. 13, 2020",8.02%
"Jan. 10, 2020",8.84%
"Jan. 9, 2020",7.66%
"Jan. 8, 2020",7.91%
"Jan. 7, 2020",8.52%
"Jan. 6, 2020",8.53%
"Jan. 3, 2020",8.05%
"Jan. 2, 2020",7.98%
"Dec. 31, 2019",7.74%
"Dec. 30, 2019",8.31%
"Dec. 27, 2019",6.03%
"Dec. 26, 2019",5.94%
"Dec. 24, 2019",6.58%
"Dec. 23, 2019",6.03%
"Dec. 20, 2019",7.42%
"Dec. 19, 2019",6.37%
"Dec. 18, 2019",6.92%
"Dec. 17, 2019",4.84%
"Dec. 16, 2019",5.71%
"Dec. 13, 2019",6.22%
"Dec. 12, 2019",7.74%
"Dec. 11, 2019",8.12%
"Dec. 10, 2019",6.52%
"Dec. 9, 2019",6.82%
"Dec. 6, 2019",7.37%
"Dec. 5, 2019",9.72%
"Dec. 4, 2019",8.35%
"Dec. 3, 2019",8.12%
"Dec. 2, 2019",6.94%
"Nov. 29, 2019",5.59%
"Nov. 27, 2019",5.58%
"Nov. 26, 2019",4.42%
"Nov. 25, 2019",5.20%
"Nov. 22, 2019",5.82%
"Nov. 21, 2019",5.64%
"Nov. 20, 2019",6.09%
"Nov. 19, 2019",4.74%
"Nov. 18, 2019",2.84%
"Nov. 15, 2019",2.04%
"Nov. 14, 2019",1.76%
"Nov. 13, 2019",2.63%
"Nov. 12, 2019",2.64%
"Nov. 11, 2019",2.53%
"Nov. 8, 2019",1.58%
"Nov. 7, 2019",2.24%
"Nov. 6, 2019",3.53%
"Nov. 5, 2019",4.01%
"Nov. 4, 2019",2.39%
"Nov. 1, 2019",5.40%
"Oct. 31, 2019",9.34%
"Oct. 30, 2019",7.74%
"Oct. 29, 2019",7.71%
"Oct. 28, 2019",8.32%
"Oct. 25, 2019",8.42%
"Oct. 24, 2019",10.04%
"Oct. 23, 2019",8.95%
"Oct. 22, 2019",7.50%
"Oct. 21, 2019",4.85%
"Oct. 18, 2019",5.90%
"Oct. 17, 2019",4.97%
"Oct. 16, 2019",5.76%
"Oct. 15, 2019",6.69%
"Oct. 14, 2019",7.25%
"Oct. 11, 2019",7.11%
"Oct. 10, 2019",7.90%
"Oct. 9, 2019",9.41%
"Oct. 8, 2019",10.50%
"Oct. 7, 2019",7.79%
"Oct. 4, 2019",6.03%
"Oct. 3, 2019",6.57%
"Oct. 2, 2019",7.18%
"Oct. 1, 2019",6.66%
"Sept. 30, 2019",3.09%
"Sept. 27, 2019",3.84%
"Sept. 26, 2019",4.28%
"Sept. 25, 2019",3.75%
"Sept. 24, 2019",4.69%
"Sept. 23, 2019",3.75%
"Sept. 20, 2019",2.34%
"Sept. 19, 2019",3.69%
"Sept. 18, 2019",2.05%
"Sept. 17, 2019",0.92%
"Sept. 16, 2019",0.78%
"Sept. 13, 2019",0.43%
"Sept. 12, 2019",0.52%
"Sept. 11, 2019",0.28%
"Sept. 10, 2019",0.65%
"Sept. 9, 2019",1.27%
"Sept. 6, 2019",2.23%
"Sept. 5, 2019",1.29%
"Sept. 4, 2019",2.75%
"Sept. 3, 2019",4.63%
"Aug. 30, 2019",3.46%
"Aug. 29, 2019",3.71%
"Aug. 28, 2019",5.53%
"Aug. 27, 2019",7.56%
"Aug. 26, 2019",7.45%
"Aug. 23, 2019",10.05%
"Aug. 22, 2019",5.78%
"Aug. 21, 2019",5.13%
"Aug. 20, 2019",5.94%
"Aug. 19, 2019",4.35%
"Aug. 16, 2019",5.70%
"Aug. 15, 2019",7.00%
"Aug. 14, 2019",6.87%
"Aug. 13, 2019",5.22%
"Aug. 12, 2019",6.08%
"Aug. 9, 2019",5.29%
"Aug. 8, 2019",3.68%
"Aug. 7, 2019",5.60%
"Aug. 6, 2019",5.98%
"Aug. 5, 2019",6.12%
"Aug. 2, 2019",3.99%
"Aug. 1, 2019",4.18%
"July 31, 2019",2.01%
"July 30, 2019",1.72%
"July 29, 2019",2.63%
"July 26, 2019",1.07%
"July 25, 2019",3.07%
"July 24, 2019",3.19%
"July 23, 2019",10.31%
"July 22, 2019",11.65%
"July 19, 2019",12.40%
"July 18, 2019",12.96%
"July 17, 2019",13.59%
"July 16, 2019",9.96%
"July 15, 2019",9.77%
"July 12, 2019",9.64%
"July 11, 2019",12.38%
