date,market_beta_60_month
"Feb. 29, 2020",1.216
"Jan. 31, 2020",1.185
"Dec. 31, 2019",1.208
"Nov. 30, 2019",1.220
"Oct. 31, 2019",1.223
"Sept. 30, 2019",1.243
"Aug. 31, 2019",1.234
"July 31, 2019",1.227
"June 30, 2019",1.227
"May 31, 2019",1.193
"April 30, 2019",1.162
"March 31, 2019",1.208
"Feb. 28, 2019",1.209
"Jan. 31, 2019",1.179
"Dec. 31, 2018",1.224
"Nov. 30, 2018",1.149
"Oct. 31, 2018",1.141
"Sept. 30, 2018",1.156
"Aug. 31, 2018",1.165
"July 31, 2018",1.139
"June 30, 2018",1.046
"May 31, 2018",1.026
"April 30, 2018",1.019
"March 31, 2018",1.028
"Feb. 28, 2018",1.057
"Jan. 31, 2018",0.9152
"Dec. 31, 2017",0.9236
"Nov. 30, 2017",0.9226
"Oct. 31, 2017",0.9173
"Sept. 30, 2017",0.9015
"Aug. 31, 2017",0.878
"July 31, 2017",0.8775
"June 30, 2017",0.879
"May 31, 2017",0.8946
"April 30, 2017",0.8647
"March 31, 2017",0.8732
"Feb. 28, 2017",0.885
"Jan. 31, 2017",0.909
"Dec. 31, 2016",0.9138
"Nov. 30, 2016",0.9179
"Oct. 31, 2016",0.886
"Sept. 30, 2016",0.91
"Aug. 31, 2016",0.9094
"July 31, 2016",0.8836
"June 30, 2016",0.9091
"May 31, 2016",0.9108
"April 30, 2016",0.9148
"March 31, 2016",0.9091
"Feb. 29, 2016",0.8827
"Jan. 31, 2016",0.8921
"Dec. 31, 2015",0.8973
"Nov. 30, 2015",0.8587
"Oct. 31, 2015",0.8511
"Sept. 30, 2015",0.8734
"Aug. 31, 2015",0.8548
"July 31, 2015",0.8449
"June 30, 2015",0.9073
"May 31, 2015",0.9455
"April 30, 2015",0.9554
"March 31, 2015",0.959
"Feb. 28, 2015",0.9706
"Jan. 31, 2015",0.9799
"Dec. 31, 2014",0.9132
"Nov. 30, 2014",0.9135
"Oct. 31, 2014",0.9212
"Sept. 30, 2014",0.9282
"Aug. 31, 2014",0.9411
"July 31, 2014",0.9418
"June 30, 2014",0.9301
"May 31, 2014",0.936
"April 30, 2014",0.9018
"March 31, 2014",0.8833
"Feb. 28, 2014",0.965
"Jan. 31, 2014",0.8869
"Dec. 31, 2013",0.988
"Nov. 30, 2013",0.9896
"Oct. 31, 2013",0.8752
"Sept. 30, 2013",0.8872
"Aug. 31, 2013",0.8494
"July 31, 2013",0.8529
"June 30, 2013",0.8614
"May 31, 2013",0.8971
"April 30, 2013",0.8976
"March 31, 2013",0.8859
"Feb. 28, 2013",0.8829
"Jan. 31, 2013",0.8822
"Dec. 31, 2012",0.8455
"Nov. 30, 2012",0.8476
"Oct. 31, 2012",0.8428
"Sept. 30, 2012",0.8458
"Aug. 31, 2012",0.8455
"July 31, 2012",0.8488
"June 30, 2012",0.8414
"May 31, 2012",0.8365
"April 30, 2012",0.8395
"March 31, 2012",0.8294
"Feb. 29, 2012",0.8258
"Jan. 31, 2012",0.8305
"Dec. 31, 2011",0.8283
"Nov. 30, 2011",0.824
"Oct. 31, 2011",0.8268
"Sept. 30, 2011",0.8173
"Aug. 31, 2011",0.8145
"July 31, 2011",0.8232
"June 30, 2011",0.8151
"May 31, 2011",0.8155
"April 30, 2011",0.8107
"March 31, 2011",0.8139
"Feb. 28, 2011",0.8169
"Jan. 31, 2011",0.8153
"Dec. 31, 2010",0.8159
"Nov. 30, 2010",0.8252
"Oct. 31, 2010",0.8352
"Sept. 30, 2010",0.8324
"Aug. 31, 2010",0.85
"July 31, 2010",0.8593
"June 30, 2010",0.8246
"May 31, 2010",0.8045
"April 30, 2010",0.7928
"March 31, 2010",0.7878
"Feb. 28, 2010",0.7723
"Jan. 31, 2010",0.7759
"Dec. 31, 2009",0.8082
"Nov. 30, 2009",0.808
"Oct. 31, 2009",0.8036
"Sept. 30, 2009",0.8022
"Aug. 31, 2009",0.7964
"July 31, 2009",0.8035
"June 30, 2009",0.7973
"May 31, 2009",0.8027
"April 30, 2009",0.8332
"March 31, 2009",0.8461
"Feb. 28, 2009",0.7325
"Jan. 31, 2009",0.7997
"Dec. 31, 2008",0.6231
"Nov. 30, 2008",0.6249
"Oct. 31, 2008",0.7592
"Sept. 30, 2008",0.7555
"Aug. 31, 2008",0.8519
"July 31, 2008",0.8445
"June 30, 2008",0.8509
"May 31, 2008",0.6985
"April 30, 2008",0.6686
"March 31, 2008",0.7695
"Feb. 29, 2008",0.784
"Jan. 31, 2008",0.7977
"Dec. 31, 2007",0.9763
"Nov. 30, 2007",0.8672
"Oct. 31, 2007",0.9145
"Sept. 30, 2007",0.7245
"Aug. 31, 2007",0.6177
"July 31, 2007",0.6195
"June 30, 2007",0.5126
"May 31, 2007",0.4555
"April 30, 2007",0.4493
"March 31, 2007",0.4466
"Feb. 28, 2007",0.4524
"Jan. 31, 2007",0.4347
"Dec. 31, 2006",0.4251
"Nov. 30, 2006",0.429
"Oct. 31, 2006",0.4842
"Sept. 30, 2006",0.4703
"Aug. 31, 2006",0.4932
"July 31, 2006",0.4906
"June 30, 2006",0.4992
"May 31, 2006",0.5058
"April 30, 2006",0.5093
"March 31, 2006",0.4807
"Feb. 28, 2006",0.4553
"Jan. 31, 2006",0.4959
"Dec. 31, 2005",0.5101
"Nov. 30, 2005",0.5084
"Oct. 31, 2005",0.4679
"Sept. 30, 2005",0.4735
"Aug. 31, 2005",0.4604
"July 31, 2005",0.4126
"June 30, 2005",0.4022
"May 31, 2005",0.3971
"April 30, 2005",0.4069
"March 31, 2005",0.3895
"Feb. 28, 2005",0.464
"Jan. 31, 2005",0.4712
"Dec. 31, 2004",0.4948
"Nov. 30, 2004",0.5007
