date,beneish_m_score
"Dec. 31, 2009",-2.988
"Dec. 31, 2008",-3.499
"Dec. 31, 2007",-2.646
"Dec. 31, 2006",
"Dec. 31, 2005",
"Dec. 31, 2004",-2.517
"Dec. 31, 2003",-2.472
"Dec. 31, 2002",
"Dec. 31, 2001",
"Dec. 31, 2000",-1.924
