date,times_interest_earned
"Dec. 31, 2019",9.655
"Sept. 30, 2019",11.07
"June 30, 2019",10.63
"March 31, 2019",10.34
"Dec. 31, 2018",10.95
"Sept. 30, 2018",12.68
"June 30, 2018",13.72
"March 31, 2018",15.06
"Dec. 31, 2017",16.76
"Sept. 30, 2017",13.35
"June 30, 2017",13.90
"March 31, 2017",14.04
"Dec. 31, 2016",14.44
"Sept. 30, 2016",21.82
"June 30, 2016",22.33
"March 31, 2016",22.61
"Dec. 31, 2015",22.53
"Sept. 30, 2015",18.59
"June 30, 2015",18.29
"March 31, 2015",14.73
"Dec. 31, 2014",14.14
"Sept. 30, 2014",17.11
"June 30, 2014",16.46
"March 31, 2014",18.67
"Dec. 31, 2013",18.56
"Sept. 30, 2013",5.975
"June 30, 2013",3.307
"March 31, 2013",3.486
"Dec. 31, 2012",3.478
"Sept. 30, 2012",14.07
"June 30, 2012",17.10
"March 31, 2012",17.41
"Dec. 31, 2011",17.60
"Sept. 30, 2011",18.82
"June 30, 2011",18.30
"March 31, 2011",17.20
"Dec. 31, 2010",15.94
"Sept. 30, 2010",15.26
"June 30, 2010",13.19
"March 31, 2010",9.192
"Dec. 31, 2009",8.564
"Sept. 30, 2009",7.366
"June 30, 2009",8.657
"March 31, 2009",11.89
"Dec. 31, 2008",12.35
"Sept. 30, 2008",1.005
"June 30, 2008",1.417
"March 31, 2008",2.583
"Dec. 31, 2007",3.366
"Sept. 30, 2007",59.37
"June 30, 2007",108.56
