date,asset_utilization
"Dec. 31, 2019",1.393
"Sept. 30, 2019",1.440
"June 30, 2019",1.469
"March 31, 2019",1.508
"Dec. 31, 2018",1.549
"Sept. 30, 2018",1.590
"June 30, 2018",1.611
"March 31, 2018",1.627
"Dec. 31, 2017",1.621
"Sept. 30, 2017",1.646
"June 30, 2017",1.640
"March 31, 2017",1.611
"Dec. 31, 2016",1.584
"Sept. 30, 2016",1.554
"June 30, 2016",1.545
"March 31, 2016",1.539
"Dec. 31, 2015",1.558
"Sept. 30, 2015",1.574
"June 30, 2015",1.611
"March 31, 2015",1.617
"Dec. 31, 2014",1.622
"Sept. 30, 2014",1.578
"June 30, 2014",1.550
"March 31, 2014",1.504
"Dec. 31, 2013",1.480
"Sept. 30, 2013",1.447
"June 30, 2013",1.438
"March 31, 2013",1.439
"Dec. 31, 2012",1.457
"Sept. 30, 2012",1.475
"June 30, 2012",1.510
"March 31, 2012",1.528
"Dec. 31, 2011",1.532
"Sept. 30, 2011",1.527
"June 30, 2011",1.516
"March 31, 2011",1.510
"Dec. 31, 2010",1.509
"Sept. 30, 2010",1.490
"June 30, 2010",1.461
"March 31, 2010",1.414
"Dec. 31, 2009",1.396
"Sept. 30, 2009",1.353
"June 30, 2009",1.364
"March 31, 2009",1.387
"Dec. 31, 2008",1.394
"Sept. 30, 2008",1.394
"June 30, 2008",1.404
"March 31, 2008",1.418
"Dec. 31, 2007",1.431
"Sept. 30, 2007",1.433
"June 30, 2007",1.414
"March 31, 2007",1.39
"Dec. 31, 2006",1.366
"Sept. 30, 2006",1.333
"June 30, 2006",1.324
"March 31, 2006",1.292
"Dec. 31, 2005",1.257
"Sept. 30, 2005",1.224
"June 30, 2005",1.214
"March 31, 2005",1.199
"Dec. 31, 2004",1.194
"Sept. 30, 2004",1.201
"June 30, 2004",1.210
"March 31, 2004",1.214
"Dec. 31, 2003",1.209
"Sept. 30, 2003",1.218
"June 30, 2003",1.224
"March 31, 2003",1.227
"Dec. 31, 2002",1.230
"Sept. 30, 2002",1.237
"June 30, 2002",1.244
"March 31, 2002",1.272
"Dec. 31, 2001",1.302
"Sept. 30, 2001",1.323
"June 30, 2001",1.364
"March 31, 2001",1.391
"Dec. 31, 2000",1.364
"Sept. 30, 2000",1.357
"June 30, 2000",1.322
