date,total_long_term_debt
"Dec. 31, 2019",25.24B
"Sept. 30, 2019",23.90B
"June 30, 2019",23.38B
"March 31, 2019",23.17B
"Dec. 31, 2018",22.74B
"Sept. 30, 2018",23.30B
"June 30, 2018",22.71B
"March 31, 2018",23.09B
"Dec. 31, 2017",24.29B
"Sept. 30, 2017",18.91B
"June 30, 2017",18.07B
"March 31, 2017",17.24B
"Dec. 31, 2016",16.08B
"Sept. 30, 2016",15.33B
"June 30, 2016",14.37B
"March 31, 2016",15.44B
"Dec. 31, 2015",14.33B
"Sept. 30, 2015",14.60B
"June 30, 2015",13.15B
"March 31, 2015",13.10B
"Dec. 31, 2014",10.78B
"Sept. 30, 2014",12.25B
"June 30, 2014",11.84B
"March 31, 2014",12.08B
"Dec. 31, 2013",10.87B
"Sept. 30, 2013",12.60B
"June 30, 2013",11.92B
"March 31, 2013",12.67B
"Dec. 31, 2012",12.87B
"Sept. 30, 2012",15.01B
"June 30, 2012",13.02B
"March 31, 2012",12.00B
"Dec. 31, 2011",11.13B
"Sept. 30, 2011",12.40B
"June 30, 2011",12.16B
"March 31, 2011",12.06B
"Dec. 31, 2010",10.85B
"Sept. 30, 2010",9.642B
"June 30, 2010",10.25B
"March 31, 2010",9.954B
"Dec. 31, 2009",9.521B
"Sept. 30, 2009",10.30B
"June 30, 2009",10.88B
"March 31, 2009",12.08B
"Dec. 31, 2008",9.871B
"Sept. 30, 2008",10.96B
"June 30, 2008",10.85B
"March 31, 2008",9.802B
"Dec. 31, 2007",11.02B
"Sept. 30, 2007",4.661B
"June 30, 2007",4.588B
"March 31, 2007",4.115B
"Dec. 31, 2006",4.116B
"Sept. 30, 2006",4.763B
"June 30, 2006",3.622B
"March 31, 2006",3.739B
"Dec. 31, 2005",3.98B
"Sept. 30, 2005",5.032B
"June 30, 2005",4.123B
"March 31, 2005",4.051B
"Dec. 31, 2004",4.448B
"Sept. 30, 2004",3.761B
"June 30, 2004",3.987B
"March 31, 2004",3.956B
"Dec. 31, 2003",3.823B
"Sept. 30, 2003",4.07B
"June 30, 2003",4.069B
"March 31, 2003",4.065B
"Dec. 31, 2002",4.602B
"Sept. 30, 2002",4.85B
"June 30, 2002",4.852B
"March 31, 2002",4.993B
"Dec. 31, 2001",5.166B
"Sept. 30, 2001",4.915B
"June 30, 2001",4.53B
"March 31, 2001",4.052B
"Dec. 31, 2000",3.604B
"Sept. 30, 2000",3.27B
"June 30, 2000",3.197B
"March 31, 2000",3.196B
"Dec. 31, 1999",2.424B
"Sept. 30, 1999",0.00
"June 30, 1999",0.00
"March 31, 1999",0.00
