date,forward_pe_ratio
"March 19, 2020",12.38
"March 18, 2020",12.77
"March 17, 2020",12.45
"March 16, 2020",11.20
"March 13, 2020",12.12
"March 12, 2020",11.09
"March 11, 2020",11.32
"March 10, 2020",11.94
"March 9, 2020",11.22
"March 6, 2020",12.00
"March 5, 2020",11.87
"March 4, 2020",12.23
"March 3, 2020",11.65
"March 2, 2020",11.84
"Feb. 28, 2020",11.55
"Feb. 27, 2020",11.52
"Feb. 26, 2020",11.96
"Feb. 25, 2020",11.99
"Feb. 24, 2020",12.57
"Feb. 21, 2020",13.14
"Feb. 20, 2020",13.59
"Feb. 19, 2020",13.63
"Feb. 18, 2020",13.58
"Feb. 14, 2020",13.52
"Feb. 13, 2020",13.43
"Feb. 12, 2020",13.47
"Feb. 11, 2020",13.39
"Feb. 10, 2020",13.16
"Feb. 7, 2020",13.16
"Feb. 6, 2020",13.59
"Feb. 5, 2020",13.53
"Feb. 4, 2020",13.20
"Feb. 3, 2020",13.02
"Jan. 31, 2020",13.21
"Jan. 30, 2020",13.78
"Jan. 29, 2020",14.78
"Jan. 28, 2020",14.73
"Jan. 27, 2020",14.67
"Jan. 24, 2020",14.89
"Jan. 23, 2020",14.92
"Jan. 22, 2020",14.97
"Jan. 21, 2020",14.98
"Jan. 17, 2020",15.14
"Jan. 16, 2020",15.14
"Jan. 15, 2020",15.05
"Jan. 14, 2020",14.97
"Jan. 13, 2020",14.90
"Jan. 10, 2020",14.79
"Jan. 9, 2020",14.92
"Jan. 8, 2020",14.89
"Jan. 7, 2020",14.81
"Jan. 6, 2020",14.83
"Jan. 3, 2020",14.90
"Jan. 2, 2020",14.91
"Dec. 31, 2019",14.94
"Dec. 30, 2019",15.46
"Dec. 27, 2019",15.79
"Dec. 26, 2019",15.81
"Dec. 24, 2019",15.71
"Dec. 23, 2019",15.79
"Dec. 20, 2019",15.59
"Dec. 19, 2019",15.74
"Dec. 18, 2019",15.66
"Dec. 17, 2019",15.97
"Dec. 16, 2019",15.82
"Dec. 13, 2019",15.75
"Dec. 12, 2019",15.53
"Dec. 11, 2019",15.51
"Dec. 10, 2019",15.74
"Dec. 9, 2019",15.69
"Dec. 6, 2019",15.61
"Dec. 5, 2019",15.27
"Dec. 4, 2019",15.47
"Dec. 3, 2019",15.53
"Dec. 2, 2019",15.70
"Nov. 29, 2019",15.90
"Nov. 27, 2019",15.92
"Nov. 26, 2019",16.09
"Nov. 25, 2019",15.97
"Nov. 22, 2019",15.84
"Nov. 21, 2019",15.87
"Nov. 20, 2019",15.80
"Nov. 19, 2019",16.01
"Nov. 18, 2019",16.30
"Nov. 15, 2019",16.43
"Nov. 14, 2019",16.48
"Nov. 13, 2019",16.34
"Nov. 12, 2019",16.33
"Nov. 11, 2019",16.35
"Nov. 8, 2019",16.51
"Nov. 7, 2019",16.40
"Nov. 6, 2019",16.19
"Nov. 5, 2019",16.12
"Nov. 4, 2019",16.34
"Nov. 1, 2019",15.87
"Oct. 31, 2019",15.29
"Oct. 30, 2019",15.52
"Oct. 29, 2019",15.52
"Oct. 28, 2019",15.44
"Oct. 25, 2019",15.37
"Oct. 24, 2019",15.14
"Oct. 23, 2019",15.29
"Oct. 22, 2019",15.42
"Oct. 21, 2019",15.74
"Oct. 18, 2019",15.58
"Oct. 17, 2019",15.72
"Oct. 16, 2019",15.60
"Oct. 15, 2019",15.47
"Oct. 14, 2019",15.39
"Oct. 11, 2019",15.41
"Oct. 10, 2019",15.31
"Oct. 9, 2019",15.12
"Oct. 8, 2019",14.97
"Oct. 7, 2019",15.35
"Oct. 4, 2019",15.60
"Oct. 3, 2019",15.39
"Oct. 2, 2019",15.30
"Oct. 1, 2019",15.38
"Sept. 30, 2019",15.91
"Sept. 27, 2019",15.80
"Sept. 26, 2019",15.73
"Sept. 25, 2019",15.81
"Sept. 24, 2019",15.67
"Sept. 23, 2019",15.81
"Sept. 20, 2019",16.03
"Sept. 19, 2019",15.82
"Sept. 18, 2019",16.07
"Sept. 17, 2019",16.25
"Sept. 16, 2019",16.28
"Sept. 13, 2019",16.29
"Sept. 12, 2019",16.27
"Sept. 11, 2019",16.31
"Sept. 10, 2019",16.25
"Sept. 9, 2019",16.15
"Sept. 6, 2019",15.95
"Sept. 5, 2019",16.09
"Sept. 4, 2019",15.86
"Sept. 3, 2019",15.58
"Aug. 30, 2019",15.76
"Aug. 29, 2019",15.72
"Aug. 28, 2019",15.45
"Aug. 27, 2019",15.16
"Aug. 26, 2019",15.19
"Aug. 23, 2019",14.78
"Aug. 22, 2019",15.30
"Aug. 21, 2019",15.39
"Aug. 20, 2019",15.28
"Aug. 19, 2019",15.51
"Aug. 16, 2019",15.31
"Aug. 15, 2019",15.12
"Aug. 14, 2019",15.14
"Aug. 13, 2019",15.38
"Aug. 12, 2019",15.26
"Aug. 9, 2019",15.37
"Aug. 8, 2019",15.61
"Aug. 7, 2019",15.32
"Aug. 6, 2019",15.27
"Aug. 5, 2019",15.25
"Aug. 2, 2019",15.56
"Aug. 1, 2019",15.53
"July 31, 2019",15.86
"July 30, 2019",15.91
"July 29, 2019",15.77
"July 26, 2019",16.01
"July 25, 2019",15.70
"July 24, 2019",15.19
"July 23, 2019",13.98
"July 22, 2019",13.81
"July 19, 2019",13.72
"July 18, 2019",13.65
"July 17, 2019",13.57
"July 16, 2019",14.02
"July 15, 2019",14.05
"July 12, 2019",14.06
"July 11, 2019",13.72
"July 10, 2019",13.49
"July 9, 2019",13.51
"July 8, 2019",13.53
"July 5, 2019",13.60
"July 3, 2019",13.70
"July 2, 2019",13.54
"July 1, 2019",13.67
"June 30, 2019",
"June 28, 2019",13.71
"June 27, 2019",13.50
"June 26, 2019",13.27
"June 25, 2019",12.90
"June 24, 2019",13.24
"June 21, 2019",13.57
"June 20, 2019",13.73
"June 19, 2019",13.49
"June 18, 2019",13.56
"June 17, 2019",13.46
"June 14, 2019",13.49
"June 13, 2019",13.55
"June 12, 2019",13.33
"June 11, 2019",13.28
"June 10, 2019",13.29
"June 7, 2019",13.04
"June 6, 2019",13.01
"June 5, 2019",13.04
"June 4, 2019",12.97
"June 3, 2019",12.50
"May 31, 2019",12.34
"May 30, 2019",12.71
"May 29, 2019",12.58
"May 28, 2019",12.49
"May 24, 2019",12.73
"May 23, 2019",12.77
"May 22, 2019",12.95
"May 21, 2019",13.20
"May 20, 2019",13.08
"May 17, 2019",13.20
"May 16, 2019",13.45
"May 15, 2019",13.48
"May 14, 2019",13.25
"May 13, 2019",13.19
"May 10, 2019",13.36
"May 9, 2019",13.38
"May 8, 2019",13.52
"May 7, 2019",13.56
"May 6, 2019",13.89
"May 3, 2019",14.16
"May 2, 2019",14.01
"May 1, 2019",13.89
"April 30, 2019",14.10
"April 29, 2019",13.92
"April 26, 2019",13.80
"April 25, 2019",13.96
"April 24, 2019",15.19
"April 23, 2019",15.08
"April 22, 2019",15.09
"April 18, 2019",15.16
