date,year_high
"March 19, 2020",125.31
"March 18, 2020",125.31
"March 17, 2020",125.31
"March 16, 2020",125.31
"March 13, 2020",125.31
"March 12, 2020",125.31
"March 11, 2020",125.31
"March 10, 2020",125.31
"March 9, 2020",125.31
"March 6, 2020",125.31
"March 5, 2020",125.31
"March 4, 2020",125.31
"March 3, 2020",125.31
"March 2, 2020",125.31
"Feb. 28, 2020",125.31
"Feb. 27, 2020",125.31
"Feb. 26, 2020",125.31
"Feb. 25, 2020",125.31
"Feb. 24, 2020",125.31
"Feb. 21, 2020",125.31
"Feb. 20, 2020",125.31
"Feb. 19, 2020",125.31
"Feb. 18, 2020",125.31
"Feb. 14, 2020",125.31
"Feb. 13, 2020",125.31
"Feb. 12, 2020",125.31
"Feb. 11, 2020",125.31
"Feb. 10, 2020",125.31
"Feb. 7, 2020",125.31
"Feb. 6, 2020",125.31
"Feb. 5, 2020",125.31
"Feb. 4, 2020",125.31
"Feb. 3, 2020",125.31
"Jan. 31, 2020",125.31
"Jan. 30, 2020",125.31
"Jan. 29, 2020",125.31
"Jan. 28, 2020",125.31
"Jan. 27, 2020",125.31
"Jan. 24, 2020",125.31
"Jan. 23, 2020",125.31
"Jan. 22, 2020",125.31
"Jan. 21, 2020",125.31
"Jan. 17, 2020",125.31
"Jan. 16, 2020",125.31
"Jan. 15, 2020",125.31
"Jan. 14, 2020",125.31
"Jan. 13, 2020",125.31
"Jan. 10, 2020",125.31
"Jan. 9, 2020",125.31
"Jan. 8, 2020",125.31
"Jan. 7, 2020",125.31
"Jan. 6, 2020",125.31
"Jan. 3, 2020",125.31
"Jan. 2, 2020",125.31
"Dec. 31, 2019",125.31
"Dec. 30, 2019",125.31
"Dec. 27, 2019",125.31
"Dec. 26, 2019",125.31
"Dec. 24, 2019",125.31
"Dec. 23, 2019",125.31
"Dec. 20, 2019",125.31
"Dec. 19, 2019",125.31
"Dec. 18, 2019",125.31
"Dec. 17, 2019",125.31
"Dec. 16, 2019",125.31
"Dec. 13, 2019",125.31
"Dec. 12, 2019",125.31
"Dec. 11, 2019",125.31
"Dec. 10, 2019",125.31
"Dec. 9, 2019",125.31
"Dec. 6, 2019",125.31
"Dec. 5, 2019",125.31
"Dec. 4, 2019",125.31
"Dec. 3, 2019",125.31
"Dec. 2, 2019",125.31
"Nov. 29, 2019",125.31
"Nov. 27, 2019",125.31
"Nov. 26, 2019",125.31
"Nov. 25, 2019",125.31
"Nov. 22, 2019",125.31
"Nov. 21, 2019",125.31
"Nov. 20, 2019",125.31
"Nov. 19, 2019",125.31
"Nov. 18, 2019",125.31
"Nov. 15, 2019",125.31
"Nov. 14, 2019",125.31
"Nov. 13, 2019",125.31
"Nov. 12, 2019",125.31
"Nov. 11, 2019",125.31
"Nov. 8, 2019",125.31
"Nov. 7, 2019",124.66
"Nov. 6, 2019",123.78
"Nov. 5, 2019",123.78
"Nov. 4, 2019",123.63
"Nov. 1, 2019",123.63
"Oct. 31, 2019",123.63
"Oct. 30, 2019",123.63
"Oct. 29, 2019",123.63
"Oct. 28, 2019",123.63
"Oct. 25, 2019",123.63
"Oct. 24, 2019",123.63
"Oct. 23, 2019",123.63
"Oct. 22, 2019",123.63
"Oct. 21, 2019",123.63
"Oct. 18, 2019",123.63
"Oct. 17, 2019",123.63
"Oct. 16, 2019",123.63
"Oct. 15, 2019",123.63
"Oct. 14, 2019",123.63
"Oct. 11, 2019",123.63
"Oct. 10, 2019",123.63
"Oct. 9, 2019",123.63
"Oct. 8, 2019",123.63
"Oct. 7, 2019",123.63
"Oct. 4, 2019",123.63
"Oct. 3, 2019",123.63
"Oct. 2, 2019",123.63
"Oct. 1, 2019",123.63
"Sept. 30, 2019",123.63
"Sept. 27, 2019",123.63
"Sept. 26, 2019",123.63
"Sept. 25, 2019",123.63
"Sept. 24, 2019",123.63
"Sept. 23, 2019",123.63
"Sept. 20, 2019",123.63
"Sept. 19, 2019",123.63
"Sept. 18, 2019",123.63
"Sept. 17, 2019",123.63
"Sept. 16, 2019",123.63
"Sept. 13, 2019",123.63
"Sept. 12, 2019",124.94
"Sept. 11, 2019",124.94
"Sept. 10, 2019",124.94
"Sept. 9, 2019",125.09
"Sept. 6, 2019",125.09
"Sept. 5, 2019",125.09
"Sept. 4, 2019",125.09
"Sept. 3, 2019",125.09
"Aug. 30, 2019",125.09
"Aug. 29, 2019",125.09
"Aug. 28, 2019",125.09
"Aug. 27, 2019",125.09
"Aug. 26, 2019",125.09
"Aug. 23, 2019",125.09
"Aug. 22, 2019",125.09
"Aug. 21, 2019",125.09
"Aug. 20, 2019",125.09
"Aug. 19, 2019",125.09
"Aug. 16, 2019",125.09
"Aug. 15, 2019",125.09
"Aug. 14, 2019",125.09
"Aug. 13, 2019",125.09
"Aug. 12, 2019",125.09
"Aug. 9, 2019",125.09
"Aug. 8, 2019",125.09
"Aug. 7, 2019",125.09
"Aug. 6, 2019",125.09
"Aug. 5, 2019",125.09
"Aug. 2, 2019",125.09
"Aug. 1, 2019",125.09
"July 31, 2019",125.09
"July 30, 2019",125.09
"July 29, 2019",125.09
"July 26, 2019",125.09
"July 25, 2019",125.09
"July 24, 2019",125.09
"July 23, 2019",125.09
"July 22, 2019",125.09
"July 19, 2019",125.09
"July 18, 2019",125.09
"July 17, 2019",125.09
"July 16, 2019",125.09
"July 15, 2019",125.09
"July 12, 2019",125.09
"July 11, 2019",125.09
"July 10, 2019",125.09
"July 9, 2019",125.09
"July 8, 2019",125.09
"July 5, 2019",125.09
"July 3, 2019",125.09
"July 2, 2019",125.09
"July 1, 2019",125.09
"June 28, 2019",125.09
"June 27, 2019",125.09
"June 26, 2019",125.09
"June 25, 2019",125.09
"June 24, 2019",125.09
"June 21, 2019",125.09
"June 20, 2019",125.09
"June 19, 2019",125.09
"June 18, 2019",125.09
"June 17, 2019",125.09
"June 14, 2019",125.09
"June 13, 2019",125.09
"June 12, 2019",125.09
"June 11, 2019",125.09
"June 10, 2019",125.09
"June 7, 2019",125.09
"June 6, 2019",125.09
"June 5, 2019",125.09
"June 4, 2019",125.09
"June 3, 2019",125.09
"May 31, 2019",125.09
"May 30, 2019",125.09
"May 29, 2019",125.09
"May 28, 2019",125.09
"May 24, 2019",125.09
"May 23, 2019",125.09
"May 22, 2019",125.09
"May 21, 2019",125.09
"May 20, 2019",125.09
"May 17, 2019",125.09
"May 16, 2019",125.09
"May 15, 2019",125.09
"May 14, 2019",125.09
"May 13, 2019",125.09
"May 10, 2019",125.09
"May 9, 2019",125.09
"May 8, 2019",125.09
"May 7, 2019",125.09
"May 6, 2019",125.09
"May 3, 2019",125.09
"May 2, 2019",125.09
"May 1, 2019",125.09
"April 30, 2019",125.09
"April 29, 2019",125.09
"April 26, 2019",125.09
"April 25, 2019",125.09
"April 24, 2019",125.09
"April 23, 2019",125.09
"April 22, 2019",125.09
"April 18, 2019",125.09
"April 17, 2019",125.09
"April 16, 2019",125.09
"April 15, 2019",125.09
"April 12, 2019",125.09
"April 11, 2019",125.09
"April 10, 2019",125.09
"April 9, 2019",125.09
"April 8, 2019",125.09
"April 5, 2019",125.09
"April 4, 2019",125.09
"April 3, 2019",125.09
"April 2, 2019",125.09
"April 1, 2019",125.09
"March 29, 2019",125.09
"March 28, 2019",125.09
"March 27, 2019",125.09
"March 26, 2019",125.09
"March 25, 2019",125.09
"March 22, 2019",125.09
"March 21, 2019",125.09
"March 20, 2019",125.09
"March 19, 2019",125.09
"March 18, 2019",125.09
"March 15, 2019",125.09
"March 14, 2019",125.09
"March 13, 2019",125.09
"March 12, 2019",125.09
"March 11, 2019",125.09
"March 8, 2019",125.09
"March 7, 2019",125.09
"March 6, 2019",125.09
"March 5, 2019",125.09
"March 4, 2019",125.09
"March 1, 2019",125.09
"Feb. 28, 2019",125.09
"Feb. 27, 2019",125.09
"Feb. 26, 2019",125.09
"Feb. 25, 2019",125.09
"Feb. 22, 2019",125.09
"Feb. 21, 2019",125.09
"Feb. 20, 2019",125.09
"Feb. 19, 2019",125.09
"Feb. 15, 2019",125.09
"Feb. 14, 2019",125.09
"Feb. 13, 2019",125.09
"Feb. 12, 2019",125.09
"Feb. 11, 2019",125.09
"Feb. 8, 2019",125.09
"Feb. 7, 2019",125.09
"Feb. 6, 2019",125.09
"Feb. 5, 2019",125.09
"Feb. 4, 2019",125.09
"Feb. 1, 2019",125.09
"Jan. 31, 2019",125.09
