date,net_income_ttm
"Dec. 31, 2019",4.44B
"Sept. 30, 2019",4.999B
"June 30, 2019",4.757B
"March 31, 2019",4.557B
"Dec. 31, 2018",4.791B
"Sept. 30, 2018",5.434B
"June 30, 2018",5.185B
"March 31, 2018",5.084B
"Dec. 31, 2017",4.905B
"Sept. 30, 2017",3.561B
"June 30, 2017",3.572B
"March 31, 2017",3.457B
"Dec. 31, 2016",3.422B
"Sept. 30, 2016",5.001B
"June 30, 2016",4.988B
"March 31, 2016",4.949B
"Dec. 31, 2015",4.844B
"Sept. 30, 2015",3.966B
"June 30, 2015",3.923B
"March 31, 2015",3.147B
"Dec. 31, 2014",3.032B
"Sept. 30, 2014",3.746B
"June 30, 2014",3.629B
"March 31, 2014",4.246B
"Dec. 31, 2013",4.372B
"Sept. 30, 2013",1.457B
"June 30, 2013",829.00M
"March 31, 2013",874.00M
"Dec. 31, 2012",807.00M
"Sept. 30, 2012",3.28B
"June 30, 2012",3.883B
"March 31, 2012",3.859B
"Dec. 31, 2011",3.804B
"Sept. 30, 2011",4.048B
"June 30, 2011",3.967B
"March 31, 2011",3.72B
"Dec. 31, 2010",3.338B
"Sept. 30, 2010",3.126B
"June 30, 2010",2.684B
"March 31, 2010",2.284B
"Dec. 31, 2009",2.152B
"Sept. 30, 2009",1.649B
"June 30, 2009",2.07B
"March 31, 2009",2.498B
"Dec. 31, 2008",3.003B
"Sept. 30, 2008",108.00M
"June 30, 2008",214.00M
"March 31, 2008",445.00M
"Dec. 31, 2007",382.00M
"Sept. 30, 2007",4.151B
"June 30, 2007",4.113B
"March 31, 2007",4.07B
"Dec. 31, 2006",4.202B
"Sept. 30, 2006",4.123B
"June 30, 2006",4.038B
"March 31, 2006",3.963B
"Dec. 31, 2005",3.87B
"Sept. 30, 2005",3.687B
"June 30, 2005",3.624B
"March 31, 2005",3.456B
"Dec. 31, 2004",3.333B
"Sept. 30, 2004",3.323B
"June 30, 2004",3.172B
"March 31, 2004",3.046B
"Dec. 31, 2003",2.898B
"Sept. 30, 2003",3.544B
"June 30, 2003",3.383B
"March 31, 2003",3.302B
"Dec. 31, 2002",3.182B
"Sept. 30, 2002",2.325B
"June 30, 2002",2.315B
"March 31, 2002",2.334B
"Dec. 31, 2001",2.399B
"Sept. 30, 2001",2.478B
"June 30, 2001",2.612B
"March 31, 2001",2.677B
"Dec. 31, 2000",2.934B
"Sept. 30, 2000",2.871B
"June 30, 2000",2.746B
"March 31, 2000",2.639B
"Dec. 31, 1999",2.325B
