date,assets
"Dec. 31, 2019",57.86B
"Sept. 30, 2019",53.28B
"June 30, 2019",52.79B
"March 31, 2019",52.06B
"Dec. 31, 2018",50.02B
"Sept. 30, 2018",46.69B
"June 30, 2018",45.22B
"March 31, 2018",44.46B
"Dec. 31, 2017",45.57B
"Sept. 30, 2017",41.36B
"June 30, 2017",39.72B
"March 31, 2017",38.38B
"Dec. 31, 2016",40.38B
"Sept. 30, 2016",38.34B
"June 30, 2016",38.34B
"March 31, 2016",39.17B
"Dec. 31, 2015",38.31B
"Sept. 30, 2015",39.00B
"June 30, 2015",37.25B
"March 31, 2015",37.33B
"Dec. 31, 2014",35.44B
"Sept. 30, 2014",35.91B
"June 30, 2014",34.86B
"March 31, 2014",37.08B
"Dec. 31, 2013",36.21B
"Sept. 30, 2013",37.48B
"June 30, 2013",36.70B
"March 31, 2013",38.00B
"Dec. 31, 2012",38.86B
"Sept. 30, 2012",39.06B
"June 30, 2012",37.18B
"March 31, 2012",35.96B
"Dec. 31, 2011",34.70B
"Sept. 30, 2011",35.24B
"June 30, 2011",35.15B
"March 31, 2011",34.59B
"Dec. 31, 2010",33.60B
"Sept. 30, 2010",32.91B
"June 30, 2010",33.27B
"March 31, 2010",32.50B
"Dec. 31, 2009",31.88B
"Sept. 30, 2009",32.21B
"June 30, 2009",32.54B
"March 31, 2009",33.77B
"Dec. 31, 2008",31.88B
"Sept. 30, 2008",38.16B
"June 30, 2008",38.06B
"March 31, 2008",37.47B
"Dec. 31, 2007",39.04B
"Sept. 30, 2007",34.50B
"June 30, 2007",33.51B
"March 31, 2007",33.38B
"Dec. 31, 2006",33.21B
"Sept. 30, 2006",36.17B
"June 30, 2006",34.87B
"March 31, 2006",34.79B
"Dec. 31, 2005",34.95B
"Sept. 30, 2005",35.08B
"June 30, 2005",33.17B
"March 31, 2005",33.13B
"Dec. 31, 2004",33.03B
"Sept. 30, 2004",30.97B
"June 30, 2004",29.86B
"March 31, 2004",29.56B
"Dec. 31, 2003",29.73B
"Sept. 30, 2003",28.37B
"June 30, 2003",27.24B
"March 31, 2003",26.75B
"Dec. 31, 2002",26.36B
"Sept. 30, 2002",25.95B
"June 30, 2002",25.44B
"March 31, 2002",24.73B
"Dec. 31, 2001",24.64B
"Sept. 30, 2001",24.62B
"June 30, 2001",23.79B
"March 31, 2001",22.00B
"Dec. 31, 2000",21.66B
"Sept. 30, 2000",21.41B
"June 30, 2000",21.08B
"March 31, 2000",20.92B
"Dec. 31, 1999",23.03B
