date,max_drawdown_all
"Feb. 29, 2020",51.72%
"Jan. 31, 2020",51.72%
"Dec. 31, 2019",51.72%
"Nov. 30, 2019",51.72%
"Oct. 31, 2019",51.72%
"Sept. 30, 2019",51.72%
"Aug. 31, 2019",51.72%
"July 31, 2019",51.72%
"June 30, 2019",51.72%
"May 31, 2019",51.72%
"April 30, 2019",51.72%
"March 31, 2019",51.72%
"Feb. 28, 2019",51.72%
"Jan. 31, 2019",51.72%
"Dec. 31, 2018",51.72%
"Nov. 30, 2018",51.72%
"Oct. 31, 2018",51.72%
"Sept. 30, 2018",51.72%
"Aug. 31, 2018",51.72%
"July 31, 2018",51.72%
"June 30, 2018",51.72%
"May 31, 2018",51.72%
"April 30, 2018",51.72%
"March 31, 2018",51.72%
"Feb. 28, 2018",51.72%
"Jan. 31, 2018",51.72%
"Dec. 31, 2017",51.72%
"Nov. 30, 2017",51.72%
"Oct. 31, 2017",51.72%
"Sept. 30, 2017",51.72%
"Aug. 31, 2017",51.72%
"July 31, 2017",51.72%
"June 30, 2017",51.72%
"May 31, 2017",51.72%
"April 30, 2017",51.72%
"March 31, 2017",51.72%
"Feb. 28, 2017",51.72%
"Jan. 31, 2017",51.72%
"Dec. 31, 2016",51.72%
"Nov. 30, 2016",51.72%
"Oct. 31, 2016",51.72%
"Sept. 30, 2016",51.72%
"Aug. 31, 2016",51.72%
"July 31, 2016",51.72%
"June 30, 2016",51.72%
"May 31, 2016",51.72%
"April 30, 2016",51.72%
"March 31, 2016",51.72%
"Feb. 29, 2016",51.72%
"Jan. 31, 2016",51.72%
"Dec. 31, 2015",51.72%
"Nov. 30, 2015",51.72%
"Oct. 31, 2015",51.72%
"Sept. 30, 2015",51.72%
"Aug. 31, 2015",51.72%
"July 31, 2015",51.72%
"June 30, 2015",51.72%
"May 31, 2015",51.72%
"April 30, 2015",51.72%
"March 31, 2015",51.72%
"Feb. 28, 2015",51.72%
"Jan. 31, 2015",51.72%
"Dec. 31, 2014",51.72%
"Nov. 30, 2014",51.72%
"Oct. 31, 2014",51.72%
"Sept. 30, 2014",51.72%
"Aug. 31, 2014",51.72%
"July 31, 2014",51.72%
"June 30, 2014",51.72%
"May 31, 2014",51.72%
"April 30, 2014",51.72%
"March 31, 2014",51.72%
"Feb. 28, 2014",51.72%
"Jan. 31, 2014",51.72%
"Dec. 31, 2013",51.72%
"Nov. 30, 2013",51.72%
"Oct. 31, 2013",51.72%
"Sept. 30, 2013",51.72%
"Aug. 31, 2013",51.72%
"July 31, 2013",51.72%
"June 30, 2013",51.72%
"May 31, 2013",51.72%
"April 30, 2013",51.72%
"March 31, 2013",51.72%
"Feb. 28, 2013",51.72%
"Jan. 31, 2013",51.72%
"Dec. 31, 2012",51.72%
"Nov. 30, 2012",51.72%
"Oct. 31, 2012",51.72%
"Sept. 30, 2012",51.72%
"Aug. 31, 2012",51.72%
"July 31, 2012",51.72%
"June 30, 2012",51.72%
"May 31, 2012",51.72%
"April 30, 2012",51.72%
"March 31, 2012",51.72%
"Feb. 29, 2012",51.72%
"Jan. 31, 2012",51.72%
"Dec. 31, 2011",51.72%
"Nov. 30, 2011",51.72%
"Oct. 31, 2011",51.72%
"Sept. 30, 2011",51.72%
"Aug. 31, 2011",51.72%
"July 31, 2011",51.72%
"June 30, 2011",51.72%
"May 31, 2011",51.72%
"April 30, 2011",51.72%
"March 31, 2011",51.72%
"Feb. 28, 2011",51.72%
"Jan. 31, 2011",51.72%
"Dec. 31, 2010",51.72%
"Nov. 30, 2010",51.72%
"Oct. 31, 2010",51.72%
"Sept. 30, 2010",51.72%
"Aug. 31, 2010",51.72%
"July 31, 2010",51.72%
"June 30, 2010",51.72%
"May 31, 2010",51.72%
"April 30, 2010",51.72%
"March 31, 2010",51.72%
"Feb. 28, 2010",51.72%
"Jan. 31, 2010",51.72%
"Dec. 31, 2009",51.72%
"Nov. 30, 2009",51.72%
"Oct. 31, 2009",51.72%
"Sept. 30, 2009",51.72%
"Aug. 31, 2009",51.72%
"July 31, 2009",51.72%
"June 30, 2009",51.72%
"May 31, 2009",51.72%
"April 30, 2009",51.72%
"March 31, 2009",51.72%
"Feb. 28, 2009",48.41%
"Jan. 31, 2009",46.99%
"Dec. 31, 2008",44.71%
"Nov. 30, 2008",44.71%
"Oct. 31, 2008",44.71%
"Sept. 30, 2008",33.03%
"Aug. 31, 2008",33.03%
"July 31, 2008",33.03%
"June 30, 2008",33.03%
"May 31, 2008",33.03%
"April 30, 2008",33.03%
"March 31, 2008",33.03%
"Feb. 29, 2008",33.03%
"Jan. 31, 2008",33.03%
"Dec. 31, 2007",33.03%
"Nov. 30, 2007",33.03%
"Oct. 31, 2007",33.03%
"Sept. 30, 2007",33.03%
"Aug. 31, 2007",33.03%
"July 31, 2007",33.03%
"June 30, 2007",33.03%
"May 31, 2007",33.03%
"April 30, 2007",33.03%
"March 31, 2007",33.03%
"Feb. 28, 2007",33.03%
"Jan. 31, 2007",33.03%
"Dec. 31, 2006",33.03%
"Nov. 30, 2006",33.03%
"Oct. 31, 2006",33.03%
"Sept. 30, 2006",33.03%
"Aug. 31, 2006",33.03%
"July 31, 2006",33.03%
"June 30, 2006",33.03%
"May 31, 2006",33.03%
"April 30, 2006",33.03%
"March 31, 2006",33.03%
"Feb. 28, 2006",33.03%
"Jan. 31, 2006",33.03%
"Dec. 31, 2005",33.03%
"Nov. 30, 2005",33.03%
