date,cash_investing_ttm
"Dec. 31, 2019",-6.061B
"Sept. 30, 2019",-5.858B
"June 30, 2019",-6.357B
"March 31, 2019",-6.30B
"Dec. 31, 2018",-6.33B
"Sept. 30, 2018",-5.855B
"June 30, 2018",-5.766B
"March 31, 2018",-5.507B
"Dec. 31, 2017",-4.971B
"Sept. 30, 2017",-4.151B
"June 30, 2017",-2.794B
"March 31, 2017",-2.365B
"Dec. 31, 2016",-2.563B
"Sept. 30, 2016",-2.377B
"June 30, 2016",-4.327B
"March 31, 2016",-5.06B
"Dec. 31, 2015",-5.309B
"Sept. 30, 2015",-5.621B
"June 30, 2015",-3.775B
"March 31, 2015",-3.313B
"Dec. 31, 2014",-2.801B
"Sept. 30, 2014",-1.79B
"June 30, 2014",-2.063B
"March 31, 2014",-2.206B
"Dec. 31, 2013",-2.114B
"Sept. 30, 2013",-2.891B
"June 30, 2013",-2.881B
"March 31, 2013",-1.829B
"Dec. 31, 2012",-1.335B
"Sept. 30, 2012",-1.328B
"June 30, 2012",-1.775B
"March 31, 2012",-2.514B
"Dec. 31, 2011",-2.537B
"Sept. 30, 2011",-2.277B
"June 30, 2011",-1.115B
"March 31, 2011",-686.00M
"Dec. 31, 2010",-654.00M
"Sept. 30, 2010",-862.00M
"June 30, 2010",-1.441B
"March 31, 2010",-1.102B
"Dec. 31, 2009",-1.248B
"Sept. 30, 2009",-1.365B
"June 30, 2009",-1.655B
"March 31, 2009",-2.547B
"Dec. 31, 2008",-3.179B
"Sept. 30, 2008",-3.199B
"June 30, 2008",-2.815B
"March 31, 2008",-2.282B
"Dec. 31, 2007",-2.199B
"Sept. 30, 2007",-2.487B
"June 30, 2007",-2.098B
"March 31, 2007",-2.307B
"Dec. 31, 2006",-2.34B
"Sept. 30, 2006",-1.623B
"June 30, 2006",-1.651B
"March 31, 2006",-1.338B
"Dec. 31, 2005",-975.00M
"Sept. 30, 2005",-2.179B
"June 30, 2005",-2.609B
"March 31, 2005",-3.024B
"Dec. 31, 2004",-3.638B
"Sept. 30, 2004",-3.36B
"June 30, 2004",-3.197B
"March 31, 2004",-3.29B
"Dec. 31, 2003",-2.742B
"Sept. 30, 2003",-1.61B
"June 30, 2003",-2.424B
"March 31, 2003",-2.175B
"Dec. 31, 2002",-2.194B
"Sept. 30, 2002",-2.87B
"June 30, 2002",-2.619B
"March 31, 2002",-2.894B
"Dec. 31, 2001",-3.013B
"Sept. 30, 2001",-2.53B
"June 30, 2001",-2.154B
"March 31, 2001",-2.196B
"Dec. 31, 2000",-937.00M
