date,cash_financing_ttm
"Dec. 31, 2019",-1.727B
"Sept. 30, 2019",-3.286B
"June 30, 2019",-3.619B
"March 31, 2019",-3.837B
"Dec. 31, 2018",-5.692B
"Sept. 30, 2018",-59.00M
"June 30, 2018",236.00M
"March 31, 2018",861.00M
"Dec. 31, 2017",3.287B
"Sept. 30, 2017",-1.273B
"June 30, 2017",-1.112B
"March 31, 2017",-2.824B
"Dec. 31, 2016",-3.14B
"Sept. 30, 2016",-4.186B
"June 30, 2016",-3.897B
"March 31, 2016",-2.904B
"Dec. 31, 2015",-1.565B
"Sept. 30, 2015",-2.908B
"June 30, 2015",-3.781B
"March 31, 2015",-4.142B
"Dec. 31, 2014",-5.161B
"Sept. 30, 2014",-5.504B
"June 30, 2014",-5.398B
"March 31, 2014",-6.081B
"Dec. 31, 2013",-7.807B
"Sept. 30, 2013",-7.60B
"June 30, 2013",-6.016B
"March 31, 2013",-3.714B
"Dec. 31, 2012",-1.817B
"Sept. 30, 2012",-1.311B
"June 30, 2012",-3.733B
"March 31, 2012",-5.058B
"Dec. 31, 2011",-4.862B
"Sept. 30, 2011",-1.891B
"June 30, 2011",-1.671B
"March 31, 2011",-842.00M
"Dec. 31, 2010",-1.346B
"Sept. 30, 2010",-3.323B
"June 30, 2010",-3.256B
"March 31, 2010",-4.759B
"Dec. 31, 2009",-3.045B
"Sept. 30, 2009",-3.326B
"June 30, 2009",-3.151B
"March 31, 2009",-1.903B
"Dec. 31, 2008",-6.702B
"Sept. 30, 2008",393.00M
"June 30, 2008",526.00M
"March 31, 2008",429.00M
"Dec. 31, 2007",2.297B
"Sept. 30, 2007",-4.207B
"June 30, 2007",-3.219B
"March 31, 2007",-3.528B
"Dec. 31, 2006",-3.851B
"Sept. 30, 2006",-4.281B
"June 30, 2006",-4.374B
"March 31, 2006",-4.203B
"Dec. 31, 2005",-4.175B
"Sept. 30, 2005",-2.34B
"June 30, 2005",-3.189B
"March 31, 2005",-2.868B
"Dec. 31, 2004",-2.014B
"Sept. 30, 2004",-2.851B
"June 30, 2004",-2.39B
"March 31, 2004",-2.146B
"Dec. 31, 2003",-2.11B
"Sept. 30, 2003",-2.091B
"June 30, 2003",-1.995B
"March 31, 2003",-2.244B
"Dec. 31, 2002",-2.09B
"Sept. 30, 2002",-1.866B
"June 30, 2002",-2.349B
"March 31, 2002",-1.853B
"Dec. 31, 2001",-1.493B
"Sept. 30, 2001",-1.716B
"June 30, 2001",-1.519B
"March 31, 2001",-1.994B
"Dec. 31, 2000",-5.161B
