date,eps_est_0y
"March 19, 2020",7.771
"March 14, 2020",7.772
"March 13, 2020",7.801
"March 12, 2020",7.833
"March 11, 2020",7.834
"March 10, 2020",7.835
"March 9, 2020",7.869
"Feb. 29, 2020",7.875
"Feb. 27, 2020",7.876
"Feb. 4, 2020",7.880
"Feb. 3, 2020",7.879
"Jan. 31, 2020",7.877
"Jan. 30, 2020",7.935
"Jan. 28, 2020",8.059
"Jan. 24, 2020",8.064
"Jan. 21, 2020",8.066
"Jan. 16, 2020",8.067
"Jan. 14, 2020",8.076
"Jan. 7, 2020",8.077
"Jan. 6, 2020",8.081
"Jan. 3, 2020",8.079
"Jan. 1, 2020",8.084
"Dec. 31, 2019",7.531
"Dec. 17, 2019",7.535
"Dec. 10, 2019",7.534
"Nov. 7, 2019",7.534
"Oct. 28, 2019",7.535
"Oct. 23, 2019",7.536
"Oct. 22, 2019",7.518
"Oct. 18, 2019",7.513
"Oct. 11, 2019",7.515
"Oct. 7, 2019",7.517
"Oct. 4, 2019",7.515
"Sept. 13, 2019",7.513
"Aug. 26, 2019",7.511
"Aug. 23, 2019",7.510
"Aug. 22, 2019",7.510
"Aug. 21, 2019",7.509
"July 30, 2019",7.511
"July 26, 2019",7.512
"July 25, 2019",7.509
"July 24, 2019",7.468
"July 22, 2019",7.451
"July 16, 2019",7.453
"July 10, 2019",7.454
"June 12, 2019",7.486
"May 22, 2019",7.490
"May 6, 2019",7.504
"April 30, 2019",7.479
"April 29, 2019",7.488
"April 26, 2019",7.502
"April 25, 2019",7.530
"April 17, 2019",7.535
"April 16, 2019",7.535
"April 15, 2019",7.539
"April 8, 2019",7.542
"April 4, 2019",7.546
"April 1, 2019",7.550
"March 18, 2019",7.551
"March 15, 2019",7.555
"March 14, 2019",7.558
"March 13, 2019",7.560
"March 7, 2019",7.559
"March 6, 2019",7.559
"March 5, 2019",7.561
"Feb. 28, 2019",7.561
"Feb. 20, 2019",7.560
"Feb. 19, 2019",7.566
"Feb. 5, 2019",7.552
"Feb. 1, 2019",7.547
"Jan. 31, 2019",7.568
"Jan. 29, 2019",7.715
"Jan. 28, 2019",7.729
"Jan. 25, 2019",7.750
"Jan. 16, 2019",7.764
"Jan. 15, 2019",7.776
"Jan. 9, 2019",7.782
"Jan. 8, 2019",7.786
"Jan. 5, 2019",7.791
"Jan. 4, 2019",7.794
"Dec. 31, 2018",7.210
"Dec. 18, 2018",7.218
"Dec. 17, 2018",7.218
"Dec. 14, 2018",7.224
"Dec. 11, 2018",7.227
"Nov. 27, 2018",7.230
"Nov. 12, 2018",7.230
"Nov. 10, 2018",7.231
"Nov. 8, 2018",7.236
"Nov. 6, 2018",7.237
"Oct. 29, 2018",7.239
"Oct. 26, 2018",7.243
"Oct. 25, 2018",7.241
"Oct. 24, 2018",7.252
"Oct. 12, 2018",7.257
"Oct. 10, 2018",7.258
"Oct. 9, 2018",7.259
"Oct. 1, 2018",7.258
"Sept. 27, 2018",7.260
"Sept. 21, 2018",7.260
"Sept. 17, 2018",7.256
"Sept. 14, 2018",7.257
"Aug. 27, 2018",7.257
"Aug. 23, 2018",7.256
"Aug. 14, 2018",7.256
"July 27, 2018",7.258
"July 26, 2018",7.254
"July 25, 2018",7.258
"July 23, 2018",7.253
"July 22, 2018",7.253
"July 16, 2018",7.251
"July 13, 2018",7.250
"July 11, 2018",7.251
"July 9, 2018",7.249
"June 27, 2018",7.249
"June 22, 2018",7.247
"June 14, 2018",7.245
"May 22, 2018",7.242
"May 1, 2018",7.243
"April 27, 2018",7.241
"April 26, 2018",7.239
"April 24, 2018",7.243
"April 17, 2018",7.243
"April 16, 2018",7.241
"April 13, 2018",7.24
"April 10, 2018",7.240
"April 5, 2018",7.243
"April 2, 2018",7.245
"April 1, 2018",7.239
"March 26, 2018",7.239
"March 16, 2018",7.239
"March 6, 2018",7.241
"Feb. 20, 2018",7.242
"Feb. 7, 2018",7.243
"Feb. 5, 2018",7.242
"Feb. 2, 2018",7.244
"Feb. 1, 2018",7.38
"Jan. 31, 2018",7.164
"Jan. 18, 2018",7.168
"Jan. 17, 2018",7.139
"Jan. 16, 2018",7.091
"Jan. 12, 2018",7.055
"Jan. 11, 2018",7.016
"Jan. 9, 2018",6.919
"Jan. 8, 2018",6.883
"Jan. 7, 2018",6.757
"Jan. 6, 2018",6.731
"Jan. 5, 2018",6.692
"Jan. 4, 2018",6.579
"Jan. 3, 2018",6.545
