date,historical_daily_var_5_all
"Feb. 29, 2020",2.05%
"Jan. 31, 2020",2.03%
"Dec. 31, 2019",2.03%
"Nov. 30, 2019",2.03%
"Oct. 31, 2019",2.03%
"Sept. 30, 2019",2.03%
"Aug. 31, 2019",2.03%
"July 31, 2019",2.03%
"June 30, 2019",2.03%
"May 31, 2019",2.02%
"April 30, 2019",2.01%
"March 31, 2019",2.01%
"Feb. 28, 2019",2.00%
"Jan. 31, 2019",2.01%
"Dec. 31, 2018",2.01%
"Nov. 30, 2018",2.00%
"Oct. 31, 2018",2.00%
"Sept. 30, 2018",2.00%
"Aug. 31, 2018",2.00%
"July 31, 2018",2.00%
"June 30, 2018",2.00%
"May 31, 2018",2.00%
"April 30, 2018",2.00%
"March 31, 2018",2.00%
"Feb. 28, 2018",2.00%
"Jan. 31, 2018",1.98%
"Dec. 31, 2017",1.99%
"Nov. 30, 2017",1.99%
"Oct. 31, 2017",1.99%
"Sept. 30, 2017",1.99%
"Aug. 31, 2017",2.00%
"July 31, 2017",2.00%
"June 30, 2017",2.00%
"May 31, 2017",2.00%
"April 30, 2017",2.00%
"March 31, 2017",2.00%
"Feb. 28, 2017",2.00%
"Jan. 31, 2017",2.00%
"Dec. 31, 2016",2.00%
"Nov. 30, 2016",2.00%
"Oct. 31, 2016",2.01%
"Sept. 30, 2016",2.02%
"Aug. 31, 2016",2.03%
"July 31, 2016",2.03%
"June 30, 2016",2.04%
"May 31, 2016",2.04%
"April 30, 2016",2.05%
"March 31, 2016",2.05%
"Feb. 29, 2016",2.06%
"Jan. 31, 2016",2.06%
"Dec. 31, 2015",2.06%
"Nov. 30, 2015",2.06%
"Oct. 31, 2015",2.06%
"Sept. 30, 2015",2.06%
"Aug. 31, 2015",2.06%
"July 31, 2015",2.06%
"June 30, 2015",2.06%
"May 31, 2015",2.08%
"April 30, 2015",2.09%
"March 31, 2015",2.10%
"Feb. 28, 2015",2.10%
"Jan. 31, 2015",2.10%
"Dec. 31, 2014",2.10%
"Nov. 30, 2014",2.11%
"Oct. 31, 2014",2.11%
"Sept. 30, 2014",2.11%
"Aug. 31, 2014",2.12%
"July 31, 2014",2.12%
"June 30, 2014",2.12%
"May 31, 2014",2.12%
"April 30, 2014",2.12%
"March 31, 2014",2.13%
"Feb. 28, 2014",2.13%
"Jan. 31, 2014",2.13%
"Dec. 31, 2013",2.13%
"Nov. 30, 2013",2.13%
"Oct. 31, 2013",2.13%
"Sept. 30, 2013",2.14%
"Aug. 31, 2013",2.14%
"July 31, 2013",2.16%
"June 30, 2013",2.16%
"May 31, 2013",2.17%
"April 30, 2013",2.18%
"March 31, 2013",2.18%
"Feb. 28, 2013",2.19%
"Jan. 31, 2013",2.19%
"Dec. 31, 2012",2.20%
"Nov. 30, 2012",2.20%
"Oct. 31, 2012",2.21%
