Ex-Date,Record Date,Pay Date,Declared Date,Type,Amoun
02/24/2020,02/25/2020,03/10/2020,02/13/2020,Normal,1.01
11/15/2019,11/18/2019,12/04/2019,11/07/2019,Normal,0.96
08/16/2019,08/19/2019,09/04/2019,08/08/2019,Normal,0.96
05/17/2019,05/20/2019,06/05/2019,05/09/2019,Normal,0.96
02/25/2019,02/26/2019,03/12/2019,02/15/2019,Normal,0.96
11/16/2018,11/19/2018,12/05/2018,11/08/2018,Normal,0.91
08/17/2018,08/20/2018,09/05/2018,08/09/2018,Normal,0.91
05/18/2018,05/21/2018,06/06/2018,05/10/2018,Normal,0.91
02/16/2018,02/20/2018,03/07/2018,02/09/2018,Normal,0.91
11/10/2017,11/13/2017,11/29/2017,11/02/2017,Normal,0.83
08/10/2017,08/14/2017,08/30/2017,08/03/2017,Normal,0.83
05/11/2017,05/15/2017,05/31/2017,05/04/2017,Normal,0.83
02/16/2017,02/21/2017,03/08/2017,02/08/2017,Normal,0.83
11/09/2016,11/14/2016,11/30/2016,11/03/2016,Normal,0.78
08/12/2016,08/16/2016,08/31/2016,08/05/2016,Normal,0.78
05/12/2016,05/16/2016,06/01/2016,05/05/2016,Normal,0.78
02/18/2016,02/22/2016,03/09/2016,02/10/2016,Normal,0.78
11/12/2015,11/16/2015,12/02/2015,11/05/2015,Normal,0.73
08/13/2015,08/17/2015,09/01/2015,07/30/2015,Normal,0.73
05/14/2015,05/18/2015,06/03/2015,05/08/2015,Normal,0.73
02/19/2015,02/23/2015,03/10/2015,02/11/2015,Normal,0.73
11/13/2014,11/17/2014,12/03/2014,11/06/2014,Normal,0.67
08/14/2014,08/18/2014,09/03/2014,08/07/2014,Normal,0.67
05/15/2014,05/19/2014,06/04/2014,05/09/2014,Normal,0.67
02/20/2014,02/24/2014,03/11/2014,02/13/2014,Normal,0.67
11/14/2013,11/18/2013,12/04/2013,11/08/2013,Normal,0.62
08/15/2013,08/19/2013,09/04/2013,08/08/2013,Normal,0.62
05/09/2013,05/13/2013,05/29/2013,05/02/2013,Normal,0.62
02/21/2013,02/25/2013,03/12/2013,02/14/2013,Normal,0.62
11/15/2012,11/19/2012,12/05/2012,11/08/2012,Normal,0.57
08/16/2012,08/20/2012,09/05/2012,08/10/2012,Normal,0.57
05/10/2012,05/14/2012,05/30/2012,05/04/2012,Normal,0.57
02/16/2012,02/21/2012,03/07/2012,02/10/2012,Normal,0.57
11/09/2011,11/14/2011,11/30/2011,11/04/2011,Normal,0.52
08/18/2011,08/22/2011,09/07/2011,08/12/2011,Normal,0.52
05/12/2011,05/16/2011,06/01/2011,05/06/2011,Normal,0.52
02/10/2011,02/14/2011,03/02/2011,02/04/2011,Normal,0.52
11/10/2010,11/15/2010,12/01/2010,11/05/2010,Normal,0.47
08/12/2010,08/16/2010,09/01/2010,08/06/2010,Normal,0.47
05/13/2010,05/17/2010,06/02/2010,05/07/2010,Normal,0.47
02/11/2010,02/16/2010,03/03/2010,02/05/2010,Normal,0.47
11/12/2009,11/16/2009,12/03/2009,11/06/2009,Normal,0.45
08/20/2009,08/24/2009,09/09/2009,08/14/2009,Normal,0.45
05/14/2009,05/18/2009,06/03/2009,05/08/2009,Normal,0.45
02/19/2009,02/23/2009,03/10/2009,02/13/2009,Normal,0.45
11/13/2008,11/17/2008,12/03/2008,11/07/2008,Normal,0.45
08/21/2008,08/25/2008,09/09/2008,08/15/2008,Normal,0.45
05/15/2008,05/19/2008,06/03/2008,05/08/2008,Normal,0.45
02/07/2008,02/11/2008,03/04/2008,01/31/2008,Normal,0.45
11/15/2007,11/19/2007,01/03/2008,11/08/2007,Normal,0.42
09/06/2007,09/10/2007,09/17/2007,08/29/2007,Normal,0.42
05/17/2007,05/21/2007,06/05/2007,05/10/2007,Normal,0.42
02/15/2007,02/20/2007,03/06/2007,02/08/2007,Normal,0.42
11/22/2006,11/27/2006,01/04/2007,11/16/2006,Normal,0.38
08/17/2006,08/21/2006,09/06/2006,08/10/2006,Normal,0.38
05/11/2006,05/15/2006,05/31/2006,05/04/2006,Normal,0.38
02/16/2006,02/21/2006,03/07/2006,02/09/2006,Normal,0.38
11/23/2005,11/28/2005,01/04/2006,11/17/2005,Normal,0.33
08/18/2005,08/22/2005,09/07/2005,08/11/2005,Normal,0.33
05/12/2005,05/16/2005,06/01/2005,05/09/2005,Normal,0.33
02/17/2005,02/22/2005,03/09/2005,01/06/2005,Normal,0.33
11/24/2004,11/29/2004,01/04/2005,11/18/2004,Normal,0.28
08/19/2004,08/23/2004,09/08/2004,08/12/2004,Normal,0.28
05/13/2004,05/17/2004,06/02/2004,05/06/2004,Normal,0.28
02/19/2004,02/23/2004,03/09/2004,02/12/2004,Normal,0.28
11/20/2003,11/24/2003,01/05/2004,11/13/2003,Normal,0.25
08/21/2003,08/25/2003,09/09/2003,08/15/2003,Normal,0.25
