date,forward_ps_ratio_1y
"March 19, 2020",1.024
"March 18, 2020",1.056
"March 17, 2020",1.030
"March 16, 2020",0.9265
"March 13, 2020",1.003
"March 12, 2020",0.917
"March 11, 2020",0.9364
"March 10, 2020",0.9878
"March 9, 2020",0.9278
"March 6, 2020",0.9944
"March 5, 2020",0.9837
"March 4, 2020",1.014
"March 3, 2020",0.9658
"March 2, 2020",0.9812
"Feb. 28, 2020",0.9573
"Feb. 27, 2020",0.9546
"Feb. 26, 2020",0.9916
"Feb. 25, 2020",0.9934
"Feb. 24, 2020",1.042
"Feb. 21, 2020",1.089
"Feb. 20, 2020",1.126
"Feb. 19, 2020",1.129
"Feb. 18, 2020",1.126
"Feb. 14, 2020",1.121
"Feb. 13, 2020",1.113
"Feb. 12, 2020",1.116
"Feb. 11, 2020",1.109
"Feb. 10, 2020",1.090
"Feb. 7, 2020",1.091
"Feb. 6, 2020",1.127
"Feb. 5, 2020",1.120
"Feb. 4, 2020",1.092
"Feb. 3, 2020",1.078
"Jan. 31, 2020",1.093
"Jan. 30, 2020",1.140
"Jan. 29, 2020",1.222
"Jan. 28, 2020",1.218
"Jan. 27, 2020",1.214
"Jan. 24, 2020",1.232
"Jan. 23, 2020",1.235
"Jan. 22, 2020",1.238
"Jan. 21, 2020",1.240
"Jan. 17, 2020",1.252
"Jan. 16, 2020",1.253
"Jan. 15, 2020",1.245
"Jan. 14, 2020",1.238
"Jan. 13, 2020",1.233
"Jan. 10, 2020",1.224
"Jan. 9, 2020",1.235
"Jan. 8, 2020",1.232
"Jan. 7, 2020",1.225
"Jan. 6, 2020",1.227
"Jan. 3, 2020",1.233
"Jan. 2, 2020",1.233
"Dec. 31, 2019",1.236
"Dec. 30, 2019",1.289
"Dec. 27, 2019",1.317
"Dec. 26, 2019",1.318
"Dec. 24, 2019",1.310
"Dec. 23, 2019",1.317
"Dec. 20, 2019",1.300
"Dec. 19, 2019",1.312
"Dec. 18, 2019",1.306
"Dec. 17, 2019",1.332
"Dec. 16, 2019",1.319
"Dec. 13, 2019",1.313
"Dec. 12, 2019",1.294
"Dec. 11, 2019",1.293
"Dec. 10, 2019",1.312
"Dec. 9, 2019",1.308
"Dec. 6, 2019",1.301
