date,graham_number
"Dec. 31, 2019",20.94
"Sept. 30, 2019",28.95
"June 30, 2019",25.13
"March 31, 2019",21.80
"Dec. 31, 2018",20.89
"Sept. 30, 2018",22.54
"June 30, 2018",19.07
"March 31, 2018",14.32
"Dec. 31, 2017",12.10
"Sept. 30, 2017",12.68
"June 30, 2017",11.49
"March 31, 2017",7.382
"Dec. 31, 2016",6.373
"Sept. 30, 2016",19.93
"June 30, 2016",19.35
"March 31, 2016",18.53
"Dec. 31, 2015",18.30
"Sept. 30, 2015",14.56
"June 30, 2015",14.48
"March 31, 2015",12.50
"Dec. 31, 2014",13.21
"Sept. 30, 2014",23.73
"June 30, 2014",23.06
"March 31, 2014",26.29
"Dec. 31, 2013",27.00
"Sept. 30, 2013",11.66
"June 30, 2013",8.638
"March 31, 2013",9.187
"Dec. 31, 2012",9.375
"Sept. 30, 2012",24.52
"June 30, 2012",26.77
"March 31, 2012",26.16
"Dec. 31, 2011",25.12
"Sept. 30, 2011",27.16
"June 30, 2011",27.38
"March 31, 2011",26.29
"Dec. 31, 2010",24.56
"Sept. 30, 2010",24.47
"June 30, 2010",21.81
"March 31, 2010",19.71
"Dec. 31, 2009",19.21
"Sept. 30, 2009",16.19
"June 30, 2009",17.81
"March 31, 2009",19.50
"Dec. 31, 2008",21.26
"Sept. 30, 2008",6.896
"June 30, 2008",7.838
"March 31, 2008",10.58
"Dec. 31, 2007",9.600
"Sept. 30, 2007",35.96
"June 30, 2007",35.33
"March 31, 2007",34.92
"Dec. 31, 2006",35.45
"Sept. 30, 2006",36.83
"June 30, 2006",36.04
"March 31, 2006",35.18
"Dec. 31, 2005",34.66
"Sept. 30, 2005",33.36
"June 30, 2005",32.68
"March 31, 2005",31.66
"Dec. 31, 2004",30.97
"Sept. 30, 2004",30.08
"June 30, 2004",29.10
"March 31, 2004",28.30
"Dec. 31, 2003",27.47
"Sept. 30, 2003",29.31
"June 30, 2003",28.24
"March 31, 2003",27.43
"Dec. 31, 2002",26.49
"Sept. 30, 2002",21.34
"June 30, 2002",21.01
"March 31, 2002",20.68
"Dec. 31, 2001",20.85
"Sept. 30, 2001",20.54
"June 30, 2001",21.16
"March 31, 2001",20.84
"Dec. 31, 2000",21.97
"Sept. 30, 2000",21.17
"June 30, 2000",20.79
"March 31, 2000",20.13
"Dec. 31, 1999",23.02
