date,ncavps
"Dec. 31, 2019",-43.72
"Sept. 30, 2019",-39.07
"June 30, 2019",-39.04
"March 31, 2019",-39.15
"Dec. 31, 2018",-35.86
"Sept. 30, 2018",-34.43
"June 30, 2018",-33.71
"March 31, 2018",-34.21
"Dec. 31, 2017",-33.56
"Sept. 30, 2017",-31.21
"June 30, 2017",-30.12
"March 31, 2017",-30.33
"Dec. 31, 2016",-30.06
"Sept. 30, 2016",-26.03
"June 30, 2016",-25.67
"March 31, 2016",-25.76
"Dec. 31, 2015",-25.52
"Sept. 30, 2015",-26.34
"June 30, 2015",-24.01
"March 31, 2015",-23.94
"Dec. 31, 2014",-24.38
"Sept. 30, 2014",-18.66
"June 30, 2014",-18.53
"March 31, 2014",-17.63
"Dec. 31, 2013",-17.70
"Sept. 30, 2013",-21.60
"June 30, 2013",-21.16
"March 31, 2013",-20.61
"Dec. 31, 2012",-19.45
"Sept. 30, 2012",-15.87
"June 30, 2012",-15.40
"March 31, 2012",-15.63
"Dec. 31, 2011",-15.90
"Sept. 30, 2011",-15.26
"June 30, 2011",-14.14
"March 31, 2011",-13.94
"Dec. 31, 2010",-14.11
"Sept. 30, 2010",-13.78
"June 30, 2010",-14.42
"March 31, 2010",-14.95
"Dec. 31, 2009",-14.97
"Sept. 30, 2009",-15.68
"June 30, 2009",-15.61
"March 31, 2009",-15.70
"Dec. 31, 2008",-16.33
"Sept. 30, 2008",-17.02
"June 30, 2008",-16.96
"March 31, 2008",-15.86
"Dec. 31, 2007",-14.50
"Sept. 30, 2007",-8.931
"June 30, 2007",-8.389
"March 31, 2007",-8.069
"Dec. 31, 2006",-7.805
"Sept. 30, 2006",-8.244
"June 30, 2006",-6.778
"March 31, 2006",-6.647
"Dec. 31, 2005",-6.686
"Sept. 30, 2005",-6.378
"June 30, 2005",-3.826
"March 31, 2005",-3.742
"Dec. 31, 2004",-3.585
"Sept. 30, 2004",-3.923
"June 30, 2004",-3.614
"March 31, 2004",-3.729
"Dec. 31, 2003",-4.360
"Sept. 30, 2003",-4.142
"June 30, 2003",-4.100
"March 31, 2003",-4.453
"Dec. 31, 2002",-4.602
"Sept. 30, 2002",-5.988
"June 30, 2002",-6.116
"March 31, 2002",-6.281
"Dec. 31, 2001",-6.065
"Sept. 30, 2001",-6.467
"June 30, 2001",-5.416
"March 31, 2001",-4.745
"Dec. 31, 2000",-4.233
"Sept. 30, 2000",-2.678
"June 30, 2000",-2.246
"March 31, 2000",-2.498
"Dec. 31, 1999",-0.3287
